algorithm,position_id,phase,depth,nodes,time_ms,nps,ttfm_ms,best_move,score,branching_factor,stability
MTD(f),pos_280,opening,8,13455472,5000.24,2691094,0.22,d2d3,-20,4.52,3
NegaScout,pos_280,opening,7,28663884,5001.00,5731630,0.02,b1c3,-62,9.25,2
MCTS,pos_280,opening,20,7442313,5603.53,1328272,1002.42,b1c3,-25,1.40,0
Classic MCTS,pos_280,opening,16,164193,5032.35,32629,1048.08,d1h5,22,1.04,0
Pure Alpha-Beta,pos_281,opening,6,17027244,5000.96,3405448,0.02,g1f3,-5,27.04,2
Full Alpha-Beta,pos_281,opening,15,11206844,5000.48,2241368,0.04,b1c3,-11,3.04,3
MTD(f),pos_281,opening,7,12910655,5000.62,2582131,0.04,g1f3,-30,15.49,2
NegaScout,pos_281,opening,6,14729284,5001.02,2945267,0.02,g1f3,-5,16.08,2
MCTS,pos_281,opening,20,6691783,5726.31,1168666,1001.71,b1c3,-6,1.44,2
Classic MCTS,pos_281,opening,16,157231,5010.46,31383,1047.53,d1h5,20,1.04,0
Pure Alpha-Beta,pos_282,opening,6,15306805,5000.05,3061361,0.01,g1f3,25,19.20,3
Full Alpha-Beta,pos_282,opening,16,11931826,5000.55,2386365,0.37,b1c3,9,2.76,2
MTD(f),pos_282,opening,8,13312081,5000.68,2662416,0.11,b1c3,25,21.11,4
NegaScout,pos_282,opening,7,20627580,5000.97,4125516,0.02,b1c3,0,10.59,4
MCTS,pos_282,opening,20,6817342,29836.26,228493,1002.67,g1f3,16,0.95,0
Classic MCTS,pos_282,opening,16,166307,5019.21,33135,1032.83,d1f3,21,1.02,1
Pure Alpha-Beta,pos_283,opening,7,18452594,5000.85,3690518,0.01,b1c3,5,15.11,2
Full Alpha-Beta,pos_283,opening,16,12251362,5000.34,2450272,0.02,b1c3,22,2.58,0
MTD(f),pos_283,opening,8,13975598,5000.49,2795119,0.10,b1c3,30,18.02,2
NegaScout,pos_283,opening,7,20643966,5000.52,4128793,0.02,b1c3,5,9.89,2
MCTS,pos_283,opening,19,3389293,12273.59,276158,1001.32,g1f3,36,1.64,0
Classic MCTS,pos_283,opening,16,209332,5746.82,36430,1023.67,d1f3,21,1.04,0
Pure Alpha-Beta,pos_284,opening,7,19963997,5000.39,3992799,0.06,b1c3,-25,13.07,2
Full Alpha-Beta,pos_284,opening,17,11751735,5001.24,2349877,0.06,b1c3,10,2.57,0
MTD(f),pos_284,opening,7,12492937,5000.20,2498587,0.12,b1c3,-25,9.68,2
NegaScout,pos_284,opening,7,21618831,5000.77,4323766,0.07,b1c3,-25,7.85,2
MCTS,pos_284,opening,20,8718660,5389.83,1617862,1000.69,b1c3,-13,1.00,0
Classic MCTS,pos_284,opening,16,164017,5063.08,32395,1050.43,c4f7,9,1.04,0
Pure Alpha-Beta,pos_285,opening,7,22225014,5000.70,4445002,0.05,d2d3,-62,10.22,2
Full Alpha-Beta,pos_285,opening,16,11669711,5000.54,2333942,0.06,d2d3,-23,2.17,2
MTD(f),pos_285,opening,7,11092032,5001.29,2217962,0.50,d2d3,-62,11.67,2
NegaScout,pos_285,opening,7,16281728,5000.26,3256345,0.06,d2d3,-62,9.15,2
MCTS,pos_285,opening,20,7390540,5486.62,1347163,1001.56,d2d3,-22,0.91,0
Classic MCTS,pos_285,opening,16,166169,5092.32,32633,1032.45,d1h5,23,1.07,0
Pure Alpha-Beta,pos_286,opening,7,20279461,5000.81,4055892,0.02,e4f5,5,7.71,0
Full Alpha-Beta,pos_286,opening,16,12087430,5000.68,2417486,0.03,e4f5,-20,2.65,0
MTD(f),pos_286,opening,8,21549131,5000.29,4309826,0.16,e4f5,-5,22.56,0
NegaScout,pos_286,opening,8,23973983,5000.02,4794796,0.02,e4f5,-5,6.94,0
MCTS,pos_286,opening,20,7302179,5729.11,1274599,1000.28,e4f5,-28,0.86,0
Classic MCTS,pos_286,opening,16,158461,5144.55,30805,1024.91,h2h4,4,1.05,3
Pure Alpha-Beta,pos_287,opening,6,17027180,5000.71,3405436,0.02,d2d3,-55,11.27,1
Full Alpha-Beta,pos_287,opening,15,12267587,5001.68,2453026,0.02,d2d3,-33,2.59,1
MTD(f),pos_287,opening,8,15319137,5000.70,3063827,0.17,d2d3,-52,4.77,3
NegaScout,pos_287,opening,7,28790863,5000.87,5758172,0.03,b1c3,-62,9.32,2
MCTS,pos_287,opening,20,6629708,5665.85,1170292,1000.36,b1c3,-20,0.90,0
Classic MCTS,pos_287,opening,16,170354,5010.22,34002,1015.12,d1h5,25,1.07,1
Pure Alpha-Beta,pos_288,opening,6,17694768,5000.13,3538953,0.02,b1c3,-5,26.34,3
Full Alpha-Beta,pos_288,opening,16,11919480,5001.62,2383419,0.03,g1f3,-14,2.87,2
MTD(f),pos_288,opening,7,12972061,5000.84,2594412,0.04,g1f3,-30,15.35,2
NegaScout,pos_288,opening,6,17936483,5000.19,3587296,0.03,b1c3,-5,15.70,3
MCTS,pos_288,opening,20,7345033,5638.87,1302772,1002.75,b1c3,-8,1.10,1
Classic MCTS,pos_288,opening,16,163493,5008.64,32646,1035.28,d1h5,21,1.03,1
Pure Alpha-Beta,pos_289,opening,7,20664388,5000.28,4132877,0.06,c4d3,-10,8.05,1
Full Alpha-Beta,pos_289,opening,16,10023052,5000.73,2004610,0.09,c4d3,-8,2.21,4
MTD(f),pos_289,opening,8,11264069,5001.72,2252363,0.13,c4d3,20,10.29,1
NegaScout,pos_289,opening,8,20602999,5000.16,4120599,0.08,c4d3,20,6.92,1
MCTS,pos_289,opening,20,6559418,5628.96,1165497,1002.74,c4d3,-10,1.07,0
Classic MCTS,pos_289,opening,16,170052,5013.77,33922,1030.46,d1f3,16,1.04,3
Pure Alpha-Beta,pos_290,opening,7,18534513,5000.90,3706902,0.02,b1c3,-3,13.21,4
Full Alpha-Beta,pos_290,opening,16,12288158,5000.23,2457631,0.02,d2d3,5,2.80,3
MTD(f),pos_290,opening,8,15478866,5000.44,3095773,0.17,g1f3,9,25.91,3
NegaScout,pos_290,opening,7,22270063,5000.27,4454012,0.02,b1c3,-3,10.94,4
MCTS,pos_290,opening,20,7758868,5552.90,1397490,1001.10,g1f3,-4,1.26,0
Classic MCTS,pos_290,opening,16,170796,5011.46,34084,1039.42,d1h5,24,1.05,1
Pure Alpha-Beta,pos_291,opening,7,18473065,5000.16,3694613,0.02,b1c3,-3,12.83,4
Full Alpha-Beta,pos_291,opening,15,12116214,5000.62,2423242,0.03,g1f3,-5,3.16,3
MTD(f),pos_291,opening,9,17391701,5000.25,3478340,0.03,b1c3,-4,26.15,4
NegaScout,pos_291,opening,7,20156530,5000.59,4031306,0.02,b1c3,-3,10.12,4
MCTS,pos_291,opening,20,7298335,5546.68,1315963,1000.89,b1c3,-4,1.34,0
Classic MCTS,pos_291,opening,16,166700,5012.02,33260,1012.46,d1h5,26,1.07,0
Pure Alpha-Beta,pos_292,opening,7,19226721,5000.57,3845344,0.02,b1c3,0,11.71,0
Full Alpha-Beta,pos_292,opening,15,12353687,5002.16,2469749,0.02,b1c3,16,3.01,0
MTD(f),pos_292,opening,8,14549103,5001.78,2909238,0.06,b1c3,14,23.81,0
NegaScout,pos_292,opening,7,22298712,5000.15,4459742,0.02,b1c3,0,9.84,0
MCTS,pos_292,opening,20,7837648,5564.49,1408635,1005.43,g1f3,25,1.36,0
Classic MCTS,pos_292,opening,16,163540,5063.04,32301,1020.49,d1f3,20,1.06,2
Pure Alpha-Beta,pos_293,opening,6,16736338,5000.15,3347267,0.15,d2d4,40,11.41,3
Full Alpha-Beta,pos_293,opening,14,11460773,5000.96,2292154,0.04,c2c3,53,4.10,4
MTD(f),pos_293,opening,8,15077443,5001.60,3014885,0.38,b1c3,35,37.74,5
NegaScout,pos_293,opening,6,18063463,5000.50,3612692,0.16,d2d4,40,9.18,3
MCTS,pos_293,opening,20,6317374,5681.59,1112017,1002.97,e1g1,20,1.23,1
Classic MCTS,pos_293,opening,16,156907,5081.98,30881,1020.28,c4b5,4,1.04,1
Pure Alpha-Beta,pos_294,opening,6,17055859,5001.91,3410489,0.02,g1f3,25,19.00,2
Full Alpha-Beta,pos_294,opening,15,11931705,5000.98,2386341,0.04,g1f3,6,3.29,2
MTD(f),pos_294,opening,7,14131353,5001.22,2825705,0.18,g1f3,3,21.45,2
NegaScout,pos_294,opening,6,18972774,5000.36,3794554,0.02,g1f3,25,15.00,2
MCTS,pos_294,opening,20,6118749,5695.97,1074407,1000.26,b1c3,29,1.17,1
Classic MCTS,pos_294,opening,16,153540,5084.98,30200,1018.91,d1h5,14,1.03,0
Pure Alpha-Beta,pos_295,opening,6,16253061,5000.48,3250612,0.07,d1h5,100,18.24,1
Full Alpha-Beta,pos_295,opening,15,11522266,5001.61,2303992,0.04,d1h5,62,3.53,3
MTD(f),pos_295,opening,6,14291029,5000.40,2858205,0.21,d1h5,100,16.94,1
NegaScout,pos_295,opening,6,18079828,5000.69,3615965,0.12,d1h5,100,12.91,1
MCTS,pos_295,opening,20,7713765,5671.59,1360212,1002.02,g1f3,48,1.20,0
Classic MCTS,pos_295,opening,16,161476,5118.65,31550,1033.61,d1f3,20,1.05,0
Pure Alpha-Beta,pos_296,opening,7,18661579,5001.45,3731569,0.05,g1f3,-20,9.84,0
Full Alpha-Beta,pos_296,opening,16,11899112,5000.87,2379822,0.13,g1f3,8,2.44,0
MTD(f),pos_296,opening,7,13611055,5000.82,2722211,0.41,g1f3,-20,17.64,0
NegaScout,pos_296,opening,7,21782670,5000.87,4356534,0.06,g1f3,-20,8.71,0
MCTS,pos_296,opening,20,9005298,5594.58,1609813,1001.21,g1f3,13,1.21,0
Classic MCTS,pos_296,opening,16,154591,5146.70,30041,1032.92,h2h4,5,1.01,1
Pure Alpha-Beta,pos_297,opening,6,15171642,5001.06,3033721,0.04,b1c3,-5,12.63,0
Full Alpha-Beta,pos_297,opening,16,11837615,5000.40,2367523,0.06,b1c3,-14,2.59,0
MTD(f),pos_297,opening,7,12521528,5000.40,2504305,0.05,b1c3,-30,14.38,0
NegaScout,pos_297,opening,7,17600692,5000.82,3520138,0.06,b1c3,-30,11.04,0
MCTS,pos_297,opening,20,8326647,5736.17,1451646,1005.95,b1c3,-11,1.24,0
Classic MCTS,pos_297,opening,16,164528,5093.97,32304,1027.44,d1h5,9,1.04,3
Pure Alpha-Beta,pos_298,opening,6,16511132,5000.82,3302226,0.04,b1c3,-5,16.41,3
Full Alpha-Beta,pos_298,opening,16,11821306,5001.15,2363788,0.06,g1f3,-14,3.11,5
MTD(f),pos_298,opening,7,13242432,5000.35,2648486,0.18,g1f3,-30,15.31,2
NegaScout,pos_298,opening,6,18034782,5000.02,3606956,0.05,b1c3,-5,12.54,3
MCTS,pos_298,opening,20,6640555,5817.82,1141577,1001.11,b1c3,-10,1.13,1
Classic MCTS,pos_298,opening,16,163547,5138.67,31830,1028.57,d1h5,17,1.05,1
Pure Alpha-Beta,pos_299,opening,6,14864454,5000.97,2972890,0.03,b1c3,0,16.55,0
Full Alpha-Beta,pos_299,opening,16,11722981,5001.77,2344127,0.09,b1c3,-5,2.44,0
MTD(f),pos_299,opening,7,12415022,5000.07,2483004,0.02,b1c3,-25,40.48,0
NegaScout,pos_299,opening,6,15818816,5000.38,3163763,0.04,b1c3,0,12.27,0
MCTS,pos_299,opening,20,8128002,5664.00,1435028,1003.88,b1c3,-7,1.09,0
Classic MCTS,pos_299,opening,16,160017,5103.09,31357,1038.40,d1h5,12,1.02,1
Pure Alpha-Beta,pos_300,opening,6,18317388,5001.40,3662745,0.12,g2g3,10,8.60,1
Full Alpha-Beta,pos_300,opening,15,11288713,5001.35,2257291,0.85,d1f3,3,2.14,2
MTD(f),pos_300,opening,8,14516261,5000.15,2903252,0.17,d1f3,20,13.65,2
NegaScout,pos_300,opening,7,20656217,5000.65,4131243,0.22,d1f3,1,7.14,2
MCTS,pos_300,opening,20,8619292,5548.34,1553585,1002.41,d1f3,-6,1.21,0
Classic MCTS,pos_300,opening,16,155813,5008.66,31112,1048.03,d2d4,7,1.01,1
Pure Alpha-Beta,pos_301,opening,6,15331387,5000.27,3066277,0.03,b1c3,-5,18.13,0
Full Alpha-Beta,pos_301,opening,16,11882728,5001.07,2376070,0.06,b1c3,-7,2.64,0
MTD(f),pos_301,opening,7,12398634,5000.75,2479726,0.05,b1c3,-30,14.21,0
NegaScout,pos_301,opening,7,17768589,5000.60,3553717,0.03,b1c3,-30,13.22,0
MCTS,pos_301,opening,20,7561034,5621.76,1345140,1002.66,b1c3,-5,1.34,0
Classic MCTS,pos_301,opening,16,163837,5015.24,32669,1045.69,d1h5,17,1.03,0
Pure Alpha-Beta,pos_302,opening,6,16404545,5000.10,3280909,0.03,b2b4,32,18.20,3
Full Alpha-Beta,pos_302,opening,15,11522244,5000.39,2304448,0.04,b2b4,-6,3.37,3
MTD(f),pos_302,opening,6,14725193,5001.68,2944449,0.08,b2b4,32,18.54,3
NegaScout,pos_302,opening,7,18628762,5001.00,3725007,0.03,b1c3,-20,13.48,4
MCTS,pos_302,opening,20,8398259,5694.16,1474931,1001.17,g1f3,3,1.39,0
Classic MCTS,pos_302,opening,16,159099,5010.27,31756,1038.35,d1h5,14,1.03,1
Pure Alpha-Beta,pos_303,opening,6,14315587,5000.37,2863117,0.06,b1c3,-15,12.86,0
Full Alpha-Beta,pos_303,opening,16,11554914,5000.15,2310982,0.06,b1c3,-16,2.36,0
MTD(f),pos_303,opening,7,12685350,5001.69,2536562,0.09,b1c3,-40,8.64,0
NegaScout,pos_303,opening,6,16003126,5000.55,3200625,0.06,b1c3,-15,10.11,0
MCTS,pos_303,opening,20,8722390,5546.09,1572735,1002.16,b1c3,-19,1.33,0
Classic MCTS,pos_303,opening,16,172156,5014.28,34335,1046.59,d1h5,21,1.06,2
Pure Alpha-Beta,pos_304,opening,7,17821862,5001.10,3563659,0.29,d1f3,-13,7.48,2
Full Alpha-Beta,pos_304,opening,15,11243754,5001.48,2248301,0.34,g2g3,-11,2.46,3
MTD(f),pos_304,opening,8,14315579,5001.94,2862543,0.64,d1f3,5,4.90,2
NegaScout,pos_304,opening,7,19689607,5000.33,3937921,0.30,d1f3,-13,6.55,2
MCTS,pos_304,opening,20,7087242,5520.25,1283920,1010.91,d1f3,-21,1.28,0
Classic MCTS,pos_304,opening,16,165597,5010.31,33053,1013.35,d2d4,7,1.04,2
Pure Alpha-Beta,pos_305,opening,7,19464319,5001.17,3892085,0.08,g1f3,-15,9.17,0
Full Alpha-Beta,pos_305,opening,17,11563353,5001.35,2312208,0.09,g1f3,14,2.28,0
MTD(f),pos_305,opening,7,13033523,5000.34,2606704,0.25,g1f3,-15,6.00,0
NegaScout,pos_305,opening,7,20181094,5000.96,4036218,0.06,g1f3,-15,7.93,0
MCTS,pos_305,opening,20,8520096,5505.28,1547701,1003.30,g1f3,-10,1.31,1
Classic MCTS,pos_305,opening,16,184180,5013.45,36740,1018.11,f2f4,4,1.05,2
Pure Alpha-Beta,pos_306,opening,7,17662028,5000.53,3532405,0.34,d1e2,-25,6.07,1
Full Alpha-Beta,pos_306,opening,16,11248089,5000.77,2249617,0.37,d1e2,-1,2.23,1
MTD(f),pos_306,opening,8,13783212,5000.39,2756642,0.59,d1e2,-3,4.21,1
NegaScout,pos_306,opening,7,19800182,5001.27,3959244,0.11,d1e2,-25,7.63,1
MCTS,pos_306,opening,20,7596420,5492.91,1383179,1007.93,d1f3,-23,1.32,0
Classic MCTS,pos_306,opening,16,188716,5053.97,37347,1010.18,g2g3,1,1.04,2
Pure Alpha-Beta,pos_307,opening,6,15573088,5001.21,3113994,0.07,c2c3,-15,17.46,2
Full Alpha-Beta,pos_307,opening,15,11395393,5000.26,2279078,0.04,g1f3,-39,4.35,3
MTD(f),pos_307,opening,6,13176899,5001.02,2634852,0.39,c2c3,-15,15.49,2
NegaScout,pos_307,opening,6,17277036,5000.10,3455407,0.08,c2c3,-15,13.10,2
MCTS,pos_307,opening,20,6825336,5658.18,1206316,1005.78,g1f3,-33,1.24,0
Classic MCTS,pos_307,opening,16,155496,5008.60,31049,1022.71,d1h5,9,1.02,1
Pure Alpha-Beta,pos_308,opening,6,16638027,5000.85,3327605,0.02,c2c3,-50,30.04,2
Full Alpha-Beta,pos_308,opening,15,11415683,5000.76,2283136,0.02,g1f3,-70,3.77,5
MTD(f),pos_308,opening,7,12378148,5001.13,2475134,0.22,d1h5,-90,17.41,3
NegaScout,pos_308,opening,7,18485353,5000.41,3697070,0.02,d1h5,-90,11.98,3
MCTS,pos_308,opening,20,6512932,5591.44,1164895,1006.09,g1f3,-70,1.32,1
Classic MCTS,pos_308,opening,16,166421,5010.99,33217,1029.11,d1h5,20,1.05,0
Pure Alpha-Beta,pos_309,opening,6,16068753,5001.41,3213107,0.02,g1f3,50,37.68,2
Full Alpha-Beta,pos_309,opening,14,11354309,5000.52,2270861,0.04,g1f3,16,3.32,4
MTD(f),pos_309,opening,8,14229561,5000.69,2845912,0.18,g1f3,35,13.82,2
NegaScout,pos_309,opening,6,13230107,5000.50,2646021,0.03,g1f3,50,15.85,2
MCTS,pos_309,opening,20,8068043,5494.36,1468518,1007.14,g1f3,47,1.31,0
Classic MCTS,pos_309,opening,16,163705,5084.63,32200,1048.59,d1h5,18,1.03,2
Pure Alpha-Beta,pos_310,opening,7,16511118,5000.42,3302223,0.29,e4d5,30,6.92,2
Full Alpha-Beta,pos_310,opening,14,11301068,5000.11,2260213,0.12,c4d5,49,2.72,3
MTD(f),pos_310,opening,8,16916600,5000.22,3383320,0.76,e4d5,30,8.65,2
NegaScout,pos_310,opening,8,18210989,5000.66,3642197,0.11,e4d5,30,8.04,2
MCTS,pos_310,opening,20,6968481,5638.01,1235984,1004.13,e4d5,77,1.26,0
Classic MCTS,pos_310,opening,16,151962,5059.49,30037,1049.41,c4b5,7,1.00,1
Pure Alpha-Beta,pos_311,opening,6,15483006,5001.00,3096601,0.04,g1e2,0,34.65,2
Full Alpha-Beta,pos_311,opening,15,11321528,5000.41,2264305,0.05,b1c3,-15,2.85,4
MTD(f),pos_311,opening,7,11894861,5001.67,2378496,0.05,f3g3,-20,44.01,3
NegaScout,pos_311,opening,6,15708278,5000.79,3141655,0.05,g1e2,0,17.65,2
MCTS,pos_311,opening,20,9251944,5563.97,1663121,1004.35,b1c3,-4,1.31,0
Classic MCTS,pos_311,opening,16,153107,5060.22,30258,1047.95,f3f6,20,1.00,1
Pure Alpha-Beta,pos_312,opening,6,19325074,5000.42,3865014,0.03,b1c3,50,14.03,2
Full Alpha-Beta,pos_312,opening,16,11477226,5001.38,2294986,0.03,b1c3,10,3.98,2
MTD(f),pos_312,opening,6,11337787,5001.15,2267103,0.31,b1c3,50,38.03,0
NegaScout,pos_312,opening,7,20893756,5000.38,4178751,0.04,g1e2,-5,10.99,3
MCTS,pos_312,opening,20,7129456,5721.88,1246190,1003.93,g1e2,21,1.26,1
Classic MCTS,pos_312,opening,16,147611,5011.29,29457,1005.56,c4b5,5,1.01,0
Pure Alpha-Beta,pos_313,opening,8,18301048,5000.22,3660209,0.06,e4d5,0,5.91,3
Full Alpha-Beta,pos_313,opening,17,11968703,5000.44,2393740,0.31,e4d5,-20,2.02,1
MTD(f),pos_313,opening,7,13189204,5000.45,2637840,0.13,e4d5,-45,7.69,1
NegaScout,pos_313,opening,8,23163001,5000.77,4632600,0.09,e4d5,0,5.47,3
MCTS,pos_313,opening,20,6287439,29723.72,211534,1000.39,e4d5,-31,0.88,0
Classic MCTS,pos_313,opening,16,156716,5017.57,31236,1004.81,f1e2,5,1.03,1
Pure Alpha-Beta,pos_314,opening,7,20512861,5001.04,4101751,0.04,b1c3,-54,10.29,4
Full Alpha-Beta,pos_314,opening,15,12189814,5001.10,2437475,0.06,g1f3,-16,2.42,6
MTD(f),pos_314,opening,7,11603992,5000.31,2320798,0.03,b1c3,-54,25.89,4
NegaScout,pos_314,opening,7,19054674,5000.22,3810934,0.05,b1c3,-54,8.45,4
MCTS,pos_314,opening,19,3612694,5687.94,635254,1001.26,g1f3,0,1.37,0
Classic MCTS,pos_314,opening,16,224061,8163.77,27448,1010.45,g2g3,3,1.11,2
Pure Alpha-Beta,pos_315,opening,7,24379517,5000.35,4875903,0.02,b1c3,-54,10.09,0
Full Alpha-Beta,pos_315,opening,17,12738854,5000.22,2547770,0.03,g1f3,-24,2.32,1
MTD(f),pos_315,opening,8,12255370,5000.13,2451074,0.08,g1f3,-20,15.19,1
NegaScout,pos_315,opening,7,21069891,5000.45,4213978,0.02,b1c3,-54,8.73,0
MCTS,pos_315,opening,21,8497437,6380.57,1331886,1003.17,g1f3,-13,1.09,0
Classic MCTS,pos_315,opening,16,166915,5010.02,33316,1048.91,f1e2,5,1.04,3
Pure Alpha-Beta,pos_316,opening,7,23027797,5000.02,4605559,0.02,b1d2,-22,9.98,1
Full Alpha-Beta,pos_316,opening,16,12656762,5001.37,2530846,0.03,f2f4,8,2.57,1
MTD(f),pos_316,opening,8,12382284,5000.79,2476456,0.11,b1c3,15,11.54,2
NegaScout,pos_316,opening,8,22278260,5001.03,4454761,0.01,b1c3,15,7.63,2
MCTS,pos_316,opening,20,9880435,6003.43,1645916,1004.58,g1f3,6,1.20,0
Classic MCTS,pos_316,opening,16,169570,5009.73,33853,1035.39,g2g4,5,1.05,1
Pure Alpha-Beta,pos_317,opening,7,22708368,5000.33,4541673,0.01,b1d2,-40,10.61,1
Full Alpha-Beta,pos_317,opening,18,13451439,5000.47,2690287,0.03,b1c3,-15,2.06,0
MTD(f),pos_317,opening,8,13435012,5001.69,2686465,0.03,g1f3,-5,26.06,1
NegaScout,pos_317,opening,8,23167085,5000.35,4633417,0.01,b1c3,-5,8.17,2
MCTS,pos_317,opening,20,9540153,5900.23,1616975,1000.43,g1f3,-10,1.12,0
Classic MCTS,pos_317,opening,16,168129,5049.75,33299,1035.49,c1e3,7,1.04,2
Pure Alpha-Beta,pos_318,opening,7,21590124,5000.69,4318024,0.02,b1c3,-45,10.84,0
Full Alpha-Beta,pos_318,opening,17,12423313,5001.32,2484165,0.03,b1c3,-13,2.59,2
MTD(f),pos_318,opening,8,12255376,5001.37,2450585,0.04,f2f4,-5,16.11,1
NegaScout,pos_318,opening,7,21712972,5000.11,4342594,0.02,b1c3,-45,9.06,0
MCTS,pos_318,opening,20,8558642,5924.26,1444740,1003.88,b1c3,-23,1.08,0
Classic MCTS,pos_318,opening,16,165850,5092.22,32570,1017.28,e1e2,3,1.07,2
Pure Alpha-Beta,pos_319,opening,7,22253709,5000.29,4450741,0.02,g1f3,-5,9.11,3
Full Alpha-Beta,pos_319,opening,16,12112153,5001.59,2421946,0.04,g1f3,9,2.38,3
MTD(f),pos_319,opening,8,13443164,5001.18,2688095,0.79,g1f3,15,10.30,3
NegaScout,pos_319,opening,7,22442074,5000.10,4488414,0.02,g1f3,-5,8.42,3
MCTS,pos_319,opening,20,9084166,5724.01,1587031,1000.53,g1f3,-8,1.06,0
Classic MCTS,pos_319,opening,16,168545,5115.77,32951,1000.33,d1d2,5,1.06,2
Pure Alpha-Beta,pos_320,opening,7,20893763,5000.41,4178752,0.02,b1c3,-15,11.14,0
Full Alpha-Beta,pos_320,opening,16,12562643,5000.29,2512528,0.03,b1c3,11,2.21,2
MTD(f),pos_320,opening,8,11743279,5003.01,2347247,0.12,b1c3,20,9.72,0
NegaScout,pos_320,opening,7,21749861,5000.25,4349972,0.02,b1c3,-15,9.01,0
MCTS,pos_320,opening,20,8842963,5728.39,1543813,1005.63,g1f3,9,1.09,0
Classic MCTS,pos_320,opening,16,168632,5009.10,33665,1002.78,c2c4,2,1.06,1
Pure Alpha-Beta,pos_321,opening,7,22876253,5000.55,4575250,0.01,b1c3,-37,9.67,0
Full Alpha-Beta,pos_321,opening,17,13635792,5000.45,2727158,0.02,g1f3,-15,2.26,1
MTD(f),pos_321,opening,8,11722892,5000.88,2344578,0.01,b1c3,-5,27.16,0
NegaScout,pos_321,opening,8,22196328,5000.25,4439265,0.02,b1c3,-5,8.02,0
MCTS,pos_321,opening,20,7804493,5867.13,1330235,1000.74,g1f3,-15,1.16,1
Classic MCTS,pos_321,opening,16,162198,5008.86,32387,1003.53,a1a2,4,1.06,3
Pure Alpha-Beta,pos_322,opening,7,20934721,5000.33,4186944,0.02,b1d2,-22,11.17,1
Full Alpha-Beta,pos_322,opening,16,12779996,5000.24,2555999,0.03,b1c3,6,2.25,0
MTD(f),pos_322,opening,8,12210222,5000.33,2442044,0.11,b1c3,15,13.67,0
NegaScout,pos_322,opening,7,21655653,5000.64,4331130,0.02,b1d2,-22,8.52,1
MCTS,pos_322,opening,20,9573619,5759.39,1662375,1003.94,g1f3,9,1.13,0
Classic MCTS,pos_322,opening,16,166825,5009.36,33305,1010.31,f2f4,4,1.06,4
Pure Alpha-Beta,pos_323,opening,7,21565567,5000.78,4313113,0.02,b1d2,-28,10.44,1
Full Alpha-Beta,pos_323,opening,16,12398790,5000.71,2479758,0.03,f2f4,-8,2.41,1
MTD(f),pos_323,opening,8,12111921,5001.73,2421899,0.09,b1c3,10,12.22,0
NegaScout,pos_323,opening,7,21659717,5000.34,4331943,0.02,b1d2,-28,8.12,1
MCTS,pos_323,opening,20,8361901,5764.31,1450711,1000.62,g1f3,0,1.11,0
Classic MCTS,pos_323,opening,16,167001,5009.05,33340,1031.92,d3d4,4,1.03,3
Pure Alpha-Beta,pos_324,opening,7,21610661,5000.70,4322132,0.02,b1d2,-32,10.65,1
Full Alpha-Beta,pos_324,opening,18,13734058,5001.08,2746262,0.03,b1c3,-10,2.07,2
MTD(f),pos_324,opening,8,11841663,5001.70,2367859,0.02,g1f3,-16,18.91,1
NegaScout,pos_324,opening,7,21958722,5000.84,4391744,0.02,b1d2,-32,8.92,1
MCTS,pos_324,opening,20,6903861,5845.93,1181156,1003.06,g1f3,-1,1.09,0
Classic MCTS,pos_324,opening,16,166461,5012.77,33212,1033.45,h2h3,5,1.05,4
Pure Alpha-Beta,pos_325,opening,7,20197512,5000.94,4039502,0.03,b2b4,20,12.42,4
Full Alpha-Beta,pos_325,opening,16,11903095,5000.49,2380619,0.03,c2c3,20,4.89,4
MTD(f),pos_325,opening,8,13664286,5000.29,2732857,0.14,d2d4,30,13.46,5
NegaScout,pos_325,opening,7,20914317,5000.26,4182863,0.03,b2b4,20,11.36,4
MCTS,pos_325,opening,20,6558877,5849.59,1121367,1000.52,b2b4,6,0.98,0
Classic MCTS,pos_325,opening,16,167538,5103.16,32831,1044.71,b2b4,4,1.04,1
Pure Alpha-Beta,pos_326,opening,7,22728820,5000.02,4545764,0.02,b1c3,-20,12.10,3
Full Alpha-Beta,pos_326,opening,17,12534119,5000.17,2506823,0.04,b2b4,-5,2.34,2
MTD(f),pos_326,opening,7,11554885,5000.04,2310977,0.07,b2b4,-20,9.23,2
NegaScout,pos_326,opening,7,23588995,5000.47,4717799,0.03,b1c3,-20,10.42,3
MCTS,pos_326,opening,20,7760992,5705.45,1360384,1003.53,b2b4,6,1.02,0
Classic MCTS,pos_326,opening,16,160832,5124.62,31387,1019.94,f2f3,5,1.04,3
Pure Alpha-Beta,pos_327,opening,7,21672139,5000.67,4334427,0.03,b1c3,-1,13.17,4
Full Alpha-Beta,pos_327,opening,15,11985036,5000.06,2397007,0.03,g1f3,15,4.63,9
MTD(f),pos_327,opening,7,12570756,5001.29,2513648,0.26,g1f3,-1,8.13,4
NegaScout,pos_327,opening,7,23191660,5001.25,4637404,0.02,b1c3,-1,10.79,4
MCTS,pos_327,opening,20,7270789,5753.08,1263825,1000.32,g1f3,15,1.05,0
Classic MCTS,pos_327,opening,16,164101,5009.08,32761,1000.13,f2f4,5,1.05,1
Pure Alpha-Beta,pos_328,opening,7,21627012,5000.40,4325402,0.02,b1d2,6,11.55,3
