algorithm,position_id,phase,depth,nodes,time_ms,nps,ttfm_ms,best_move,score,branching_factor,stability
Pure Alpha-Beta,pos_10,opening,7,18763837,5000.63,3752767,0.02,b1c3,-13,12.02,0
Full Alpha-Beta,pos_10,opening,16,12193968,5000.76,2438793,0.02,b1c3,-2,2.91,0
MTD(f),pos_10,opening,9,16584799,5000.44,3316959,0.09,f3e5,-8,8.77,1
NegaScout,pos_10,opening,7,19275876,5000.15,3855175,0.02,b1c3,-13,9.95,0
MCTS,pos_10,opening,20,8279845,6329.86,1308239,1000.01,f1b5,1,1.08,0
Classic MCTS,pos_10,opening,16,165022,5021.82,32866,1029.56,f3e5,6,1.05,2
Pure Alpha-Beta,pos_11,opening,7,19419215,5000.66,3883843,0.17,b1c3,0,10.29,2
Full Alpha-Beta,pos_11,opening,16,12742877,5000.86,2548575,0.02,b1c3,10,3.16,0
MTD(f),pos_11,opening,8,12382262,5000.17,2476452,0.11,b1c3,10,12.83,0
NegaScout,pos_11,opening,7,19976290,5000.49,3995258,0.02,b1c3,0,9.52,2
MCTS,pos_11,opening,20,7556532,6346.19,1190755,1001.15,f1d3,6,1.13,1
Classic MCTS,pos_11,opening,16,166286,5009.20,33197,1040.69,g2g4,4,1.03,4
Pure Alpha-Beta,pos_12,opening,7,19296390,5000.87,3859278,0.01,b1c3,5,11.94,0
Full Alpha-Beta,pos_12,opening,16,12402952,5000.52,2480590,0.02,b1c3,15,3.27,0
MTD(f),pos_12,opening,8,12206114,5000.31,2441222,0.14,b1c3,23,12.72,0
NegaScout,pos_12,opening,7,19476597,5001.05,3894540,0.01,b1c3,5,9.88,0
MCTS,pos_12,opening,20,7857344,6022.10,1304773,1004.95,f1b5,28,1.01,0
Classic MCTS,pos_12,opening,16,167732,5008.82,33492,1042.05,b2b4,3,1.04,2
Pure Alpha-Beta,pos_13,opening,8,21659782,5001.69,4331090,0.02,b1c3,5,7.70,0
Full Alpha-Beta,pos_13,opening,17,12280086,5000.46,2456017,0.02,b1c3,-4,2.55,0
MTD(f),pos_13,opening,8,12177523,5000.78,2435504,0.05,b1c3,5,13.04,0
NegaScout,pos_13,opening,8,24199234,5000.19,4839846,0.02,b1c3,5,7.10,0
MCTS,pos_13,opening,20,7034169,6165.75,1140984,1004.84,d2d3,0,1.09,0
Classic MCTS,pos_13,opening,16,168781,5009.14,33695,1031.15,f3g1,2,1.04,0
Pure Alpha-Beta,pos_14,opening,7,18980985,5000.85,3796197,0.01,b1c3,25,11.66,0
Full Alpha-Beta,pos_14,opening,17,12333475,5000.98,2466695,0.02,d2d4,41,3.39,1
MTD(f),pos_14,opening,8,11943974,5000.81,2388794,0.16,b1c3,50,12.46,0
NegaScout,pos_14,opening,7,19689571,5000.92,3937914,0.01,b1c3,25,9.63,0
MCTS,pos_14,opening,20,6934808,6129.94,1131474,1002.14,e1g1,40,1.09,0
Classic MCTS,pos_14,opening,16,167491,5008.60,33444,1002.00,e2d3,4,1.06,2
Pure Alpha-Beta,pos_15,opening,7,19386466,5000.64,3877293,0.01,b1c3,5,10.82,0
Full Alpha-Beta,pos_15,opening,18,13144208,5001.29,2628315,0.02,b1c3,23,2.56,0
MTD(f),pos_15,opening,8,12365897,5001.50,2472684,0.05,b1c3,29,18.52,0
NegaScout,pos_15,opening,7,20893792,5000.64,4178758,0.02,b1c3,5,9.32,0
MCTS,pos_15,opening,20,6638050,6004.74,1105604,1002.43,e1g1,19,1.12,0
Classic MCTS,pos_15,opening,16,168714,5118.25,32964,1017.78,a2a4,4,1.07,1
Pure Alpha-Beta,pos_16,opening,7,19550365,5000.19,3910073,0.02,b1c3,-17,8.28,0
Full Alpha-Beta,pos_16,opening,16,10006722,5002.07,2000544,0.02,b1c3,-7,2.40,0
MTD(f),pos_16,opening,8,10870914,5000.91,2174182,0.02,b1c3,-10,21.54,0
NegaScout,pos_16,opening,8,23973982,5000.70,4794796,0.03,b1c3,-10,7.22,0
MCTS,pos_16,opening,20,6509414,5848.50,1113100,1002.36,f1d3,-22,1.08,1
Classic MCTS,pos_16,opening,16,170671,5114.48,33373,1051.56,g2g4,7,1.05,2
Pure Alpha-Beta,pos_17,opening,8,22806701,5000.01,4561340,0.01,e4f5,10,7.40,0
Full Alpha-Beta,pos_17,opening,15,11927793,5000.17,2385558,0.01,d2d4,-25,2.69,2
MTD(f),pos_17,opening,8,14364761,5001.73,2872377,0.15,e4f5,10,9.32,0
NegaScout,pos_17,opening,9,22466722,5000.19,4493344,0.01,e4f5,-20,6.48,0
MCTS,pos_17,opening,20,6870358,5791.09,1186385,1004.42,e4f5,19,1.05,0
Classic MCTS,pos_17,opening,16,163945,5076.48,32298,1039.93,a1a3,4,1.04,2
Pure Alpha-Beta,pos_18,opening,7,19116134,5000.97,3823226,0.02,f3e5,-10,11.09,1
Full Alpha-Beta,pos_18,opening,17,12157151,5001.80,2430944,0.03,f1c4,-4,2.61,1
MTD(f),pos_18,opening,9,15867950,5000.34,3173590,0.06,f3e5,-1,8.30,3
NegaScout,pos_18,opening,7,18604090,5001.15,3720073,0.03,f3e5,-10,8.94,1
MCTS,pos_18,opening,20,7334497,5675.93,1292422,1001.43,f1b5,-4,1.12,0
Classic MCTS,pos_18,opening,16,165856,5081.10,32642,1038.44,f3g5,6,1.04,3
Pure Alpha-Beta,pos_19,opening,7,19497070,5000.58,3899414,0.02,b1c3,5,9.96,0
Full Alpha-Beta,pos_19,opening,16,12189983,5001.07,2437509,0.02,f1c4,11,3.30,2
MTD(f),pos_19,opening,8,12300387,5000.44,2460077,0.10,b1c3,16,14.07,0
NegaScout,pos_19,opening,7,20058195,5000.30,4011639,0.02,b1c3,5,9.41,0
MCTS,pos_19,opening,20,7307597,5694.50,1283385,1005.73,f1d3,16,1.20,1
Classic MCTS,pos_19,opening,16,166034,5065.88,32780,1048.40,f3e5,9,1.04,1
Pure Alpha-Beta,pos_20,opening,7,19095648,5000.02,3819129,0.01,b1c3,-2,11.18,2
Full Alpha-Beta,pos_20,opening,17,12427482,5000.63,2485496,0.01,b1c3,-1,2.65,0
MTD(f),pos_20,opening,8,11870282,5002.12,2373107,0.09,b1c3,25,13.95,2
NegaScout,pos_20,opening,7,20029499,5000.12,4005899,0.02,b1c3,-2,9.10,2
MCTS,pos_20,opening,20,7547638,5718.03,1319978,1005.92,f1b5,9,0.98,0
Classic MCTS,pos_20,opening,16,170153,5014.65,33935,1038.44,a1a3,5,1.05,3
Pure Alpha-Beta,pos_21,opening,8,20111450,5000.02,4022290,0.02,b1c3,0,8.34,0
Full Alpha-Beta,pos_21,opening,16,12357731,5000.48,2471546,0.02,b1c3,-8,2.71,0
MTD(f),pos_21,opening,8,12161111,5000.72,2432222,0.04,b1c3,0,7.94,0
NegaScout,pos_21,opening,8,24375419,5000.32,4875083,0.02,b1c3,0,7.55,0
MCTS,pos_21,opening,20,8775571,5503.75,1594688,1002.97,b1c3,-9,1.11,0
Classic MCTS,pos_21,opening,16,173053,5042.53,34322,1038.75,f3g5,6,1.05,0
Pure Alpha-Beta,pos_22,opening,7,19378292,5000.83,3875658,0.02,b1c3,0,11.56,4
Full Alpha-Beta,pos_22,opening,17,11919516,5001.55,2383426,0.02,b1c3,5,2.91,0
MTD(f),pos_22,opening,8,11878480,5001.72,2375220,0.12,c2c3,10,8.77,5
NegaScout,pos_22,opening,7,19546168,5000.81,3909233,0.02,b1c3,0,9.22,4
MCTS,pos_22,opening,20,8350733,5605.54,1489872,1004.20,b2b4,37,1.17,0
Classic MCTS,pos_22,opening,16,168933,5023.98,33631,1043.99,b1c3,3,1.05,4
Pure Alpha-Beta,pos_23,opening,7,20070520,5000.54,4014104,0.01,b1c3,15,11.91,0
Full Alpha-Beta,pos_23,opening,16,12243146,5000.31,2448629,0.02,d2d4,25,2.57,1
MTD(f),pos_23,opening,8,11583558,5000.53,2316711,0.15,b1c3,30,8.80,0
NegaScout,pos_23,opening,7,20496465,5000.79,4099293,0.02,b1c3,15,9.28,0
MCTS,pos_23,opening,20,8227164,5537.11,1485852,1002.52,f1b5,23,1.14,0
Classic MCTS,pos_23,opening,16,171180,5008.89,34181,1033.97,f3e5,4,1.06,2
Pure Alpha-Beta,pos_24,opening,7,20787270,5000.16,4157454,0.01,b1c3,-5,10.71,0
Full Alpha-Beta,pos_24,opening,17,12185745,5000.30,2437149,0.02,d2d4,-6,2.77,1
MTD(f),pos_24,opening,8,11612207,5001.84,2321977,0.10,b1c3,20,10.28,0
NegaScout,pos_24,opening,8,22327394,5000.01,4465478,0.01,b1c3,20,8.28,0
MCTS,pos_24,opening,20,8212200,5603.43,1465679,1001.61,f1b5,7,1.11,0
Classic MCTS,pos_24,opening,16,169638,5058.43,33538,1020.23,h2h4,4,1.06,2
Pure Alpha-Beta,pos_25,opening,7,19222695,5000.76,3844539,0.02,b1d2,-26,12.47,3
Full Alpha-Beta,pos_25,opening,16,12718267,5000.02,2543653,0.02,c2c4,-1,2.81,1
MTD(f),pos_25,opening,8,12382293,5000.25,2476458,0.08,b1c3,5,18.85,2
NegaScout,pos_25,opening,7,19656777,5000.04,3931355,0.02,b1d2,-26,9.95,3
MCTS,pos_25,opening,20,7763400,5536.17,1402348,1001.47,b1d2,4,1.17,0
Classic MCTS,pos_25,opening,16,161981,5102.71,31748,1038.51,c1e3,6,1.05,1
Pure Alpha-Beta,pos_26,opening,7,20254797,5000.89,4050959,0.01,b1c3,25,12.00,0
Full Alpha-Beta,pos_26,opening,16,12828851,5000.23,2565770,0.05,f1e2,31,2.82,1
MTD(f),pos_26,opening,8,11952203,5001.68,2389962,0.15,b1c3,50,12.01,0
NegaScout,pos_26,opening,7,20574302,5005.04,4110749,0.01,b1c3,25,10.30,0
MCTS,pos_26,opening,20,8599646,5628.32,1528011,1003.73,b1c3,50,1.24,0
Classic MCTS,pos_26,opening,16,159716,5039.57,31695,1040.82,f3e5,5,1.02,3
Pure Alpha-Beta,pos_27,opening,8,22597773,5000.36,4519554,0.02,e4d5,45,7.91,2
Full Alpha-Beta,pos_27,opening,17,12177575,5000.02,2435515,0.04,e4d5,12,2.97,2
MTD(f),pos_27,opening,8,15159373,5001.29,3031268,0.22,e4d5,45,9.10,2
NegaScout,pos_27,opening,8,25747580,5000.26,5149516,0.03,e4d5,45,7.34,2
MCTS,pos_27,opening,20,7875465,5568.66,1414415,1005.43,e4d5,14,1.15,0
Classic MCTS,pos_27,opening,16,148881,5027.45,29616,1012.47,f3e5,6,1.02,3
Pure Alpha-Beta,pos_28,opening,7,15470704,5001.94,3093522,0.01,b1c3,17,11.30,0
Full Alpha-Beta,pos_28,opening,17,12894414,5000.70,2578882,0.02,f1e2,33,3.64,1
MTD(f),pos_28,opening,8,11698225,5000.91,2339645,0.14,b1c3,45,15.08,0
NegaScout,pos_28,opening,7,20217948,5000.68,4043589,0.01,b1c3,17,9.92,0
MCTS,pos_28,opening,20,6715024,5770.96,1163782,1002.25,f1e2,37,1.18,1
Classic MCTS,pos_28,opening,16,160086,5012.34,31940,1007.05,h2h4,8,1.05,3
Pure Alpha-Beta,pos_29,opening,7,20078688,5001.16,4014934,0.01,b1c3,6,10.67,0
Full Alpha-Beta,pos_29,opening,17,12960093,5000.37,2592018,0.02,b1c3,15,2.90,0
MTD(f),pos_29,opening,8,11624510,5000.68,2324902,0.11,b1c3,20,13.52,0
NegaScout,pos_29,opening,7,20795475,5000.10,4159095,0.01,b1c3,6,9.40,0
MCTS,pos_29,opening,20,7840476,5589.72,1402840,1000.88,b1c3,31,1.23,0
Classic MCTS,pos_29,opening,16,163962,5011.64,32720,1004.60,c1d2,6,1.06,2
Pure Alpha-Beta,pos_30,opening,8,20713620,5000.68,4142724,0.01,e4f5,41,7.39,0
Full Alpha-Beta,pos_30,opening,16,12263644,5001.53,2452238,0.02,e4f5,55,2.92,0
MTD(f),pos_30,opening,8,15077481,5000.83,3015496,0.19,e4f5,41,10.33,0
NegaScout,pos_30,opening,8,21913726,5000.69,4382745,0.01,e4f5,41,7.15,0
MCTS,pos_30,opening,20,7305720,5658.08,1291219,1004.66,e4f5,68,1.36,0
Classic MCTS,pos_30,opening,16,157815,5012.58,31487,1015.53,g2g3,3,1.05,2
Pure Alpha-Beta,pos_31,opening,7,21319762,5000.57,4263952,0.01,b1c3,0,10.67,0
Full Alpha-Beta,pos_31,opening,16,12321034,5001.50,2463714,0.02,f1e2,6,3.72,1
MTD(f),pos_31,opening,8,11538473,5000.66,2307694,0.10,f1e2,25,15.40,1
NegaScout,pos_31,opening,7,20123707,5000.10,4024741,0.01,b1c3,0,9.03,0
MCTS,pos_31,opening,20,7294409,5602.22,1302107,1001.80,b1c3,0,1.28,0
Classic MCTS,pos_31,opening,16,158415,5012.44,31607,1006.04,h2h3,6,1.06,2
Pure Alpha-Beta,pos_32,opening,7,20357246,5000.30,4071449,0.01,b1c3,17,10.38,0
Full Alpha-Beta,pos_32,opening,17,12623997,5000.08,2524799,0.02,f1e2,27,3.18,3
MTD(f),pos_32,opening,8,11956258,5001.59,2390773,0.13,b1c3,45,13.26,0
NegaScout,pos_32,opening,7,19931219,5000.83,3986243,0.01,b1c3,17,9.61,0
MCTS,pos_32,opening,20,6805032,5612.27,1212585,1002.31,b1c3,50,1.17,0
Classic MCTS,pos_32,opening,16,159913,5008.42,31931,1013.90,f3e5,6,1.06,4
Pure Alpha-Beta,pos_33,opening,7,20291669,5000.77,4058333,0.01,b1c3,11,10.70,0
Full Alpha-Beta,pos_33,opening,16,12685469,5000.22,2537093,0.02,f1e2,21,3.16,1
MTD(f),pos_33,opening,8,11669586,5000.57,2333917,0.13,b1c3,40,13.44,0
NegaScout,pos_33,opening,7,20119663,5000.40,4023932,0.01,b1c3,11,9.64,0
MCTS,pos_33,opening,20,7318966,5633.41,1299301,1002.71,b1c3,33,1.35,0
Classic MCTS,pos_33,opening,16,161406,5011.08,32210,1003.65,c2c3,3,1.07,2
Pure Alpha-Beta,pos_34,opening,7,18088033,5000.05,3617606,0.02,b1c3,-25,10.41,0
Full Alpha-Beta,pos_34,opening,18,12148996,5001.26,2429313,0.02,b1c3,-8,2.46,0
MTD(f),pos_34,opening,8,11616371,5001.16,2322809,0.07,b1c3,0,18.16,0
NegaScout,pos_34,opening,7,18616398,5000.47,3723279,0.02,b1c3,-25,9.18,0
MCTS,pos_34,opening,20,6968000,5556.74,1254139,1003.50,e1g1,0,1.25,0
Classic MCTS,pos_34,opening,16,169392,5008.95,33824,1047.46,g2g3,4,1.06,3
Pure Alpha-Beta,pos_35,opening,7,20885664,5000.15,4177132,0.02,b1c3,-25,12.06,0
Full Alpha-Beta,pos_35,opening,18,12304621,5001.26,2460432,0.03,b1c3,-8,3.36,0
MTD(f),pos_35,opening,8,11743381,5000.70,2348676,0.19,b1c3,0,8.90,0
NegaScout,pos_35,opening,7,19767379,5000.47,3953475,0.03,b1c3,-25,10.23,0
MCTS,pos_35,opening,20,6695109,5581.26,1199625,1005.12,e1g1,0,1.34,0
Classic MCTS,pos_35,opening,16,164382,5008.80,32823,1014.40,b1c3,6,1.06,4
Pure Alpha-Beta,pos_36,opening,8,21590124,5000.47,4318024,0.01,h2h3,35,7.54,1
Full Alpha-Beta,pos_36,opening,17,12058787,5001.24,2411275,0.02,h2h3,15,2.75,2
MTD(f),pos_36,opening,8,12230702,5001.65,2445651,0.21,h2h3,35,5.84,1
NegaScout,pos_36,opening,8,23863427,5000.45,4772685,0.02,h2h3,35,7.64,1
MCTS,pos_36,opening,20,6320926,5744.10,1100439,1000.73,h2h3,36,1.45,1
Classic MCTS,pos_36,opening,16,168587,5009.58,33656,1053.81,f3g5,5,1.02,1
Pure Alpha-Beta,pos_37,opening,7,19222616,5000.62,3844523,0.01,b1c3,18,11.87,0
Full Alpha-Beta,pos_37,opening,16,12107962,5000.47,2421592,0.02,b1c3,20,4.15,0
MTD(f),pos_37,opening,8,11759694,5001.01,2351468,0.18,b1c3,40,13.31,0
NegaScout,pos_37,opening,7,19820640,5000.37,3964128,0.02,b1c3,18,10.12,0
MCTS,pos_37,opening,20,7674197,5567.27,1378515,1003.79,e1g1,49,1.41,0
Classic MCTS,pos_37,opening,16,168553,5008.81,33656,1047.45,d3e2,3,1.04,3
Pure Alpha-Beta,pos_38,opening,7,19447904,5000.79,3889580,0.02,b1c3,14,10.33,0
Full Alpha-Beta,pos_38,opening,16,12497016,5000.73,2499403,0.02,b1c3,12,4.04,0
MTD(f),pos_38,opening,8,11567169,5000.94,2313433,0.11,b1c3,35,12.58,0
NegaScout,pos_38,opening,7,19980386,5000.71,3996077,0.21,b1c3,14,9.43,0
MCTS,pos_38,opening,20,7779166,5523.75,1408503,1001.41,e1g1,33,1.31,0
Classic MCTS,pos_38,opening,16,167955,5009.92,33530,1009.88,h1f1,8,1.07,2
Pure Alpha-Beta,pos_39,opening,7,18645073,5000.46,3729014,0.01,b1c3,9,11.13,0
Full Alpha-Beta,pos_39,opening,18,12730446,5000.28,2546089,0.02,b1c3,5,2.60,0
MTD(f),pos_39,opening,8,11698222,5000.16,2339644,0.13,b1c3,25,11.99,0
NegaScout,pos_39,opening,7,19726438,5000.53,3945287,0.02,b1c3,9,9.57,0
MCTS,pos_39,opening,20,7300302,5580.99,1308297,1000.71,d3b5,17,1.39,1
Classic MCTS,pos_39,opening,16,173578,5011.84,34639,1045.64,a2a4,6,1.04,2
Pure Alpha-Beta,pos_40,opening,7,18559068,5000.70,3711813,0.01,b1c3,12,9.84,0
Full Alpha-Beta,pos_40,opening,18,13148212,5001.38,2629116,0.02,b1c3,4,2.26,0
MTD(f),pos_40,opening,8,13717572,5000.84,2743514,0.09,b1c3,27,14.72,0
NegaScout,pos_40,opening,7,18661457,5000.57,3732291,0.01,b1c3,12,8.88,0
MCTS,pos_40,opening,20,7191417,5473.78,1313980,1000.42,e1g1,24,1.36,0
Classic MCTS,pos_40,opening,16,166692,5010.07,33271,1046.34,d3e2,5,1.04,3
Pure Alpha-Beta,pos_41,opening,8,22380674,5000.09,4476134,0.01,b1c3,30,8.28,0
Full Alpha-Beta,pos_41,opening,16,11817104,5000.23,2363420,0.02,e1g1,11,2.61,1
MTD(f),pos_41,opening,8,12681299,5000.98,2536259,0.06,b1c3,30,19.53,0
NegaScout,pos_41,opening,8,23552131,5000.69,4710426,0.01,b1c3,30,7.54,0
MCTS,pos_41,opening,20,7353875,5519.06,1332465,1002.38,b1c3,39,1.43,1
Classic MCTS,pos_41,opening,16,176862,5010.22,35301,1041.37,d3c4,3,1.04,3
Pure Alpha-Beta,pos_42,opening,7,19304516,5001.04,3860131,0.01,b1c3,14,11.38,0
Full Alpha-Beta,pos_42,opening,16,12058789,5001.47,2411275,0.02,b1c3,26,4.01,2
MTD(f),pos_42,opening,8,11456564,5002.20,2290396,0.17,b1c3,35,13.61,0
NegaScout,pos_42,opening,7,19742816,5000.32,3948563,0.02,b1c3,14,9.82,0
MCTS,pos_42,opening,20,7692165,5479.54,1403935,1004.51,e1g1,41,1.29,0
Classic MCTS,pos_42,opening,16,170003,5015.34,33898,1027.88,f3e5,5,1.04,2
Pure Alpha-Beta,pos_43,opening,8,20295803,5000.79,4059160,0.01,e4f5,60,7.51,0
Full Alpha-Beta,pos_43,opening,16,11636954,5001.16,2326925,0.02,e4f5,36,2.66,0
MTD(f),pos_43,opening,8,15159342,5001.04,3031262,0.19,e4f5,60,6.65,0
NegaScout,pos_43,opening,8,22061127,5000.97,4412225,0.01,e4f5,60,7.13,0
MCTS,pos_43,opening,20,8301881,5533.72,1500430,1000.26,e4f5,80,1.26,0
Classic MCTS,pos_43,opening,16,166263,5018.02,33133,1043.91,f3e5,7,1.05,0
Pure Alpha-Beta,pos_44,opening,7,18886721,5000.07,3777344,0.01,b1c3,5,12.00,0
Full Alpha-Beta,pos_44,opening,17,11870438,5000.45,2374087,0.01,b1c3,7,3.83,0
MTD(f),pos_44,opening,8,11284543,5001.19,2256457,0.16,b1c3,30,13.23,0
NegaScout,pos_44,opening,7,19238981,5000.74,3847796,0.01,b1c3,5,10.26,0
MCTS,pos_44,opening,20,6821121,5574.84,1223738,1003.96,e1g1,30,1.38,0
Classic MCTS,pos_44,opening,16,167427,5008.47,33431,1046.38,b1a3,5,1.03,4
Pure Alpha-Beta,pos_45,opening,8,19198084,5000.82,3839616,0.02,b1c3,-15,8.02,0
Full Alpha-Beta,pos_45,opening,16,12062860,5001.56,2412089,0.02,b1c3,-18,2.46,0
MTD(f),pos_45,opening,8,11989085,5000.49,2397817,0.05,b1c3,-15,6.90,0
NegaScout,pos_45,opening,8,21848202,5000.84,4369640,0.02,b1c3,-15,7.37,0
MCTS,pos_45,opening,20,6669081,5640.39,1182461,1000.60,f1d3,-36,1.24,1
Classic MCTS,pos_45,opening,16,169841,5014.20,33873,1046.52,f3e5,5,1.03,0
Pure Alpha-Beta,pos_46,opening,8,22048913,5000.39,4409782,0.02,e4d5,20,8.48,1
Full Alpha-Beta,pos_46,opening,18,11538690,5000.38,2307738,0.03,e4d5,0,2.79,1
MTD(f),pos_46,opening,8,12247074,5000.72,2449414,0.05,e4d5,20,24.61,1
NegaScout,pos_46,opening,9,23105656,5000.70,4621131,0.02,e4d5,-20,6.48,1
MCTS,pos_46,opening,20,8604842,5445.84,1580319,1000.02,e4d5,-1,1.10,0
Classic MCTS,pos_46,opening,16,157664,5011.25,31463,1048.94,f1c4,4,1.04,3
Pure Alpha-Beta,pos_47,opening,7,18309175,5001.19,3661102,0.01,b1c3,0,11.84,0
Full Alpha-Beta,pos_47,opening,16,12099693,5001.56,2419454,0.02,b1c3,10,4.21,0
MTD(f),pos_47,opening,8,11796548,5001.49,2358837,0.10,b1c3,18,14.15,0
NegaScout,pos_47,opening,7,19206255,5000.62,3841251,0.01,b1c3,0,9.96,0
MCTS,pos_47,opening,20,7556701,5577.77,1354975,1001.87,f1b5,22,1.26,0
Classic MCTS,pos_47,opening,16,166628,5013.64,33239,1003.96,f3e5,6,1.06,1
Pure Alpha-Beta,pos_48,opening,7,19124299,5000.91,3824859,0.02,b1c3,-18,11.62,0
Full Alpha-Beta,pos_48,opening,16,11903177,5000.39,2380635,0.02,f1c4,-22,2.98,1
MTD(f),pos_48,opening,8,11747481,5001.82,2349026,0.06,b1c3,-12,11.76,0
NegaScout,pos_48,opening,7,18755664,5000.03,3751132,0.02,b1c3,-18,9.83,0
MCTS,pos_48,opening,20,8187273,5599.94,1462274,1003.38,f1b5,-15,1.17,0
Classic MCTS,pos_48,opening,16,164775,5009.68,32895,1037.47,f3e5,7,1.04,2
