algorithm,position_id,phase,depth,nodes,time_ms,nps,ttfm_ms,best_move,score,branching_factor,stability
Full Alpha-Beta,pos_17,endgame,19,18751529,5000.25,3750305,0.08,f7f6,196,2.25,0
MTD(f),pos_17,endgame,13,27566126,5000.61,5513225,0.12,f7f6,158,14.85,0
NegaScout,pos_17,endgame,8,35475542,5000.02,7095108,0.01,f7f6,133,9.53,0
MCTS,pos_17,endgame,20,9879306,5791.68,1705975,1000.99,f7f6,177,0.81,0
Classic MCTS,pos_17,endgame,17,435129,5016.74,86748,1027.57,f7f6,5,1.00,0
Pure Alpha-Beta,pos_18,endgame,8,32039013,5000.23,6407802,0.01,e3e5,-176,8.48,0
Full Alpha-Beta,pos_18,endgame,19,17035398,5001.04,3406398,0.02,e3e5,-173,2.29,2
MTD(f),pos_18,endgame,9,25337955,5000.48,5067591,0.23,e3e5,-141,9.15,0
NegaScout,pos_18,endgame,9,33964128,5000.18,6792825,0.01,e3e5,-141,6.76,0
MCTS,pos_18,endgame,20,7772317,5823.96,1334761,1001.09,e3e5,-71,0.81,0
Classic MCTS,pos_18,endgame,17,316365,5013.51,63108,1021.05,e3e5,0,1.02,2
Pure Alpha-Beta,pos_19,endgame,8,29634649,5000.15,5926929,0.02,g2f3,-54,7.79,4
Full Alpha-Beta,pos_19,endgame,17,14749794,5000.26,2949958,0.05,g2f3,-49,2.41,2
MTD(f),pos_19,endgame,8,21106742,5000.55,4221348,1.62,g2f3,-54,3.90,4
NegaScout,pos_19,endgame,8,28299358,5000.37,5659871,0.03,g2f3,-54,6.98,4
MCTS,pos_19,endgame,20,7401755,5822.77,1271342,1000.93,d1e1,-111,1.07,0
Classic MCTS,pos_19,endgame,17,240138,5012.39,47912,1017.48,d1a1,-5,1.05,2
Pure Alpha-Beta,pos_20,endgame,9,29823131,5000.06,5964626,0.01,b1b3,-30,6.29,2
Full Alpha-Beta,pos_20,endgame,16,15040778,5000.23,3008155,0.03,c3b3,-1,2.83,2
MTD(f),pos_20,endgame,10,20803681,5000.64,4160736,0.03,b1b3,-13,17.20,2
NegaScout,pos_20,endgame,9,28250221,5000.65,5650044,0.01,b1b3,-30,5.70,2
MCTS,pos_20,endgame,20,9106137,5971.23,1525060,1002.90,b1b3,-5,1.19,0
Classic MCTS,pos_20,endgame,17,277651,5014.00,55386,1015.54,g2g4,8,1.07,1
Pure Alpha-Beta,pos_21,middlegame,7,27398266,5000.01,5479653,0.05,e2f3,-34,10.48,0
Full Alpha-Beta,pos_21,middlegame,15,14934201,5000.34,2986840,0.11,e2f3,-26,2.51,0
MTD(f),pos_21,middlegame,11,21545097,5000.37,4309019,0.21,e2f3,-32,3.82,0
NegaScout,pos_21,middlegame,7,28459153,5000.75,5691830,0.04,e2f3,-34,8.77,0
MCTS,pos_21,middlegame,20,10843403,5831.88,1859612,1001.66,e2f3,44,1.17,0
Classic MCTS,pos_21,middlegame,17,417756,5018.06,83251,1006.89,e2f3,6,1.05,0
Pure Alpha-Beta,pos_22,endgame,9,30937172,5000.31,6187434,0.01,e5d4,212,6.23,0
Full Alpha-Beta,pos_22,endgame,18,15851596,5000.25,3170319,0.02,e5d4,208,2.32,0
MTD(f),pos_22,endgame,10,20705340,5000.02,4141068,0.33,e5d4,188,4.36,0
NegaScout,pos_22,endgame,9,30355547,5000.67,6071109,0.01,e5d4,212,6.05,0
MCTS,pos_22,endgame,20,10105405,6146.79,1644224,1001.88,e5d4,154,1.25,0
Classic MCTS,pos_22,endgame,17,258373,5012.40,51550,1018.52,e5d4,9,1.07,3
Pure Alpha-Beta,pos_23,endgame,8,34426996,5000.37,6885399,0.01,d1d5,-10,7.84,1
Full Alpha-Beta,pos_23,endgame,19,16167055,5001.15,3232764,0.03,d1d5,6,3.47,1
MTD(f),pos_23,endgame,10,20762667,5000.52,4152533,0.26,d1d5,16,6.59,1
NegaScout,pos_23,endgame,9,34525322,5000.60,6905064,0.02,d1d5,22,7.08,1
MCTS,pos_23,endgame,20,9138237,6172.38,1480595,1000.17,d1d5,-32,0.99,0
Classic MCTS,pos_23,endgame,17,259637,5155.44,50366,1030.15,d1d5,0,1.07,2
Pure Alpha-Beta,pos_24,endgame,8,32030849,5000.20,6406169,0.05,c8c7,-20,5.95,1
Full Alpha-Beta,pos_24,endgame,19,16388203,5000.70,3277640,0.14,c8f8,-53,2.30,2
MTD(f),pos_24,endgame,10,24137808,5000.29,4827561,0.33,c8c7,-28,3.94,1
NegaScout,pos_24,endgame,9,33558638,5000.46,6711727,0.07,c8c7,-28,5.19,1
MCTS,pos_24,endgame,20,8885495,5774.93,1538880,1002.97,c8c7,-58,1.27,0
Classic MCTS,pos_24,endgame,17,270265,5167.29,52305,1008.02,a5a4,3,1.09,3
Pure Alpha-Beta,pos_25,middlegame,11,34254960,5000.01,6850992,0.01,b8b2,-21,4.40,0
Full Alpha-Beta,pos_25,middlegame,19,16834708,5001.31,3366268,0.02,b8b2,9,2.57,0
MTD(f),pos_25,middlegame,11,23384083,5000.96,4676816,0.19,b8b2,-21,3.53,0
NegaScout,pos_25,middlegame,11,35426383,5000.43,7085276,0.01,b8b2,-21,4.26,0
MCTS,pos_25,middlegame,20,9103993,5789.80,1572636,1000.31,b8b2,-13,1.38,0
Classic MCTS,pos_25,middlegame,17,344524,5112.55,67395,1025.10,h7h6,-27,1.07,0
Pure Alpha-Beta,pos_26,endgame,10,39956554,5000.22,7991310,0.01,d5e4,32,5.97,0
Full Alpha-Beta,pos_26,endgame,19,17137770,5000.73,3427554,0.01,d5e4,38,3.15,0
MTD(f),pos_26,endgame,12,20385873,5000.20,4077174,0.05,d5e4,46,3.89,0
NegaScout,pos_26,endgame,10,40976448,5000.23,8195289,0.01,d5e4,32,5.99,0
MCTS,pos_26,endgame,20,9105163,5672.77,1605282,1001.79,d5e4,26,1.30,0
Classic MCTS,pos_26,endgame,17,343802,5127.57,67057,1015.01,d5e4,1,1.05,0
Pure Alpha-Beta,pos_27,endgame,7,35266624,5000.79,7053324,0.01,h7g7,-77,12.18,0
Full Alpha-Beta,pos_27,endgame,18,16314458,5000.52,3262891,0.01,h7g7,-16,2.66,0
MTD(f),pos_27,endgame,11,25378882,5000.08,5075776,0.01,h7g7,14,5.86,0
NegaScout,pos_27,endgame,7,36024401,5000.04,7204880,0.01,h7g7,-77,11.26,0
MCTS,pos_27,endgame,20,7988405,5673.70,1408144,1002.62,h7g7,-40,1.13,0
Classic MCTS,pos_27,endgame,17,295549,5195.21,56891,1009.81,c4c3,0,1.04,2
Pure Alpha-Beta,pos_28,endgame,10,38547582,5000.44,7709516,0.01,c2c3,-160,5.03,0
Full Alpha-Beta,pos_28,endgame,19,18210988,5000.24,3642197,0.01,c2c3,-206,2.49,0
MTD(f),pos_28,endgame,11,22880348,5000.86,4576069,0.27,c2c3,-191,6.91,0
NegaScout,pos_28,endgame,11,39977093,5000.25,7995418,0.01,c2c3,-191,4.59,0
MCTS,pos_28,endgame,20,8009273,5673.72,1411823,1000.04,c2c3,-121,1.05,0
Classic MCTS,pos_28,endgame,17,320248,5109.33,62683,1004.85,c2c3,0,1.04,0
Pure Alpha-Beta,pos_29,endgame,9,27844683,5000.79,5568936,0.02,c2c3,66,5.72,0
Full Alpha-Beta,pos_29,endgame,20,16420974,5000.93,3284194,0.02,c2c3,35,2.53,0
MTD(f),pos_29,endgame,10,20787247,5000.73,4157449,0.08,c2c3,77,4.67,0
NegaScout,pos_29,endgame,9,29335604,5000.40,5867120,0.02,c2c3,66,5.21,0
MCTS,pos_29,endgame,20,9512295,5554.67,1712692,1000.12,c2c3,35,1.03,0
Classic MCTS,pos_29,endgame,17,276915,5156.23,53707,1030.44,c2c3,0,1.04,1
Pure Alpha-Beta,pos_30,endgame,10,36147309,5000.16,7229461,0.01,h3g3,233,6.88,0
Full Alpha-Beta,pos_30,endgame,20,18038815,5000.78,3607763,0.02,h3g3,224,2.55,0
MTD(f),pos_30,endgame,13,24076337,5000.66,4815267,0.27,h3g3,240,4.55,0
NegaScout,pos_30,endgame,10,37675045,5000.35,7535009,0.01,h3g3,233,6.45,0
MCTS,pos_30,endgame,20,8891157,5677.31,1566171,1000.88,h3g3,193,1.33,0
Classic MCTS,pos_30,endgame,17,413412,5131.16,80571,1029.24,h3g3,4,1.03,0
Pure Alpha-Beta,pos_31,endgame,9,27615359,5000.69,5523071,0.01,h4g3,-123,5.45,1
Full Alpha-Beta,pos_31,endgame,17,15732863,5000.89,3146572,0.02,h4g3,-207,2.85,1
MTD(f),pos_31,endgame,9,21901425,5000.58,4380285,0.01,h4g3,-123,35.68,1
NegaScout,pos_31,endgame,10,28991625,5000.12,5798325,0.01,h4g3,-147,5.11,1
MCTS,pos_31,endgame,20,9403037,5635.19,1668684,1000.07,h4g3,-103,1.13,0
Classic MCTS,pos_31,endgame,17,253458,5178.25,48949,1000.43,g7h6,0,1.09,4
Pure Alpha-Beta,pos_32,endgame,8,33128561,5000.05,6625712,0.02,f4d6,-125,8.29,5
Full Alpha-Beta,pos_32,endgame,16,16506998,5000.45,3301399,0.04,h8a8,-127,2.65,4
MTD(f),pos_32,endgame,10,22425708,5000.15,4485141,0.39,g7g5,-128,3.40,7
NegaScout,pos_32,endgame,8,32784461,5000.27,6556892,0.02,f4d6,-125,6.61,5
MCTS,pos_32,endgame,20,6826568,5679.13,1202072,1001.24,f4c1,-100,1.32,0
Classic MCTS,pos_32,endgame,17,273145,5129.21,53255,1028.91,b5b4,4,1.04,1
Pure Alpha-Beta,pos_33,endgame,8,28823669,5000.29,5764733,0.13,a6b5,-143,4.91,2
Full Alpha-Beta,pos_33,endgame,15,15851612,5000.46,3170322,0.14,a6b5,-147,2.88,2
MTD(f),pos_33,endgame,8,21663807,5000.35,4332761,5.54,a6b5,-143,6.18,2
NegaScout,pos_33,endgame,9,29257839,5000.41,5851567,0.10,a6b5,-171,5.04,2
MCTS,pos_33,endgame,20,7728090,5611.31,1377310,1000.99,c6b5,-178,1.33,0
Classic MCTS,pos_33,endgame,17,273600,5125.04,53385,1034.67,e2f2,-3,1.05,3
Pure Alpha-Beta,pos_34,endgame,9,30400590,5000.23,6080118,0.01,c4d2,-83,6.38,5
Full Alpha-Beta,pos_34,endgame,16,17203355,5000.38,3440671,0.02,c4d2,-100,3.13,3
MTD(f),pos_34,endgame,10,23433324,5000.15,4686664,0.24,c4d2,-85,12.75,3
NegaScout,pos_34,endgame,9,35135603,5000.26,7027120,0.01,c4d2,-83,5.88,5
MCTS,pos_34,endgame,20,6042475,5728.26,1054901,1002.64,c5d7,-74,1.16,1
Classic MCTS,pos_34,endgame,17,272801,5121.32,53271,1020.81,g3h4,0,1.06,2
Pure Alpha-Beta,pos_35,endgame,8,25505887,5000.12,5101177,0.03,f3f2,-20,6.02,4
Full Alpha-Beta,pos_35,endgame,21,15753353,5001.35,3150040,0.05,f3f8,-49,2.20,1
MTD(f),pos_35,endgame,13,23277736,5000.93,4655547,0.04,f3f8,-15,4.58,2
NegaScout,pos_35,endgame,9,36573240,5000.69,7314648,0.02,f3f8,-8,7.00,5
MCTS,pos_35,endgame,20,8057078,5661.25,1423260,1000.62,f3f8,-7,1.42,1
Classic MCTS,pos_35,endgame,17,311951,5012.63,62240,1025.90,f3e3,2,1.02,1
Pure Alpha-Beta,pos_36,endgame,8,30412860,5000.06,6082572,0.02,c7c5,-106,6.80,2
Full Alpha-Beta,pos_36,endgame,18,16093272,5000.45,3218654,0.04,c7c5,-107,2.55,2
MTD(f),pos_36,endgame,10,18833513,5000.87,3766702,0.26,c7c5,-107,4.47,2
NegaScout,pos_36,endgame,9,30912593,5000.43,6182518,0.02,c7c5,-112,6.05,2
MCTS,pos_36,endgame,20,5735614,5707.26,1005013,1001.06,b8e8,-109,1.59,3
Classic MCTS,pos_36,endgame,17,263593,5012.07,52592,1001.35,b7b6,-1,1.08,3
Pure Alpha-Beta,pos_37,endgame,7,24920134,5000.72,4984026,0.04,g6f8,40,9.97,0
Full Alpha-Beta,pos_37,endgame,19,17387610,5000.65,3477522,0.10,g6f8,99,2.35,0
MTD(f),pos_37,endgame,11,20992106,5000.47,4198421,0.09,g6f8,63,4.38,0
NegaScout,pos_37,endgame,8,28401747,5000.38,5680349,0.05,g6f8,36,7.54,0
MCTS,pos_37,endgame,20,9010573,5619.20,1603590,1005.66,g6f8,28,1.43,0
Classic MCTS,pos_37,endgame,17,263418,5009.39,52588,1031.55,g6h4,-1,1.06,4
Pure Alpha-Beta,pos_38,middlegame,8,35835979,5000.13,7167195,0.01,c6c5,-67,7.49,0
Full Alpha-Beta,pos_38,middlegame,15,15143050,5000.94,3028610,0.02,c6c5,-89,3.05,0
MTD(f),pos_38,middlegame,10,21618815,5000.19,4323763,0.04,c6c5,-68,15.00,0
NegaScout,pos_38,middlegame,8,37871723,5000.29,7574344,0.01,c6c5,-67,7.30,0
MCTS,pos_38,middlegame,20,7692747,5705.51,1348421,1011.84,c6c5,-5,1.31,0
Classic MCTS,pos_38,middlegame,17,311430,5018.59,62062,1005.53,h4h3,8,1.08,0
Pure Alpha-Beta,pos_39,endgame,10,30175329,5000.68,6035065,0.01,e1c3,63,5.17,0
Full Alpha-Beta,pos_39,endgame,21,14409883,5000.88,2881976,0.01,e1c3,39,2.31,0
MTD(f),pos_39,endgame,10,19398682,5000.89,3879736,0.08,e1c3,63,18.21,0
NegaScout,pos_39,endgame,10,34967618,5000.80,6993523,0.02,e1c3,63,4.79,0
MCTS,pos_39,endgame,20,10045730,5701.51,1762099,1007.16,e1c3,51,1.34,0
Classic MCTS,pos_39,endgame,17,305584,5015.02,60933,1016.68,e1g3,4,1.02,0
Pure Alpha-Beta,pos_40,endgame,9,33165437,5000.33,6633087,0.02,b1b2,86,6.72,2
Full Alpha-Beta,pos_40,endgame,18,17530980,5000.21,3506196,0.03,b1b2,103,2.41,3
MTD(f),pos_40,endgame,11,20852858,5000.75,4170571,0.10,c2c4,92,3.37,4
NegaScout,pos_40,endgame,9,34234452,5000.51,6846890,0.03,b1b2,86,5.91,2
MCTS,pos_40,endgame,20,7883290,5682.19,1387414,1005.91,a4a5,82,1.22,0
Classic MCTS,pos_40,endgame,17,298379,5018.21,59461,1026.52,b3b4,5,1.03,3
Pure Alpha-Beta,pos_41,endgame,8,29958265,5000.29,5991653,0.02,d6b6,-72,8.59,2
Full Alpha-Beta,pos_41,endgame,19,16195662,5000.69,3239132,0.04,d6b6,-86,2.39,3
MTD(f),pos_41,endgame,9,21504113,5000.43,4300822,0.21,d6b6,-62,4.31,2
NegaScout,pos_41,endgame,8,30310482,5000.75,6062096,0.02,d6b6,-72,7.09,2
MCTS,pos_41,endgame,20,9354633,5597.66,1671365,1010.27,g6f5,-69,1.28,0
Classic MCTS,pos_41,endgame,17,283355,5011.20,56546,1019.72,g6h5,1,1.08,1
Pure Alpha-Beta,pos_42,endgame,10,36266104,5000.31,7253220,0.01,d5e4,35,5.31,0
Full Alpha-Beta,pos_42,endgame,20,17989743,5000.86,3597948,0.02,d5e4,-52,2.45,0
MTD(f),pos_42,endgame,11,20316247,5000.39,4063249,0.01,d5e4,24,19.65,0
NegaScout,pos_42,endgame,10,38740063,5000.26,7748012,0.01,d5e4,35,5.07,0
MCTS,pos_42,endgame,20,9527263,5824.63,1635862,1007.78,d5e4,58,1.69,0
Classic MCTS,pos_42,endgame,17,300738,5015.01,59967,1017.68,f6g4,-6,1.05,4
Pure Alpha-Beta,pos_43,endgame,9,35324001,5000.43,7064800,0.03,b1b5,-186,5.51,3
Full Alpha-Beta,pos_43,endgame,17,16531549,5000.34,3306309,0.06,e2b5,-191,2.33,3
MTD(f),pos_43,endgame,12,24412290,5000.12,4882458,0.34,b1c1,-180,3.51,2
NegaScout,pos_43,endgame,10,36626509,5000.21,7325301,0.03,b1c1,-185,4.77,4
MCTS,pos_43,endgame,20,7887057,5835.10,1351680,1000.34,b1b5,-151,1.53,2
Classic MCTS,pos_43,endgame,17,327704,5015.88,65344,1002.26,h4h5,25,1.06,0
Pure Alpha-Beta,pos_44,endgame,10,27824208,5000.35,5564841,0.01,f2f4,-7,5.56,0
Full Alpha-Beta,pos_44,endgame,20,15954073,5000.92,3190814,0.02,f2f4,-1,2.40,0
MTD(f),pos_44,endgame,11,22122659,5001.04,4423647,0.05,f2f4,-4,8.96,0
NegaScout,pos_44,endgame,10,31993980,5000.41,6398796,0.01,f2f4,-7,5.32,0
MCTS,pos_44,endgame,20,10987793,5692.48,1930392,1013.16,f2f4,4,1.34,0
Classic MCTS,pos_44,endgame,17,280891,5012.01,56043,1018.17,d3d4,2,1.05,2
Pure Alpha-Beta,pos_45,endgame,9,28577907,5000.22,5715581,0.01,b4c5,85,6.21,0
Full Alpha-Beta,pos_45,endgame,19,15708344,5000.50,3141668,0.01,b4c5,66,2.13,0
MTD(f),pos_45,endgame,10,25686135,5000.25,5137227,0.21,b4c5,75,4.34,0
NegaScout,pos_45,endgame,9,29700207,5000.60,5940041,0.01,b4c5,85,6.03,0
MCTS,pos_45,endgame,20,9776026,5796.64,1686684,1002.43,b4c5,81,1.32,0
Classic MCTS,pos_45,endgame,17,275601,5013.86,54977,1003.49,b4b5,1,1.07,3
Pure Alpha-Beta,pos_46,middlegame,10,39518287,5000.17,7903657,0.01,c2f2,-157,5.33,0
Full Alpha-Beta,pos_46,middlegame,19,18985071,5000.64,3797014,0.01,c2f2,-159,3.23,0
MTD(f),pos_46,middlegame,13,26157153,5000.48,5231430,0.01,c2f2,-144,5.16,0
NegaScout,pos_46,middlegame,10,31363134,5000.29,6272626,0.01,c2f2,-157,5.17,0
MCTS,pos_46,middlegame,21,10299517,5929.09,1737142,1000.95,c2f2,-125,1.52,0
Classic MCTS,pos_46,middlegame,17,381357,5016.31,76028,1012.53,c2f2,-2,1.06,0
Pure Alpha-Beta,pos_47,endgame,10,42532933,5000.16,8506586,0.01,c2e2,129,5.24,0
Full Alpha-Beta,pos_47,endgame,17,18333790,5000.51,3666758,0.01,c2e2,137,3.02,0
MTD(f),pos_47,endgame,11,25854043,5000.71,5170808,0.09,c2e2,109,4.68,0
NegaScout,pos_47,endgame,11,44642415,5000.13,8928483,0.01,c2e2,109,4.59,0
