algorithm,position_id,phase,depth,nodes,time_ms,nps,ttfm_ms,best_move,score,branching_factor,stability
Pure Alpha-Beta,pos_1,opening,7,2060359,500.49,4120718,0.09,c4d5,-40,8.40,1
Full Alpha-Beta,pos_1,opening,13,1163388,500.48,2326776,0.07,g1f3,-19,2.85,2
MTD(f),pos_1,opening,6,1060972,501.40,2117708,0.04,c4d5,-5,21.14,1
NegaScout,pos_1,opening,7,2211924,500.11,4423848,0.02,c4d5,-40,7.02,1
MCTS,pos_1,opening,17,644818,1033.20,624218,485.00,c4d5,1,0.00,0
Classic MCTS,pos_1,opening,12,8740,503.13,17375,500.01,c1a3,16,0.00,0
Pure Alpha-Beta,pos_2,opening,6,1859688,503.05,3697192,0.03,g1e2,75,9.27,1
Full Alpha-Beta,pos_2,opening,13,1265847,500.14,2531694,0.04,b1c3,25,4.73,0
MTD(f),pos_2,opening,6,1155125,501.66,2305638,0.18,b1c3,75,41.84,0
NegaScout,pos_2,opening,6,1929290,501.30,3850878,0.02,g1e2,75,8.95,1
MCTS,pos_2,opening,17,569658,523.08,1089212,485.00,b1c3,74,0.00,0
Classic MCTS,pos_2,opening,13,15655,528.56,29649,500.00,f1c4,20,0.00,0
Pure Alpha-Beta,pos_3,opening,7,2056287,500.96,4112574,0.01,d2d4,85,7.13,1
Full Alpha-Beta,pos_3,opening,12,1114190,501.59,2223932,0.02,d2d4,88,2.87,1
MTD(f),pos_3,opening,6,1253412,501.39,2501820,0.18,b1c3,115,10.50,0
NegaScout,pos_3,opening,7,1945686,500.37,3891372,0.01,d2d4,85,6.69,1
MCTS,pos_3,opening,17,658159,573.15,1148619,485.00,b1c3,79,0.00,0
Classic MCTS,pos_3,opening,13,13231,500.66,26462,500.01,g2g4,8,0.00,0
Pure Alpha-Beta,pos_4,opening,6,2134067,500.40,4268134,0.05,g4e2,50,7.10,1
Full Alpha-Beta,pos_4,opening,12,1126573,501.89,2248648,0.09,g4h4,20,3.24,2
MTD(f),pos_4,opening,6,1171515,501.20,2338353,0.18,g4e2,50,12.24,1
NegaScout,pos_4,opening,7,2093152,501.04,4177948,0.05,g4e2,10,6.33,1
MCTS,pos_4,opening,17,695463,543.99,1280779,485.00,g4f4,53,0.00,0
Classic MCTS,pos_4,opening,13,13417,501.52,26780,500.41,a2a3,22,0.00,0
Pure Alpha-Beta,pos_5,opening,6,2121766,500.17,4243532,0.01,g1f3,50,8.72,0
Full Alpha-Beta,pos_5,opening,14,1241260,501.30,2477564,0.01,g1f3,30,2.78,2
MTD(f),pos_5,opening,6,1089574,500.47,2179148,0.09,g1f3,50,17.29,0
NegaScout,pos_5,opening,7,2175114,500.34,4350228,0.01,g1f3,5,7.41,0
MCTS,pos_5,opening,17,587311,520.35,1129444,485.00,d2d4,23,0.00,0
Classic MCTS,pos_5,opening,13,13901,501.22,27746,500.01,f2f3,4,0.00,0
Pure Alpha-Beta,pos_6,opening,7,2584680,500.20,5169360,0.01,b1c3,-15,8.92,2
Full Alpha-Beta,pos_6,opening,13,1200228,502.13,2390892,0.01,e2e4,0,3.26,1
MTD(f),pos_6,opening,6,1065031,501.06,2125810,0.05,e2e4,30,9.96,1
NegaScout,pos_6,opening,7,2576467,500.32,5152934,0.01,b1c3,-15,7.88,2
MCTS,pos_6,opening,17,609785,519.57,1174922,485.00,b1c3,17,0.00,0
Classic MCTS,pos_6,opening,13,13669,502.09,27229,500.00,g2g4,14,0.00,0
Pure Alpha-Beta,pos_7,opening,6,2400320,501.58,4791057,0.01,b1c3,75,10.30,0
Full Alpha-Beta,pos_7,opening,14,1216751,500.33,2433502,0.01,d2d4,60,3.63,1
MTD(f),pos_7,opening,6,1081423,500.29,2162846,0.14,b1c3,75,16.00,0
NegaScout,pos_7,opening,6,2592818,500.32,5185636,0.01,b1c3,75,8.60,0
MCTS,pos_7,opening,18,623762,530.89,1176909,485.00,g1f3,65,0.00,0
Classic MCTS,pos_7,opening,13,13713,501.15,27371,500.01,d2d4,13,0.00,0
Pure Alpha-Beta,pos_8,opening,6,2211903,500.28,4423806,0.01,g1f3,25,9.02,1
Full Alpha-Beta,pos_8,opening,12,1179775,501.72,2354840,0.01,g1f3,-5,3.49,1
MTD(f),pos_8,opening,6,1097787,500.04,2195574,0.07,g1f3,25,14.20,1
NegaScout,pos_8,opening,7,2154587,501.37,4300572,0.01,a3h3,-10,7.93,2
MCTS,pos_8,opening,17,556618,516.76,1078717,485.00,d2d4,18,0.00,0
Classic MCTS,pos_8,opening,13,13405,501.35,26756,500.01,b2b4,13,0.00,0
Pure Alpha-Beta,pos_9,opening,6,2252859,500.42,4505718,0.01,b1c3,65,9.65,0
Full Alpha-Beta,pos_9,opening,12,1200314,500.86,2400628,0.02,e2e4,25,3.20,3
MTD(f),pos_9,opening,6,1138696,500.75,2277392,0.14,b1c3,65,12.84,0
NegaScout,pos_9,opening,7,2502767,500.16,5005534,0.01,b1c3,15,8.20,0
MCTS,pos_9,opening,18,635587,537.44,1183588,485.00,b1d2,51,0.00,0
Classic MCTS,pos_9,opening,13,13154,500.71,26308,500.01,f2f4,9,0.00,0
Pure Alpha-Beta,pos_10,opening,6,2125941,500.71,4251882,0.02,g1f3,35,10.10,3
Full Alpha-Beta,pos_10,opening,12,1159292,501.68,2313956,0.03,g1f3,-5,3.36,3
MTD(f),pos_10,opening,6,1392709,501.07,2779858,0.16,g1f3,35,24.34,3
NegaScout,pos_10,opening,6,1908895,500.63,3817790,0.02,g1f3,35,8.96,3
MCTS,pos_10,opening,17,547815,517.00,1061656,485.00,b1c3,20,0.00,0
Classic MCTS,pos_10,opening,13,13102,501.42,26151,500.01,a2a3,12,0.00,0
Pure Alpha-Beta,pos_11,opening,6,2269247,500.32,4538494,0.01,d2d4,79,10.04,2
Full Alpha-Beta,pos_11,opening,13,1138772,500.91,2277544,0.02,e2e4,57,3.09,3
MTD(f),pos_11,opening,6,1007630,500.91,2015260,0.22,e2e3,79,7.55,1
NegaScout,pos_11,opening,7,2187375,500.35,4374750,0.02,d2d4,45,8.30,2
MCTS,pos_11,opening,17,554983,513.75,1081838,485.00,d2d4,50,0.00,0
Classic MCTS,pos_11,opening,13,13035,501.39,26017,500.01,b2b4,8,0.00,0
Pure Alpha-Beta,pos_12,opening,6,1728548,500.16,3457096,0.01,b1c3,95,9.05,0
Full Alpha-Beta,pos_12,opening,13,1077470,500.83,2154940,0.01,b1c3,70,2.40,0
MTD(f),pos_12,opening,6,974915,500.74,1949830,0.14,b1c3,95,10.28,0
NegaScout,pos_12,opening,7,1704007,500.51,3408014,0.01,b1c3,60,7.27,0
MCTS,pos_12,opening,17,616458,522.62,1180954,485.00,g1f3,66,0.00,0
Classic MCTS,pos_12,opening,13,12248,501.62,24447,500.00,h2h4,20,0.00,0
Pure Alpha-Beta,pos_13,opening,6,2007066,500.93,4014132,0.01,b1c3,60,8.41,2
Full Alpha-Beta,pos_13,opening,14,1228916,500.03,2457832,0.01,g1f3,35,2.47,1
MTD(f),pos_13,opening,6,950325,501.38,1896856,0.10,g1f3,60,9.09,1
NegaScout,pos_13,opening,7,2179166,500.50,4358332,0.01,b1c3,30,7.49,2
MCTS,pos_13,opening,17,561355,511.76,1098542,485.00,g1f3,46,0.00,0
Classic MCTS,pos_13,opening,13,12987,501.04,25922,500.01,f2f3,12,0.00,0
Pure Alpha-Beta,pos_14,opening,6,2261042,500.79,4522084,0.02,e2e3,-40,8.16,2
Full Alpha-Beta,pos_14,opening,13,1204324,500.60,2408648,0.03,e2e4,-54,2.91,3
MTD(f),pos_14,opening,6,1138767,500.97,2277534,0.03,e2e3,-40,12.18,2
NegaScout,pos_14,opening,7,2261063,501.26,4513099,0.03,e2e3,-70,7.27,2
MCTS,pos_14,opening,18,607543,515.49,1179695,485.02,e2e3,-30,0.00,0
Classic MCTS,pos_14,opening,13,13257,501.23,26461,500.19,a2a4,12,0.00,0
Pure Alpha-Beta,pos_15,opening,6,2175029,500.32,4350058,0.02,g1f3,0,10.69,4
Full Alpha-Beta,pos_15,opening,12,1114323,501.62,2224197,0.02,g1f3,0,2.85,6
MTD(f),pos_15,opening,6,1413172,501.17,2820702,0.06,g1f3,0,19.65,4
NegaScout,pos_15,opening,6,2211932,500.20,4423864,0.01,g1f3,0,9.88,4
MCTS,pos_15,opening,17,589620,515.40,1144893,485.04,d2d4,-6,0.00,0
Classic MCTS,pos_15,opening,13,12973,500.60,25946,500.00,g1f3,10,0.00,0
Pure Alpha-Beta,pos_16,opening,7,2068547,501.02,4128836,0.01,g1f3,25,7.57,2
Full Alpha-Beta,pos_16,opening,12,1294462,501.28,2583756,0.01,e2e3,30,3.43,4
MTD(f),pos_16,opening,6,1126437,500.46,2252874,0.07,g1f3,65,9.10,2
NegaScout,pos_16,opening,7,2052130,500.22,4104260,0.01,g1f3,25,6.53,2
MCTS,pos_16,opening,18,657298,519.25,1266470,485.00,e2e4,47,0.00,0
Classic MCTS,pos_16,opening,13,13216,500.61,26432,500.02,c2c3,5,0.00,0
Pure Alpha-Beta,pos_17,opening,6,2154604,500.16,4309208,0.01,b1c3,40,11.52,0
Full Alpha-Beta,pos_17,opening,13,1175723,502.44,2342077,0.01,b1c3,35,3.23,0
MTD(f),pos_17,opening,6,962570,500.65,1925140,0.10,b1c3,40,17.38,0
NegaScout,pos_17,opening,6,2437211,500.70,4874422,0.01,b1c3,40,9.67,0
MCTS,pos_17,opening,17,530616,512.82,1036359,485.00,g1f3,46,0.00,0
Classic MCTS,pos_17,opening,13,12356,500.95,24712,500.01,f2f3,17,0.00,0
Pure Alpha-Beta,pos_18,opening,6,2469976,500.19,4939952,0.01,g1f3,10,11.77,2
Full Alpha-Beta,pos_18,opening,13,1040630,500.56,2081260,0.02,d2d4,4,2.92,1
MTD(f),pos_18,opening,6,1073215,500.40,2146430,0.04,g1f3,10,18.10,2
NegaScout,pos_18,opening,6,2429005,500.59,4858010,0.01,g1f3,10,10.34,2
MCTS,pos_18,opening,17,550049,514.42,1070134,485.00,f1b5,-4,0.00,0
Classic MCTS,pos_18,opening,13,13175,500.64,26350,500.01,f1b5,20,0.00,0
Pure Alpha-Beta,pos_19,opening,8,3031142,501.38,6050183,0.03,g4f5,60,5.95,1
Full Alpha-Beta,pos_19,opening,14,975017,501.09,1946141,0.03,g4f5,30,4.29,3
MTD(f),pos_19,opening,6,1224733,500.04,2449466,0.10,g4f5,75,8.14,1
NegaScout,pos_19,opening,8,2805851,500.61,5611702,0.02,g4f5,60,5.33,1
MCTS,pos_19,opening,17,734792,510.01,1440768,485.00,g4f5,49,0.00,0
Classic MCTS,pos_19,opening,13,13590,500.94,27180,500.01,f3h4,9,0.00,0
Pure Alpha-Beta,pos_20,opening,6,2318384,500.37,4636768,0.01,b1c3,65,9.41,0
Full Alpha-Beta,pos_20,opening,13,1147058,500.70,2294116,0.01,e2e4,31,4.57,1
MTD(f),pos_20,opening,6,868426,500.29,1736852,0.09,b1c3,65,9.46,0
NegaScout,pos_20,opening,7,2285649,500.28,4571298,0.01,b1c3,20,8.23,0
MCTS,pos_20,opening,18,626720,511.19,1226457,485.00,b1c3,36,0.00,0
Classic MCTS,pos_20,opening,13,13367,500.59,26734,500.00,e1f2,13,0.00,0
Pure Alpha-Beta,pos_21,opening,7,2175085,500.42,4350170,0.01,g1f3,10,7.95,1
Full Alpha-Beta,pos_21,opening,14,1278097,501.24,2551091,0.01,g1f3,20,2.48,1
MTD(f),pos_21,opening,6,970775,500.81,1941550,0.07,b1c3,55,7.82,0
NegaScout,pos_21,opening,7,2269273,500.24,4538546,0.01,g1f3,10,7.76,1
MCTS,pos_21,opening,17,617393,512.19,1205845,485.00,g1f3,28,0.00,0
Classic MCTS,pos_21,opening,13,13417,500.63,26834,500.00,f2f4,9,0.00,0
Pure Alpha-Beta,pos_22,opening,6,2691134,500.61,5382268,0.01,b1c3,30,10.10,0
Full Alpha-Beta,pos_22,opening,13,1065098,500.43,2130196,0.01,d2d4,21,4.01,1
MTD(f),pos_22,opening,6,1007648,501.37,2011273,0.12,b1c3,30,11.65,0
NegaScout,pos_22,opening,6,2764846,500.43,5529692,0.01,b1c3,30,8.55,0
MCTS,pos_22,opening,17,540945,507.91,1066952,485.00,b1c3,19,0.00,0
Classic MCTS,pos_22,opening,13,13021,500.82,26042,500.00,e1e2,20,0.00,0
Pure Alpha-Beta,pos_23,opening,6,2076705,500.32,4153410,0.03,h3f4,-8,10.04,2
Full Alpha-Beta,pos_23,opening,12,1155159,500.67,2310318,0.04,h3g5,-20,3.00,3
MTD(f),pos_23,opening,6,917614,500.43,1835228,0.07,h3f4,-8,9.22,2
NegaScout,pos_23,opening,6,2072669,501.27,4137063,0.03,h3f4,-8,8.71,2
MCTS,pos_23,opening,17,613671,507.30,1210396,485.00,h3f4,-28,0.00,0
Classic MCTS,pos_23,opening,13,13652,500.62,27304,500.00,h3f4,19,0.00,0
Pure Alpha-Beta,pos_24,opening,7,2383989,500.02,4767978,0.01,b1c3,0,9.15,2
Full Alpha-Beta,pos_24,opening,11,1122421,500.08,2244842,0.01,b1c3,5,3.22,0
MTD(f),pos_24,opening,7,1142859,500.46,2285718,0.06,e2e4,0,7.24,1
NegaScout,pos_24,opening,7,2371642,500.49,4743284,0.01,b1c3,0,7.88,2
MCTS,pos_24,opening,17,629829,512.67,1230134,485.00,b1c3,13,0.00,0
Classic MCTS,pos_24,opening,13,13687,500.75,27374,500.00,b2b3,9,0.00,0
Pure Alpha-Beta,pos_25,opening,6,1630287,500.68,3260574,0.01,b1c3,-10,9.40,0
Full Alpha-Beta,pos_25,opening,14,1212699,501.26,2420556,0.03,b1c3,-14,2.31,2
MTD(f),pos_25,opening,6,958548,501.44,1913269,0.02,b1c3,-10,15.88,0
NegaScout,pos_25,opening,6,2109511,502.04,4202213,0.02,b1c3,-10,7.99,0
MCTS,pos_25,opening,17,588023,506.80,1162100,485.00,b1c3,-27,0.00,0
Classic MCTS,pos_25,opening,13,13210,500.62,26420,500.00,h2h4,16,0.00,0
Pure Alpha-Beta,pos_26,opening,7,2449482,500.51,4898964,0.02,f4g5,25,5.80,1
Full Alpha-Beta,pos_26,opening,14,1179814,500.86,2359628,0.06,f4g5,30,2.07,1
MTD(f),pos_26,opening,6,1118243,501.53,2232021,0.08,f4g5,75,5.70,1
NegaScout,pos_26,opening,8,2527376,500.91,5054752,0.03,f4g5,55,5.83,1
MCTS,pos_26,opening,17,691555,506.94,1366709,485.00,f4g5,20,0.00,0
Classic MCTS,pos_26,opening,13,12880,500.88,25760,500.01,b2b4,12,0.00,0
Pure Alpha-Beta,pos_27,opening,7,2412650,500.35,4825300,0.01,b1c3,-30,7.72,0
Full Alpha-Beta,pos_27,opening,14,1216661,501.78,2428465,0.01,b1c3,-10,2.93,0
MTD(f),pos_27,opening,7,1044519,501.73,2084868,0.01,b1c3,-30,21.23,0
NegaScout,pos_27,opening,7,2441311,500.65,4882622,0.01,b1c3,-30,6.82,0
MCTS,pos_27,opening,17,549967,507.68,1084747,485.00,b1c3,-27,0.00,0
Classic MCTS,pos_27,opening,13,13219,500.70,26438,500.01,b1c3,15,0.00,0
Pure Alpha-Beta,pos_28,opening,7,2519077,500.56,5038154,0.01,e2e4,25,8.25,1
Full Alpha-Beta,pos_28,opening,13,1188019,501.09,2371295,0.01,b1c3,25,3.11,2
MTD(f),pos_28,opening,7,1024094,500.31,2048188,0.07,e2e4,25,9.43,1
NegaScout,pos_28,opening,7,2154546,500.46,4309092,0.01,e2e4,25,7.48,1
MCTS,pos_28,opening,17,563394,506.84,1113426,485.00,b1c3,29,0.00,0
Classic MCTS,pos_28,opening,13,13013,501.57,25974,500.71,g1f3,9,0.00,0
Pure Alpha-Beta,pos_29,opening,6,2293809,500.22,4587618,0.01,g1f3,-5,10.21,3
Full Alpha-Beta,pos_29,opening,12,1106043,500.54,2212086,0.01,g1f3,-5,3.80,0
MTD(f),pos_29,opening,6,1146961,501.05,2289343,0.04,e2e4,-5,12.15,2
NegaScout,pos_29,opening,7,2277450,500.63,4554900,0.01,g1f3,-25,8.82,3
MCTS,pos_29,opening,18,621854,515.56,1207483,485.00,g1f3,0,0.00,0
Classic MCTS,pos_29,opening,13,12940,500.73,25880,500.00,g2g4,12,0.00,0
Pure Alpha-Beta,pos_30,opening,6,2154528,500.80,4309056,0.03,h3g5,-35,8.51,0
Full Alpha-Beta,pos_30,opening,14,1204407,500.94,2408814,0.04,h3g5,-45,2.55,0
MTD(f),pos_30,opening,6,864374,501.06,1725297,0.08,h3g5,-35,5.05,0
NegaScout,pos_30,opening,6,2039854,500.42,4079708,0.03,h3g5,-35,7.99,0
MCTS,pos_30,opening,18,571758,510.25,1121094,485.00,h4h5,-49,0.00,0
Classic MCTS,pos_30,opening,13,12909,500.60,25818,500.00,d2d4,15,0.00,0
Pure Alpha-Beta,pos_31,opening,6,2596950,500.13,5193900,0.01,b1c3,-5,10.36,0
Full Alpha-Beta,pos_31,opening,13,1159289,500.47,2318578,0.01,b1c3,-20,2.43,0
MTD(f),pos_31,opening,6,1036338,502.43,2064418,0.01,b1c3,-5,31.49,0
NegaScout,pos_31,opening,6,2433112,500.39,4866224,0.01,b1c3,-5,8.92,0
MCTS,pos_31,opening,18,605488,510.23,1187231,485.00,f1b5,-12,0.00,0
Classic MCTS,pos_31,opening,13,13589,500.80,27178,500.01,h2h4,14,0.00,0
Pure Alpha-Beta,pos_32,opening,6,2519070,500.43,5038140,0.01,b1c3,50,8.68,0
Full Alpha-Beta,pos_32,opening,13,1188040,500.62,2376080,0.01,b1c3,20,3.56,0
MTD(f),pos_32,opening,6,962611,500.16,1925222,0.11,b1c3,50,8.07,0
NegaScout,pos_32,opening,7,2367603,500.26,4735206,0.01,b1c3,10,8.01,0
MCTS,pos_32,opening,18,624906,512.18,1220519,485.00,d2d4,25,0.00,0
Classic MCTS,pos_32,opening,13,13511,500.92,27022,500.01,f3h4,12,0.00,0
Pure Alpha-Beta,pos_33,opening,7,2220096,500.92,4440192,0.01,b1c3,10,8.06,0
Full Alpha-Beta,pos_33,opening,12,1097780,501.04,2191177,0.02,d2d4,10,3.30,1
MTD(f),pos_33,opening,6,995384,500.41,1990768,0.13,b1c3,40,6.08,0
NegaScout,pos_33,opening,7,2076747,501.03,4145203,0.01,b1c3,10,7.06,0
MCTS,pos_33,opening,17,579830,508.37,1141397,485.00,b1c3,17,0.00,0
Classic MCTS,pos_33,opening,13,13339,501.16,26624,500.01,b1c3,13,0.00,0
Pure Alpha-Beta,pos_34,opening,6,2515043,501.48,5020045,0.09,b4b5,-15,8.38,1
Full Alpha-Beta,pos_34,opening,15,1208465,500.62,2416930,0.05,b4b5,-25,2.10,1
MTD(f),pos_34,opening,6,933984,500.35,1867968,0.56,b4b5,-15,4.45,1
NegaScout,pos_34,opening,6,2621544,500.56,5243088,0.03,b4b5,-15,7.72,1
MCTS,pos_34,opening,17,697637,510.37,1367915,485.00,b4b5,-26,0.00,0
Classic MCTS,pos_34,opening,13,12788,500.96,25576,500.01,d2d3,6,0.00,0
Pure Alpha-Beta,pos_35,opening,7,2064432,500.70,4128864,0.01,b1c3,30,7.44,0
Full Alpha-Beta,pos_35,opening,14,1212512,500.73,2425024,0.01,b1c3,35,2.47,0
MTD(f),pos_35,opening,6,811070,503.49,1612465,0.06,b1c3,55,7.11,0
NegaScout,pos_35,opening,7,2203718,500.17,4407436,0.01,b1c3,30,6.53,0
MCTS,pos_35,opening,17,631999,510.55,1239213,485.00,g1f3,26,0.00,0
Classic MCTS,pos_35,opening,13,13390,500.85,26780,500.00,g2g3,9,0.00,0
Pure Alpha-Beta,pos_36,opening,6,2351133,501.62,4692880,0.01,b1c3,35,9.70,0
Full Alpha-Beta,pos_36,opening,13,1126562,500.33,2253124,0.01,d2d4,15,4.22,1
MTD(f),pos_36,opening,6,921670,501.34,1839660,0.07,b1c3,35,10.96,0
NegaScout,pos_36,opening,7,2412607,500.20,4825214,0.01,b1c3,5,8.25,0
MCTS,pos_36,opening,17,565443,507.30,1115272,485.00,b1c3,30,0.00,0
Classic MCTS,pos_36,opening,13,13210,500.57,26420,500.01,e2e3,9,0.00,0
Pure Alpha-Beta,pos_37,opening,6,2043997,500.06,4087994,0.01,b1c3,25,13.70,2
Full Alpha-Beta,pos_37,opening,13,1142861,501.54,2281159,0.11,b1c3,29,2.10,1
MTD(f),pos_37,opening,7,1499185,500.54,2998370,1.66,e2e4,20,7.12,2
NegaScout,pos_37,opening,6,2011196,501.29,4014363,0.02,b1c3,25,10.95,2
MCTS,pos_37,opening,17,575380,511.46,1125988,485.00,b1c3,15,0.00,0
Classic MCTS,pos_37,opening,13,12707,501.06,25363,500.01,d4d5,14,0.00,0
Pure Alpha-Beta,pos_38,opening,7,2142318,500.58,4284636,0.01,b1c3,-15,8.55,4
Full Alpha-Beta,pos_38,opening,13,1192010,502.76,2374521,0.01,e2e4,1,3.44,4
MTD(f),pos_38,opening,6,1036332,500.22,2072664,0.06,b1c3,20,8.69,4
NegaScout,pos_38,opening,7,2216025,500.21,4432050,0.01,b1c3,-15,8.30,4
MCTS,pos_38,opening,17,564317,506.92,1115250,485.08,b1c3,3,0.00,0
Classic MCTS,pos_38,opening,13,13313,500.97,26626,500.01,g1f3,8,0.00,0
Pure Alpha-Beta,pos_39,opening,6,2596956,500.76,5193912,0.01,e2e4,10,11.16,2
Full Alpha-Beta,pos_39,opening,13,1102034,502.16,2195286,0.02,e2e4,0,2.78,1
MTD(f),pos_39,opening,6,942164,500.95,1884328,0.05,e2e4,10,9.23,1
NegaScout,pos_39,opening,6,2482256,500.61,4964512,0.01,e2e4,10,10.88,2
MCTS,pos_39,opening,17,547807,507.09,1080487,485.00,e2e4,7,0.00,0
Classic MCTS,pos_39,opening,13,13055,500.65,26110,500.01,d2d4,15,0.00,0
Pure Alpha-Beta,pos_40,opening,7,2228275,500.78,4456550,0.01,b1c3,10,7.83,0
Full Alpha-Beta,pos_40,opening,14,1233079,500.22,2466158,0.01,g1f3,20,3.30,1
MTD(f),pos_40,opening,6,1003600,500.98,2007200,0.05,b1c3,35,9.94,0
NegaScout,pos_40,opening,7,2240614,500.35,4481228,0.01,b1c3,10,6.97,0
MCTS,pos_40,opening,18,628688,510.17,1232721,485.00,b1c3,18,0.00,0
Classic MCTS,pos_40,opening,13,13169,501.32,26285,500.00,h2h3,12,0.00,0
Pure Alpha-Beta,pos_41,opening,7,2093168,501.14,4177980,0.07,d5e6,-10,6.01,3
Full Alpha-Beta,pos_41,opening,13,1061096,501.76,2117956,0.39,d5e6,-17,2.91,1
MTD(f),pos_41,opening,6,1286205,500.38,2572410,0.17,d5e6,10,6.66,3
NegaScout,pos_41,opening,7,2175039,500.35,4350078,0.07,d5e6,-10,5.37,3
MCTS,pos_41,opening,17,599179,509.79,1177168,485.00,d5e6,2,0.00,0
Classic MCTS,pos_41,opening,13,12763,501.38,25475,500.01,c1e3,10,0.00,0
Pure Alpha-Beta,pos_42,opening,7,2113627,500.27,4227254,0.02,c2c3,0,7.54,4
Full Alpha-Beta,pos_42,opening,13,1228950,500.09,2457900,0.03,c2c3,10,2.42,2
MTD(f),pos_42,opening,6,1036328,501.10,2068518,0.06,a2a3,25,9.85,4
NegaScout,pos_42,opening,7,2138197,500.26,4276394,0.02,c2c3,0,6.90,4
MCTS,pos_42,opening,17,688705,509.67,1353055,485.00,b4b5,7,0.00,0
Classic MCTS,pos_42,opening,13,13119,502.84,26133,500.01,g2g4,13,0.00,0
Pure Alpha-Beta,pos_43,opening,7,2162770,500.47,4325540,0.01,e2e4,20,8.30,2
Full Alpha-Beta,pos_43,opening,14,1159328,501.25,2314027,0.02,e2e4,43,2.58,2
MTD(f),pos_43,opening,8,1855585,500.32,3711170,0.04,e2e4,20,6.97,2
NegaScout,pos_43,opening,7,2105423,500.56,4210846,0.01,e2e4,20,7.85,2
MCTS,pos_43,opening,17,654035,509.86,1284941,485.00,e2e4,34,0.00,0
Classic MCTS,pos_43,opening,13,13739,500.71,27478,500.01,h2h4,10,0.00,0
Pure Alpha-Beta,pos_44,opening,6,2269247,500.15,4538494,0.01,b1c3,5,8.81,2
Full Alpha-Beta,pos_44,opening,12,1155151,501.67,2305690,0.01,b1c3,-41,3.00,4
MTD(f),pos_44,opening,6,974932,500.88,1949864,0.04,b1c3,5,13.87,2
NegaScout,pos_44,opening,7,2265196,500.78,4530392,0.01,d2d4,-30,8.89,3
MCTS,pos_44,opening,17,672076,514.86,1307540,485.00,g1f3,-7,0.00,0
Classic MCTS,pos_44,opening,13,13469,500.70,26938,500.00,a2a4,11,0.00,0
Pure Alpha-Beta,pos_45,opening,7,2744400,500.04,5488800,0.01,b1c3,-70,6.68,4
Full Alpha-Beta,pos_45,opening,15,1175718,500.84,2351436,0.02,h3c8,-32,2.45,3
MTD(f),pos_45,opening,6,983127,500.67,1966254,0.17,b1c3,-41,5.43,2
NegaScout,pos_45,opening,8,2498688,500.46,4997376,0.02,h3c8,-25,5.98,5
MCTS,pos_45,opening,17,666847,508.55,1312690,485.00,h3g2,-37,0.00,0
Classic MCTS,pos_45,opening,13,13721,500.61,27442,500.01,g3g4,18,0.00,0
Pure Alpha-Beta,pos_46,opening,6,3043416,500.34,6086832,0.01,g1f3,20,12.05,0
Full Alpha-Beta,pos_46,opening,13,946398,503.15,1881506,0.01,e2e4,23,3.01,1
MTD(f),pos_46,opening,6,798765,501.61,1594341,0.10,g1f3,20,12.38,0
NegaScout,pos_46,opening,6,3240034,500.51,6480068,0.01,g1f3,20,10.42,0
MCTS,pos_46,opening,17,581495,510.34,1140186,485.00,e2e3,28,0.00,0
Classic MCTS,pos_46,opening,13,13462,500.62,26924,500.01,h2h3,15,0.00,0
Pure Alpha-Beta,pos_47,opening,7,2248850,500.28,4497700,0.01,d2d4,35,8.17,1
Full Alpha-Beta,pos_47,opening,13,1179770,500.78,2359540,0.01,g1f3,25,2.48,2
MTD(f),pos_47,opening,6,958497,501.42,1913167,0.10,g1f3,65,7.14,0
NegaScout,pos_47,opening,7,2252888,500.62,4505776,0.01,d2d4,35,7.68,1
MCTS,pos_47,opening,17,670128,509.75,1316557,485.00,g1f3,48,0.00,0
Classic MCTS,pos_47,opening,13,12934,500.74,25868,500.05,b1a1,9,0.00,0
Pure Alpha-Beta,pos_48,opening,6,2605132,500.59,5210264,0.01,g1f3,45,9.71,0
Full Alpha-Beta,pos_48,opening,12,1155211,500.75,2310422,0.01,e2e3,5,3.09,5
MTD(f),pos_48,opening,6,987181,501.25,1970421,0.13,g1f3,45,9.68,0
NegaScout,pos_48,opening,6,2646057,500.34,5292114,0.01,g1f3,45,8.23,0
MCTS,pos_48,opening,17,522578,508.29,1028696,485.02,e2e4,35,0.00,0
Classic MCTS,pos_48,opening,13,13474,500.61,26948,500.00,f2f4,12,0.00,0
Pure Alpha-Beta,pos_49,opening,6,1941627,500.10,3883254,0.02,g1f3,20,11.92,2
Full Alpha-Beta,pos_49,opening,13,1175795,501.03,2346896,0.02,g1f3,-10,3.49,2
MTD(f),pos_49,opening,6,1011763,500.01,2023526,0.20,g1f3,20,17.50,0
NegaScout,pos_49,opening,6,2183256,500.37,4366512,0.03,g1f3,20,10.14,2
MCTS,pos_49,opening,17,623828,506.11,1232861,485.00,g1f3,36,0.00,0
Classic MCTS,pos_49,opening,13,13201,500.63,26402,500.00,d2d3,14,0.00,0
Pure Alpha-Beta,pos_50,opening,7,2215990,500.32,4431980,0.01,b1c3,-15,8.05,2
Full Alpha-Beta,pos_50,opening,12,1220796,501.14,2436718,0.01,b1c3,0,2.90,4
MTD(f),pos_50,opening,6,958554,500.96,1917108,0.07,b1c3,10,12.29,2
NegaScout,pos_50,opening,7,2117754,500.03,4235508,0.01,b1c3,-15,7.26,2
MCTS,pos_50,opening,18,626339,511.33,1225712,485.00,b1c3,6,0.00,0
