algorithm,position_id,phase,depth,nodes,time_ms,nps,ttfm_ms,best_move,score,branching_factor,stability
Full Alpha-Beta,pos_5,opening,13,1220703,500.92,2441406,0.02,c3c4,8,4.12,2
MTD(f),pos_5,opening,6,1077269,501.88,2150237,0.11,g1f3,35,12.28,0
NegaScout,pos_5,opening,7,2662527,500.17,5325054,0.01,b1d2,0,8.46,1
MCTS,pos_5,opening,18,658574,592.40,1112456,485.00,g1e2,20,0.00,0
Classic MCTS,pos_5,opening,13,13449,501.83,26844,500.01,d3d4,15,0.00,0
Pure Alpha-Beta,pos_6,opening,7,2084991,500.40,4169982,0.02,b1d2,-25,10.01,2
Full Alpha-Beta,pos_6,opening,14,1274025,500.18,2548050,0.02,b2b4,-5,3.79,1
MTD(f),pos_6,opening,6,1122343,502.33,2235743,0.18,b1d2,10,11.96,0
NegaScout,pos_6,opening,7,2015326,500.87,4030652,0.02,b1d2,-25,6.73,2
MCTS,pos_6,opening,17,622284,603.12,1031980,485.00,g1e2,38,0.00,0
Classic MCTS,pos_6,opening,13,13687,503.83,27210,500.01,f1e2,9,0.00,0
Pure Alpha-Beta,pos_7,opening,6,1708119,500.13,3416238,0.01,b1c3,30,10.08,0
Full Alpha-Beta,pos_7,opening,13,1294493,501.50,2583818,0.01,b1c3,10,2.40,0
MTD(f),pos_7,opening,6,1097752,500.94,2195504,0.08,b1c3,30,11.49,0
NegaScout,pos_7,opening,6,2916382,501.17,5821121,0.01,b1c3,30,8.86,0
MCTS,pos_7,opening,18,703808,554.31,1270411,485.00,g1f3,30,0.00,0
Classic MCTS,pos_7,opening,13,12994,501.50,25936,500.01,g1e2,15,0.00,0
Pure Alpha-Beta,pos_8,opening,6,2256962,500.59,4513924,0.01,b1d2,40,9.91,1
Full Alpha-Beta,pos_8,opening,14,1183881,501.54,2363035,0.02,g1f3,20,2.26,0
MTD(f),pos_8,opening,6,1073195,500.82,2146390,0.20,g1f3,40,14.27,0
NegaScout,pos_8,opening,6,1933353,500.79,3866706,0.01,b1d2,40,8.26,1
MCTS,pos_8,opening,18,652053,547.85,1192053,485.00,g1e2,24,0.00,0
Classic MCTS,pos_8,opening,13,13646,501.89,27237,500.00,b1d2,10,0.00,0
Pure Alpha-Beta,pos_9,opening,6,2474068,500.02,4948136,0.01,b1c3,5,10.35,0
Full Alpha-Beta,pos_9,opening,13,1261676,500.65,2523352,0.01,b1c3,-15,3.34,0
MTD(f),pos_9,opening,6,1077308,501.16,2150315,0.05,b1c3,5,37.12,0
NegaScout,pos_9,opening,6,2580608,501.27,5150914,0.01,b1c3,5,9.10,0
MCTS,pos_9,opening,17,612939,549.71,1116464,485.00,b1c3,5,0.00,0
Classic MCTS,pos_9,opening,13,13278,502.57,26450,500.01,g3g4,19,0.00,0
Pure Alpha-Beta,pos_10,opening,7,2044035,500.86,4088070,0.01,d4c5,20,7.26,0
Full Alpha-Beta,pos_10,opening,13,1073255,501.28,2142225,0.01,d4c5,35,2.48,0
MTD(f),pos_10,opening,6,1249358,500.93,2498716,0.18,d4c5,65,17.54,0
NegaScout,pos_10,opening,7,1802414,500.97,3604828,0.01,d4c5,20,6.93,0
MCTS,pos_10,opening,17,743924,544.38,1367507,485.00,d4c5,81,0.00,0
Classic MCTS,pos_10,opening,13,12501,507.77,24656,504.02,a2a4,15,0.00,0
Pure Alpha-Beta,pos_11,opening,6,2674840,501.04,5339001,0.01,b1c3,0,9.10,0
Full Alpha-Beta,pos_11,opening,14,1163602,501.22,2322558,0.02,b1c3,-18,2.30,0
MTD(f),pos_11,opening,6,1073242,500.50,2146484,0.05,b1c3,0,24.50,0
NegaScout,pos_11,opening,6,2429011,500.35,4858022,0.01,b1c3,0,8.42,0
MCTS,pos_11,opening,18,719665,547.76,1315658,485.01,g1f3,0,0.00,0
Classic MCTS,pos_11,opening,13,12714,501.83,25377,500.01,g2g4,14,0.00,0
Pure Alpha-Beta,pos_12,opening,7,2244752,500.47,4489504,0.03,g1e2,-35,8.74,0
Full Alpha-Beta,pos_12,opening,11,1114227,501.85,2224005,0.04,d2d4,-15,3.98,2
MTD(f),pos_12,opening,6,1044570,500.07,2089140,0.08,g1e2,-5,24.34,0
NegaScout,pos_12,opening,7,2179227,500.58,4358454,0.04,g1e2,-35,6.90,0
MCTS,pos_12,opening,18,705790,540.97,1307018,485.00,g1e2,-25,0.00,0
Classic MCTS,pos_12,opening,13,13994,501.44,27932,500.01,h2h4,16,0.00,0
Pure Alpha-Beta,pos_13,opening,6,1609785,501.08,3213143,0.02,c4d5,60,11.68,2
Full Alpha-Beta,pos_13,opening,12,1142984,500.62,2285968,0.03,f1d3,30,8.07,5
MTD(f),pos_13,opening,6,1142859,501.27,2281155,0.24,c4d5,60,13.82,2
NegaScout,pos_13,opening,7,1949785,500.39,3899570,0.02,b1d2,10,7.93,3
MCTS,pos_13,opening,17,500366,554.46,903187,485.00,b1d2,53,0.00,0
Classic MCTS,pos_13,opening,13,13963,502.68,27814,500.01,b1a3,12,0.00,0
Pure Alpha-Beta,pos_14,opening,7,1925297,500.85,3850594,0.03,g1f3,-35,8.31,2
Full Alpha-Beta,pos_14,opening,13,1093778,500.12,2187556,0.02,b1c3,-30,2.99,2
MTD(f),pos_14,opening,6,1249336,500.69,2498672,0.06,b1c3,-5,24.10,0
NegaScout,pos_14,opening,7,2175109,500.71,4350218,0.03,g1f3,-35,7.04,2
MCTS,pos_14,opening,18,680378,531.58,1281314,485.00,g1f3,4,0.00,0
Classic MCTS,pos_14,opening,13,11762,504.89,23337,503.35,b1a3,13,0.00,0
Pure Alpha-Beta,pos_15,opening,7,1958025,500.63,3916050,0.07,b1c3,5,8.67,4
Full Alpha-Beta,pos_15,opening,12,1192061,500.37,2384122,0.12,c1b2,21,3.15,4
MTD(f),pos_15,opening,6,1212462,500.98,2424924,1.15,c4d5,35,5.83,3
NegaScout,pos_15,opening,7,2183291,500.47,4366582,0.10,b1c3,5,6.17,4
MCTS,pos_15,opening,18,690065,530.53,1302009,485.00,g1f3,27,0.00,0
Classic MCTS,pos_15,opening,13,13258,501.43,26463,500.01,f1e2,19,0.00,0
Pure Alpha-Beta,pos_16,opening,7,2084960,500.28,4169920,0.02,g1f3,40,6.84,4
Full Alpha-Beta,pos_16,opening,13,1044688,501.66,2085205,0.03,g1f3,36,2.67,7
MTD(f),pos_16,opening,6,1183823,503.11,2353524,0.23,f4e5,85,11.14,2
NegaScout,pos_16,opening,7,2445418,500.56,4890836,0.02,g1f3,40,6.33,4
MCTS,pos_16,opening,18,720113,533.18,1351056,485.00,g1f3,83,0.00,0
Classic MCTS,pos_16,opening,13,13946,501.20,27836,500.01,f1e2,13,0.00,0
Pure Alpha-Beta,pos_17,opening,7,2044056,500.76,4088112,0.10,c4d5,18,6.82,1
Full Alpha-Beta,pos_17,opening,12,1187874,500.11,2375748,0.14,c4d5,43,2.83,1
MTD(f),pos_17,opening,6,1257484,500.82,2514968,1.79,c4d5,50,4.40,1
NegaScout,pos_17,opening,7,2162785,500.82,4325570,0.11,c4d5,18,5.53,1
MCTS,pos_17,opening,17,707025,533.76,1326500,487.52,c4d5,80,0.00,0
Classic MCTS,pos_17,opening,13,13407,502.27,26707,500.01,g1e2,10,0.00,0
Pure Alpha-Beta,pos_18,opening,6,2388024,500.14,4776048,0.01,b1c3,-5,9.02,0
Full Alpha-Beta,pos_18,opening,15,1417486,501.52,2829313,0.01,b1c3,-10,2.23,0
MTD(f),pos_18,opening,7,1081392,500.47,2162784,0.04,b1c3,-25,15.00,0
NegaScout,pos_18,opening,7,2588781,500.14,5177562,0.01,b1c3,-25,7.92,0
MCTS,pos_18,opening,18,718586,534.83,1345666,485.00,b1c3,-12,0.00,0
Classic MCTS,pos_18,opening,13,13124,501.53,26195,500.01,b1c3,14,0.00,0
Pure Alpha-Beta,pos_19,opening,7,1843306,500.52,3686612,0.15,e4f5,-45,5.51,2
Full Alpha-Beta,pos_19,opening,12,995382,501.39,1986790,0.17,e4f5,-26,3.85,2
MTD(f),pos_19,opening,6,1118292,500.96,2236584,0.23,e4f5,0,21.57,2
NegaScout,pos_19,opening,7,1843306,500.37,3686612,0.18,e4f5,-45,4.65,2
MCTS,pos_19,opening,18,754366,559.27,1349491,485.00,f4e5,-14,0.00,0
Classic MCTS,pos_19,opening,13,13781,502.11,27452,500.01,f4e5,8,0.00,0
Pure Alpha-Beta,pos_20,opening,7,2023562,500.04,4047124,0.02,e4d5,25,7.90,1
Full Alpha-Beta,pos_20,opening,14,1241323,500.22,2482646,0.03,e4d5,45,2.38,1
MTD(f),pos_20,opening,6,1273900,501.07,2542714,0.19,e4d5,65,9.74,1
NegaScout,pos_20,opening,7,2154634,500.21,4309268,0.03,e4d5,25,6.56,1
MCTS,pos_20,opening,17,766259,591.20,1296546,485.00,e4d5,58,0.00,0
Classic MCTS,pos_20,opening,13,13439,503.16,26717,500.01,d1g4,15,0.00,0
Pure Alpha-Beta,pos_21,opening,6,2584695,500.92,5169390,0.01,b1c3,0,9.14,0
Full Alpha-Beta,pos_21,opening,14,1335443,500.57,2670886,0.01,f1g2,-5,2.72,1
MTD(f),pos_21,opening,7,1024060,501.86,2044031,0.05,b1c3,-20,12.69,0
NegaScout,pos_21,opening,7,2867273,500.94,5734546,0.01,b1c3,-20,8.69,0
MCTS,pos_21,opening,18,756635,539.30,1403775,485.00,b1c3,-4,0.00,0
Classic MCTS,pos_21,opening,13,13462,501.43,26870,500.00,g3g4,11,0.00,0
Pure Alpha-Beta,pos_22,opening,7,2154614,500.93,4309228,0.05,b1c3,40,5.87,0
Full Alpha-Beta,pos_22,opening,13,1056870,500.40,2113740,0.08,b1c3,50,2.17,0
MTD(f),pos_22,opening,6,1273898,501.40,2542710,0.78,b1c3,75,5.07,0
NegaScout,pos_22,opening,7,2027638,500.96,4055276,0.07,b1c3,40,5.31,0
MCTS,pos_22,opening,17,584340,528.11,1106704,485.00,g1f3,24,0.00,0
Classic MCTS,pos_22,opening,13,12654,501.68,25257,500.01,g1e2,20,0.00,0
Pure Alpha-Beta,pos_23,opening,6,2433124,500.62,4866248,0.01,b1c3,15,10.89,0
Full Alpha-Beta,pos_23,opening,12,1151079,501.78,2297562,0.02,c2c4,5,4.77,1
MTD(f),pos_23,opening,6,1032253,500.34,2064506,0.08,b1c3,15,14.14,0
NegaScout,pos_23,opening,6,2359424,500.55,4718848,0.01,b1c3,15,9.10,0
MCTS,pos_23,opening,18,700327,537.30,1304147,485.00,g1f3,20,0.00,0
Classic MCTS,pos_23,opening,13,13184,501.55,26315,500.01,f2f4,15,0.00,0
Pure Alpha-Beta,pos_24,opening,6,2003045,500.13,4006090,0.05,g1f3,50,9.28,4
Full Alpha-Beta,pos_24,opening,12,1175730,501.48,2346766,0.16,f1g2,5,2.55,5
MTD(f),pos_24,opening,6,1433644,501.40,2861564,0.26,g1f3,50,4.81,4
NegaScout,pos_24,opening,6,2068570,500.65,4137140,0.04,g1f3,50,7.60,4
MCTS,pos_24,opening,17,781508,525.76,1488586,485.00,f1g2,41,0.00,0
Classic MCTS,pos_24,opening,13,13376,501.51,26698,500.00,a2a3,17,0.00,0
Pure Alpha-Beta,pos_25,opening,6,1683531,500.88,3367062,0.01,b1d2,45,9.69,1
Full Alpha-Beta,pos_25,opening,13,1163418,500.96,2326836,0.01,d3d4,10,5.60,1
MTD(f),pos_25,opening,6,1232903,500.16,2465806,0.11,g1f3,45,26.52,0
NegaScout,pos_25,opening,7,2601045,500.26,5202090,0.01,b1d2,10,8.15,1
MCTS,pos_25,opening,18,727018,540.99,1346329,485.00,g1e2,33,0.00,0
Classic MCTS,pos_25,opening,13,13758,501.88,27461,500.01,d1e2,11,0.00,0
Pure Alpha-Beta,pos_26,opening,5,2089000,501.34,4169660,0.02,f1g2,15,12.97,3
Full Alpha-Beta,pos_26,opening,13,1249447,500.10,2498894,0.07,f1g2,-5,2.39,6
MTD(f),pos_26,opening,7,1708061,500.96,3416122,0.08,f1g2,0,10.54,5
NegaScout,pos_26,opening,6,2449555,501.21,4889331,0.02,g1f3,0,10.57,4
MCTS,pos_26,opening,18,680472,534.54,1274292,485.00,b1d2,3,0.00,0
Classic MCTS,pos_26,opening,13,13006,501.64,25960,500.00,c1a3,12,0.00,0
Pure Alpha-Beta,pos_27,opening,6,2838587,500.47,5677174,0.01,b1c3,-5,9.06,0
Full Alpha-Beta,pos_27,opening,14,1286287,500.06,2572574,0.02,b1c3,-18,2.40,0
MTD(f),pos_27,opening,6,1015893,501.02,2027730,0.03,b1c3,-5,21.43,0
NegaScout,pos_27,opening,7,2433135,500.20,4866270,0.01,b1c3,-35,8.09,0
MCTS,pos_27,opening,18,732242,547.65,1338650,485.00,g1f3,-6,0.00,0
Classic MCTS,pos_27,opening,13,14317,501.70,28576,500.00,h3h4,18,0.00,0
Pure Alpha-Beta,pos_28,opening,7,2199683,500.62,4399366,0.02,b1c3,-20,9.69,2
Full Alpha-Beta,pos_28,opening,14,1237163,500.29,2474326,0.02,b1c3,-5,3.15,0
MTD(f),pos_28,opening,6,1302613,500.69,2605226,0.12,b1c3,5,19.57,0
NegaScout,pos_28,opening,7,2199686,500.21,4399372,0.02,b1c3,-20,7.93,2
MCTS,pos_28,opening,18,728148,534.33,1363573,485.00,b1c3,14,0.00,0
Classic MCTS,pos_28,opening,13,13368,501.62,26682,500.01,b2b3,18,0.00,0
Pure Alpha-Beta,pos_29,opening,6,2748516,500.25,5497032,0.01,g1e2,-15,10.47,0
Full Alpha-Beta,pos_29,opening,14,1384564,501.23,2763600,0.01,g1e2,-30,2.52,2
MTD(f),pos_29,opening,6,1138742,500.61,2277484,0.03,g1e2,-15,19.63,0
NegaScout,pos_29,opening,7,2674795,500.68,5349590,0.01,g1e2,-40,9.23,0
MCTS,pos_29,opening,18,731288,543.07,1346755,485.00,g1e2,-30,0.00,0
Classic MCTS,pos_29,opening,13,13626,501.69,27197,500.01,d2d3,13,0.00,0
Pure Alpha-Beta,pos_30,opening,7,2531428,500.68,5062856,0.01,b1d2,45,7.63,0
Full Alpha-Beta,pos_30,opening,14,1122451,500.76,2244902,0.01,f3f4,35,3.04,1
MTD(f),pos_30,opening,6,1097750,501.66,2191117,0.09,b1d2,75,7.59,0
NegaScout,pos_30,opening,7,2441305,500.11,4882610,0.01,b1d2,45,6.89,0
MCTS,pos_30,opening,18,744403,538.38,1383648,485.00,b1d2,62,0.00,0
Classic MCTS,pos_30,opening,13,14411,501.57,28764,500.01,c1d2,13,0.00,0
Pure Alpha-Beta,pos_31,opening,6,2580553,500.40,5161106,0.01,b1c3,5,10.32,0
Full Alpha-Beta,pos_31,opening,14,1253711,500.41,2507422,0.02,g1f3,-10,2.51,1
MTD(f),pos_31,opening,6,1011776,500.23,2023552,0.09,b1c3,5,10.70,0
NegaScout,pos_31,opening,6,2924645,501.10,5837614,0.01,b1c3,5,8.77,0
MCTS,pos_31,opening,17,648223,552.36,1174317,485.00,g1f3,10,0.00,0
Classic MCTS,pos_31,opening,13,13163,502.85,26221,500.00,g1e2,17,0.00,0
Pure Alpha-Beta,pos_32,opening,6,1871999,500.97,3743998,0.02,f4e5,30,11.40,1
Full Alpha-Beta,pos_32,opening,12,1265840,500.56,2531680,0.08,b1c3,5,2.49,2
MTD(f),pos_32,opening,6,1413163,500.98,2826326,0.13,f4e5,30,16.33,1
NegaScout,pos_32,opening,7,2191452,500.36,4382904,0.02,f4e5,-15,6.93,1
MCTS,pos_32,opening,18,737648,519.75,1421287,485.00,b1c3,17,0.00,0
Classic MCTS,pos_32,opening,13,14253,565.83,25226,500.01,f1g2,24,0.00,0
Pure Alpha-Beta,pos_33,opening,6,2474039,500.59,4948078,0.01,b1d2,65,8.51,0
Full Alpha-Beta,pos_33,opening,14,1347695,500.47,2695390,0.01,e3e4,25,2.96,4
MTD(f),pos_33,opening,6,1069105,500.49,2138210,0.10,b1d2,65,7.10,0
NegaScout,pos_33,opening,7,2580571,500.34,5161142,0.01,b1d2,15,7.92,0
MCTS,pos_33,opening,18,717030,523.96,1370994,485.00,b1d2,50,0.00,0
Classic MCTS,pos_33,opening,13,14042,502.08,27972,500.01,h2h4,11,0.00,0
Pure Alpha-Beta,pos_34,opening,7,1720505,522.23,3295986,0.59,b1d2,5,4.26,3
Full Alpha-Beta,pos_34,opening,12,1110161,501.15,2215890,0.42,b1d2,25,2.59,1
MTD(f),pos_34,opening,6,1159252,501.19,2313876,1.37,b1d2,40,12.35,1
NegaScout,pos_34,opening,7,2101406,500.46,4202812,0.39,b1d2,5,4.84,3
MCTS,pos_34,opening,17,701772,519.06,1352161,485.00,f4e5,33,0.00,0
Classic MCTS,pos_34,opening,13,12910,505.45,25564,500.01,d1e2,15,0.00,0
Pure Alpha-Beta,pos_35,opening,7,1990846,500.02,3981692,0.03,g1e2,-10,6.54,3
Full Alpha-Beta,pos_35,opening,13,1147027,501.45,2289475,0.04,d2d4,15,2.41,2
MTD(f),pos_35,opening,6,1044529,502.64,2080735,0.22,d2d4,20,12.27,2
NegaScout,pos_35,opening,7,2035832,500.28,4071664,0.03,g1e2,-10,6.08,3
MCTS,pos_35,opening,18,697409,518.38,1346349,485.00,g1e2,-3,0.00,0
Classic MCTS,pos_35,opening,12,9567,501.15,19095,500.01,d2d3,21,0.00,0
Pure Alpha-Beta,pos_36,opening,6,1634343,500.14,3268686,0.03,c1e3,20,14.67,2
Full Alpha-Beta,pos_36,opening,13,1204361,500.49,2408722,0.04,b1c3,25,3.31,0
MTD(f),pos_36,opening,6,1237052,501.24,2469165,0.19,b1c3,20,12.23,0
NegaScout,pos_36,opening,7,2179233,501.09,4349766,0.04,g1e2,5,7.97,3
MCTS,pos_36,opening,18,690679,523.82,1320609,485.00,b1c3,22,0.00,0
Classic MCTS,pos_36,opening,13,12835,501.80,25618,500.01,f1b5,18,0.00,0
Pure Alpha-Beta,pos_37,opening,6,1998881,501.29,3989782,0.01,b1d2,65,8.46,1
Full Alpha-Beta,pos_37,opening,13,1232996,500.39,2465992,0.02,g1f3,25,3.19,2
MTD(f),pos_37,opening,6,1126473,500.61,2252946,0.10,g1f3,65,7.95,0
NegaScout,pos_37,opening,7,2187376,500.36,4374752,0.01,b1d2,35,7.19,1
MCTS,pos_37,opening,18,659110,527.57,1250683,485.00,b1d2,55,0.00,0
Classic MCTS,pos_37,opening,13,13074,501.16,26095,500.01,g2g4,20,0.00,0
Pure Alpha-Beta,pos_38,opening,6,1724490,500.21,3448980,0.02,c4d5,40,36.10,1
Full Alpha-Beta,pos_38,opening,14,1220780,501.56,2436686,0.03,b1c3,25,2.68,2
MTD(f),pos_38,opening,6,1191971,500.41,2383942,0.17,c4d5,40,26.49,1
NegaScout,pos_38,opening,7,2109606,501.22,4210790,0.02,g1f3,0,9.98,2
MCTS,pos_38,opening,18,680502,522.77,1303643,485.00,g1f3,33,0.00,0
Classic MCTS,pos_38,opening,13,12768,501.18,25485,500.01,d1d2,11,0.00,0
Pure Alpha-Beta,pos_39,opening,6,1982523,500.95,3965046,0.01,b1d2,70,8.69,1
Full Alpha-Beta,pos_39,opening,13,1261765,500.21,2523530,0.02,b1d2,40,2.50,1
MTD(f),pos_39,opening,6,1265724,500.81,2531448,0.16,g1f3,70,14.34,0
NegaScout,pos_39,opening,7,2244720,500.31,4489440,0.01,b1d2,35,6.77,1
MCTS,pos_39,opening,18,733122,528.03,1388488,485.00,b1d2,53,0.00,0
Classic MCTS,pos_39,opening,13,12488,501.81,24926,500.82,d1c2,10,0.00,0
Pure Alpha-Beta,pos_40,opening,6,2129991,500.25,4259982,0.01,b1d2,10,9.35,0
Full Alpha-Beta,pos_40,opening,14,1269992,500.26,2539984,0.01,g1e2,-5,2.82,1
MTD(f),pos_40,opening,6,1044560,501.40,2084950,0.05,b1d2,10,13.42,0
NegaScout,pos_40,opening,7,2555991,500.40,5111982,0.01,b1d2,-15,7.74,0
MCTS,pos_40,opening,18,655307,551.69,1189304,485.00,b1d2,5,0.00,0
Classic MCTS,pos_40,opening,13,13250,500.58,26500,500.00,d1e2,13,0.00,0
Pure Alpha-Beta,pos_41,opening,7,1884260,500.78,3768520,0.01,f4e5,29,7.84,1
Full Alpha-Beta,pos_41,opening,14,1171656,500.68,2343312,0.02,f4e5,20,2.64,1
MTD(f),pos_41,opening,6,1089569,501.69,2174788,0.28,f4e5,50,5.45,1
NegaScout,pos_41,opening,7,2084943,500.24,4169886,0.02,f4e5,29,6.70,1
MCTS,pos_41,opening,18,716022,526.03,1361258,485.00,f4e5,26,0.00,0
Classic MCTS,pos_41,opening,13,13589,500.65,27178,500.01,e1e2,14,0.00,0
Pure Alpha-Beta,pos_42,opening,7,1880257,500.35,3760514,0.25,g1f3,-30,5.85,4
Full Alpha-Beta,pos_42,opening,13,1237162,501.40,2469385,0.31,g1f3,-25,2.17,6
MTD(f),pos_42,opening,6,1167474,501.79,2330287,0.43,e4d5,5,6.75,3
NegaScout,pos_42,opening,7,2052195,500.02,4104390,0.23,g1f3,-30,5.03,4
MCTS,pos_42,opening,17,689277,525.77,1312908,485.00,f4e5,-27,0.00,0
Classic MCTS,pos_42,opening,13,12970,500.64,25940,500.00,d1c2,21,0.00,0
Pure Alpha-Beta,pos_43,opening,7,2072691,500.27,4145382,0.02,b1c3,50,9.30,2
Full Alpha-Beta,pos_43,opening,14,1274060,500.06,2548120,0.02,b1c3,55,2.68,2
MTD(f),pos_43,opening,6,1245239,501.56,2485506,0.24,e4f5,70,18.78,1
NegaScout,pos_43,opening,7,2175073,500.49,4350146,0.02,b1c3,50,8.77,2
MCTS,pos_43,opening,18,750007,523.34,1434047,485.00,b1d2,38,0.00,0
Classic MCTS,pos_43,opening,13,13415,500.62,26830,500.01,d1f3,14,0.00,0
Pure Alpha-Beta,pos_44,opening,7,2236520,500.40,4473040,0.02,b1c3,-10,7.64,2
Full Alpha-Beta,pos_44,opening,14,1282153,500.49,2564306,0.02,b1c3,5,2.49,2
MTD(f),pos_44,opening,6,1286201,500.85,2572402,0.15,c4d5,35,13.12,1
NegaScout,pos_44,opening,7,2191487,500.31,4382974,0.02,b1c3,-10,6.49,2
MCTS,pos_44,opening,18,708593,522.23,1357457,485.00,g1f3,30,0.00,0
Classic MCTS,pos_44,opening,13,13289,500.62,26578,500.00,a2a4,11,0.00,0
Pure Alpha-Beta,pos_45,opening,7,1966199,500.59,3932398,0.04,b1d2,-20,6.50,4
Full Alpha-Beta,pos_45,opening,13,1183839,501.01,2362952,0.05,g1f3,-13,2.53,0
MTD(f),pos_45,opening,6,913455,500.78,1826910,0.42,e4d5,25,7.29,1
NegaScout,pos_45,opening,7,1990741,500.49,3981482,0.05,b1d2,-20,5.91,4
MCTS,pos_45,opening,18,651123,521.50,1249756,485.00,e4e5,-19,0.00,0
Classic MCTS,pos_45,opening,13,12351,500.61,24702,500.01,c3c4,14,0.00,0
Pure Alpha-Beta,pos_46,opening,7,1912979,500.29,3825958,0.02,c4d5,10,8.22,1
Full Alpha-Beta,pos_46,opening,12,1146941,501.52,2289303,0.04,c4d5,10,3.81,3
MTD(f),pos_46,opening,6,1376295,501.09,2747095,0.23,c4d5,65,8.50,1
NegaScout,pos_46,opening,7,1450097,501.15,2894405,0.03,c4d5,10,7.01,1
MCTS,pos_46,opening,18,652514,519.61,1257252,485.22,b1c3,63,0.00,0
Classic MCTS,pos_46,opening,13,12493,500.60,24986,500.00,g2g3,12,0.00,0
Pure Alpha-Beta,pos_47,opening,6,2097211,500.63,4194422,0.01,e2e4,45,9.79,1
Full Alpha-Beta,pos_47,opening,13,1147002,501.53,2289425,0.02,e2e4,0,2.88,1
MTD(f),pos_47,opening,6,1105964,500.32,2211928,0.12,e2e4,45,8.44,1
NegaScout,pos_47,opening,7,2347101,500.72,4694202,0.01,b1d2,0,8.01,2
MCTS,pos_47,opening,18,708715,528.22,1342263,485.46,e2e4,27,0.00,0
Classic MCTS,pos_47,opening,13,12642,500.67,25284,500.01,e2e3,20,0.00,0
Pure Alpha-Beta,pos_48,opening,7,1818777,501.10,3630293,0.03,d4e5,-35,6.95,3
Full Alpha-Beta,pos_48,opening,14,1245427,500.97,2490854,0.04,d4e5,-5,2.51,3
MTD(f),pos_48,opening,6,1032263,500.72,2064526,0.10,b1c3,-15,12.49,2
NegaScout,pos_48,opening,7,1970313,500.11,3940626,0.03,d4e5,-35,6.37,3
MCTS,pos_48,opening,17,748378,519.46,1441961,485.00,d4e5,40,0.00,0
Classic MCTS,pos_48,opening,13,13265,500.69,26530,500.01,b1a3,23,0.00,0
Pure Alpha-Beta,pos_49,opening,6,2134137,501.08,4259754,0.01,b1c3,30,11.71,2
Full Alpha-Beta,pos_49,opening,12,1175703,501.11,2346712,0.02,b1c3,5,2.96,4
MTD(f),pos_49,opening,6,999447,501.62,1994904,0.12,b1c3,30,15.77,2
NegaScout,pos_49,opening,6,2322507,500.84,4645014,0.02,b1c3,30,8.76,2
MCTS,pos_49,opening,17,637708,522.95,1221662,485.00,b1c3,8,0.00,0
Classic MCTS,pos_49,opening,13,12159,500.61,24318,500.01,h2h4,16,0.00,0
Pure Alpha-Beta,pos_50,opening,6,2314304,501.60,4619369,0.02,b1d2,45,9.78,3
Full Alpha-Beta,pos_50,opening,14,1200335,500.22,2400670,0.03,g1f3,28,2.75,0
MTD(f),pos_50,opening,6,897076,500.34,1794152,0.25,g1f3,45,6.54,0
