algorithm,position_id,phase,depth,nodes,time_ms,nps,ttfm_ms,best_move,score,branching_factor,stability
Classic MCTS,pos_6,opening,13,12674,501.06,25297,500.01,d4d5,24,0.00,0
Pure Alpha-Beta,pos_7,opening,6,1683664,500.92,3367328,0.13,d4d5,0,18.76,1
Full Alpha-Beta,pos_7,opening,13,1200231,501.14,2395670,0.26,d4d5,-26,2.80,1
MTD(f),pos_7,opening,6,1278061,500.93,2556122,0.58,d4d5,0,13.48,1
NegaScout,pos_7,opening,6,1929304,501.19,3850906,0.14,d4d5,0,9.25,1
MCTS,pos_7,opening,17,670228,526.05,1274197,485.00,d4d5,6,0.00,0
Classic MCTS,pos_7,opening,13,13616,501.13,27177,500.22,d1c2,8,0.00,0
Pure Alpha-Beta,pos_8,opening,5,1912872,501.06,3818107,0.02,g1f3,-10,15.73,0
Full Alpha-Beta,pos_8,opening,11,1155275,501.67,2305938,0.05,g1f3,26,2.68,0
MTD(f),pos_8,opening,6,1171491,501.16,2338305,0.08,f1d3,25,10.08,1
NegaScout,pos_8,opening,5,1855587,501.07,3703766,0.03,g1f3,-10,13.23,0
MCTS,pos_8,opening,17,649585,515.64,1261330,485.00,f1b5,0,0.00,0
Classic MCTS,pos_8,opening,13,12985,500.69,25970,500.01,g2g3,17,0.00,0
Pure Alpha-Beta,pos_9,opening,6,1945658,500.12,3891316,0.07,d5e3,-4,6.32,0
Full Alpha-Beta,pos_9,opening,11,1114274,500.61,2228548,0.09,d5e3,-18,2.93,0
MTD(f),pos_9,opening,6,1200283,501.10,2395774,0.12,d5e3,-4,30.59,0
NegaScout,pos_9,opening,6,2084900,500.65,4169800,0.09,d5e3,-4,5.97,0
MCTS,pos_9,opening,17,639125,525.81,1217380,485.00,d5e3,-27,0.00,0
Classic MCTS,pos_9,opening,13,14444,502.20,28772,500.01,f1e2,5,0.00,0
Pure Alpha-Beta,pos_10,opening,7,2052208,500.43,4104416,0.10,d3e4,-93,5.77,1
Full Alpha-Beta,pos_10,opening,13,1192181,500.88,2384362,0.21,d3e4,-13,2.40,1
MTD(f),pos_10,opening,6,1364112,500.07,2728224,0.72,f3d4,-55,5.62,0
NegaScout,pos_10,opening,7,2175072,500.28,4350144,0.06,d3e4,-93,5.57,1
MCTS,pos_10,opening,17,712669,522.18,1365266,485.03,d3e4,-48,0.00,0
Classic MCTS,pos_10,opening,13,12755,501.75,25459,500.03,c3a4,14,0.00,0
Pure Alpha-Beta,pos_11,opening,6,1757275,500.63,3514550,0.14,a4b5,-19,6.64,3
Full Alpha-Beta,pos_11,opening,12,1196161,500.27,2392322,0.19,f1e2,-36,4.69,6
MTD(f),pos_11,opening,6,1392748,500.97,2785496,0.69,a4b5,-19,11.12,3
NegaScout,pos_11,opening,7,1998951,500.98,3997902,0.17,f1e2,-47,4.83,4
MCTS,pos_11,opening,17,695226,522.04,1331850,485.00,c3d5,-41,0.00,0
Classic MCTS,pos_11,opening,13,13335,500.79,26670,500.01,d1e2,24,0.00,0
Pure Alpha-Beta,pos_12,opening,5,2105418,500.11,4210836,0.03,b1d2,50,17.85,0
Full Alpha-Beta,pos_12,opening,12,1310881,501.54,2616528,0.02,b1d2,50,5.18,0
MTD(f),pos_12,opening,7,1335427,500.92,2670854,0.42,g2g4,65,13.66,2
NegaScout,pos_12,opening,6,2170995,500.30,4341990,0.03,a2a4,65,10.76,1
MCTS,pos_12,opening,17,673520,513.81,1312904,485.00,b1d2,62,0.00,0
Classic MCTS,pos_12,opening,13,13083,500.65,26166,500.01,g2g4,19,0.00,0
Pure Alpha-Beta,pos_13,opening,6,2125998,500.67,4251996,0.02,d1d3,-10,10.87,0
Full Alpha-Beta,pos_13,opening,14,1241335,501.23,2477714,0.02,d1d3,-1,3.40,0
MTD(f),pos_13,opening,6,1474639,500.28,2949278,0.16,d1d3,-10,8.94,0
NegaScout,pos_13,opening,7,2302078,500.50,4604156,0.02,d1d3,-46,7.50,0
MCTS,pos_13,opening,17,662557,512.33,1294056,485.00,d1d3,-33,0.00,0
Classic MCTS,pos_13,opening,13,13502,500.67,27004,500.00,a2a4,11,0.00,0
Pure Alpha-Beta,pos_14,opening,6,1745003,501.30,3483039,0.02,d1a4,135,8.34,2
Full Alpha-Beta,pos_14,opening,14,1278130,501.34,2551157,0.04,d1a4,130,3.31,2
MTD(f),pos_14,opening,6,1114152,500.59,2228304,0.20,d1a4,135,7.06,2
NegaScout,pos_14,opening,6,1929271,500.03,3858542,0.03,d1a4,135,7.52,2
MCTS,pos_14,opening,17,579674,507.86,1143341,485.00,c1g5,105,0.00,0
Classic MCTS,pos_14,opening,13,13077,501.28,26101,500.01,b2b3,25,0.00,0
Pure Alpha-Beta,pos_15,opening,6,2011197,500.44,4022394,0.03,e1g1,40,10.62,2
Full Alpha-Beta,pos_15,opening,14,1347782,500.99,2695564,0.04,e1g1,30,2.16,2
MTD(f),pos_15,opening,7,1265803,500.96,2531606,0.46,e1g1,35,5.14,2
NegaScout,pos_15,opening,6,1802323,500.58,3604646,0.04,e1g1,40,8.79,2
MCTS,pos_15,opening,17,696410,511.62,1362837,485.00,e1g1,66,0.00,0
Classic MCTS,pos_15,opening,13,13355,501.25,26656,500.00,e1f1,16,0.00,0
Pure Alpha-Beta,pos_16,opening,6,1384530,500.36,2769060,0.06,d2d4,20,11.65,3
Full Alpha-Beta,pos_16,opening,13,1269929,502.33,2529739,0.10,c3c4,15,2.64,4
MTD(f),pos_16,opening,6,1077279,516.69,2087750,0.23,d2d4,20,5.91,3
NegaScout,pos_16,opening,6,1622099,500.01,3244198,0.09,d2d4,20,10.99,3
MCTS,pos_16,opening,18,712245,513.55,1388391,485.00,d2d3,4,0.00,0
Classic MCTS,pos_16,opening,13,13273,500.89,26546,500.01,b2b3,13,0.00,0
Pure Alpha-Beta,pos_17,opening,5,1564747,500.59,3129494,0.08,f1c4,75,16.74,2
Full Alpha-Beta,pos_17,opening,11,1229007,500.30,2458014,0.11,f1b5,81,3.19,3
MTD(f),pos_17,opening,6,1368107,501.61,2730752,1.06,f1c4,90,18.81,2
NegaScout,pos_17,opening,5,1609842,502.34,3206856,0.08,f1c4,75,12.97,2
MCTS,pos_17,opening,17,569328,506.83,1125154,485.00,f4g5,74,0.00,0
Classic MCTS,pos_17,opening,13,12771,501.01,25491,500.01,f4g5,21,0.00,0
Pure Alpha-Beta,pos_18,opening,6,2003070,501.06,3998143,0.02,d1b3,100,12.63,3
Full Alpha-Beta,pos_18,opening,12,1323223,500.78,2646446,0.05,e1g1,91,2.54,0
MTD(f),pos_18,opening,6,1122378,500.74,2244756,0.57,d1b3,100,7.20,3
NegaScout,pos_18,opening,6,1847346,500.51,3694692,0.03,d1b3,100,10.19,3
MCTS,pos_18,opening,17,711854,508.08,1401287,485.00,e1g1,77,0.00,0
Classic MCTS,pos_18,opening,13,12646,501.00,25241,500.01,e1g1,25,0.00,0
Pure Alpha-Beta,pos_19,opening,6,2150468,500.37,4300936,0.09,c4d3,95,7.40,2
Full Alpha-Beta,pos_19,opening,13,1306796,501.48,2608375,0.10,c4d3,67,2.45,4
MTD(f),pos_19,opening,6,1396801,501.41,2788025,0.69,c4d3,95,18.37,2
NegaScout,pos_19,opening,6,2179152,500.16,4358304,0.07,c4d3,95,8.19,2
MCTS,pos_19,opening,17,610133,504.83,1210581,485.00,c4d3,83,0.00,0
Classic MCTS,pos_19,opening,13,13129,501.14,26205,500.00,d1c1,24,0.00,0
Pure Alpha-Beta,pos_20,opening,7,1974401,500.70,3948802,0.02,h3g4,155,6.39,0
Full Alpha-Beta,pos_20,opening,14,1216572,500.28,2433144,0.03,h3g4,127,2.76,0
MTD(f),pos_20,opening,6,1204280,501.38,2403752,1.63,h3g4,170,9.29,0
NegaScout,pos_20,opening,7,2044022,500.91,4088044,0.02,h3g4,155,6.36,0
MCTS,pos_20,opening,17,697254,505.16,1380700,485.00,h3g4,161,0.00,0
Classic MCTS,pos_20,opening,13,12943,500.71,25886,500.01,e3e4,18,0.00,0
Pure Alpha-Beta,pos_21,opening,7,2154641,500.35,4309282,0.01,e1g1,-40,8.10,1
Full Alpha-Beta,pos_21,opening,13,1020029,501.64,2035986,0.02,b1d2,-35,2.39,0
MTD(f),pos_21,opening,6,1003581,500.91,2007162,0.11,b1d2,-25,4.87,0
NegaScout,pos_21,opening,7,2154632,500.37,4309264,0.02,e1g1,-40,7.59,1
MCTS,pos_21,opening,18,712337,508.92,1402238,485.00,e1g1,-19,0.00,0
Classic MCTS,pos_21,opening,13,14840,501.02,29620,500.01,h1f1,18,0.00,0
Pure Alpha-Beta,pos_22,opening,5,1589322,500.26,3178644,0.24,e1c1,57,7.62,3
Full Alpha-Beta,pos_22,opening,11,1097850,500.53,2195700,0.21,d4d5,47,2.33,6
MTD(f),pos_22,opening,5,1359921,500.67,2719842,0.69,e1c1,57,20.64,3
NegaScout,pos_22,opening,6,1831039,500.59,3662078,0.30,d4d5,53,6.46,4
MCTS,pos_22,opening,17,578720,508.59,1139212,485.00,g5f6,31,0.00,0
Classic MCTS,pos_22,opening,13,13842,500.71,27684,500.01,c4b3,29,0.00,0
Pure Alpha-Beta,pos_23,opening,6,1790096,500.50,3580192,0.03,e1g1,50,15.58,0
Full Alpha-Beta,pos_23,opening,12,1253468,500.67,2506936,0.04,c3e4,35,3.85,1
MTD(f),pos_23,opening,6,1364029,500.68,2728058,0.74,e1g1,50,5.77,0
NegaScout,pos_23,opening,6,2306132,500.33,4612264,0.04,e1g1,50,9.06,0
MCTS,pos_23,opening,17,572012,507.86,1128228,485.00,g3g4,69,0.00,0
Classic MCTS,pos_23,opening,13,12763,500.77,25526,500.01,a1c1,16,0.00,0
Pure Alpha-Beta,pos_24,opening,7,1806463,500.77,3612926,0.29,f1a6,73,8.17,2
Full Alpha-Beta,pos_24,opening,11,1224873,500.30,2449746,0.53,f1a6,73,2.80,4
MTD(f),pos_24,opening,6,1327194,501.68,2649089,2.25,f1a6,88,6.58,2
NegaScout,pos_24,opening,7,2015351,500.38,4030702,0.50,f1a6,73,5.51,2
MCTS,pos_24,opening,17,666095,512.79,1300966,485.00,d4c5,101,0.00,0
Classic MCTS,pos_24,opening,13,12596,500.85,25192,500.01,d1d3,22,0.00,0
Pure Alpha-Beta,pos_25,opening,7,2031798,500.97,4063596,0.20,e2c3,0,5.44,4
Full Alpha-Beta,pos_25,opening,12,1257652,500.46,2515304,0.21,e4f6,-6,2.00,4
MTD(f),pos_25,opening,6,1802313,501.13,3597431,0.24,g5f6,3,13.78,3
NegaScout,pos_25,opening,7,2130027,501.13,4251550,0.20,e2c3,0,5.27,4
MCTS,pos_25,opening,17,651602,510.23,1277650,485.33,e4c3,-3,0.00,0
Classic MCTS,pos_25,opening,13,12787,500.97,25574,500.00,g5f4,14,0.00,0
Pure Alpha-Beta,pos_26,opening,6,1716363,500.36,3432726,0.14,c4b3,-31,7.98,3
Full Alpha-Beta,pos_26,opening,12,1249449,501.00,2493910,0.17,d4e5,-29,2.61,5
MTD(f),pos_26,opening,7,2084969,501.14,4161614,1.23,c4e2,-30,8.00,4
NegaScout,pos_26,opening,6,2068616,500.77,4137232,0.13,c4b3,-31,7.18,3
MCTS,pos_26,opening,17,703275,506.69,1389871,485.00,c4e2,0,0.00,0
Classic MCTS,pos_26,opening,13,13493,500.71,26986,500.00,c3a4,20,0.00,0
Pure Alpha-Beta,pos_27,opening,5,1605717,501.00,3211434,0.02,e3e4,110,45.94,2
Full Alpha-Beta,pos_27,opening,11,1204322,501.94,2403836,0.03,e3e4,112,4.10,2
MTD(f),pos_27,opening,6,1122387,501.88,2240293,0.46,e3e4,120,16.07,2
NegaScout,pos_27,opening,5,1151041,501.64,2297487,0.04,e3e4,110,24.74,2
MCTS,pos_27,opening,18,720626,506.71,1424162,485.00,e3e4,124,0.00,0
Classic MCTS,pos_27,opening,13,13887,500.78,27774,500.01,d1c2,23,0.00,0
Pure Alpha-Beta,pos_28,opening,5,1380420,504.14,2738928,0.05,e1g1,63,12.99,0
Full Alpha-Beta,pos_28,opening,11,1249459,501.20,2493930,0.05,e1g1,62,2.79,0
MTD(f),pos_28,opening,6,1019955,500.79,2039910,0.67,e1g1,67,5.33,0
NegaScout,pos_28,opening,6,1740909,500.92,3481818,0.06,e1g1,67,8.84,0
MCTS,pos_28,opening,17,778968,505.18,1542510,485.00,d1a4,77,0.00,0
Classic MCTS,pos_28,opening,13,14673,500.98,29346,500.01,b5c4,15,0.00,0
Pure Alpha-Beta,pos_29,opening,6,1765565,501.21,3524081,0.11,h4f6,36,7.95,3
Full Alpha-Beta,pos_29,opening,13,1208432,500.95,2416864,0.22,b5c4,25,1.90,5
MTD(f),pos_29,opening,6,1278019,501.63,2550936,0.53,h4f6,36,11.29,3
NegaScout,pos_29,opening,6,2068551,500.08,4137102,0.10,h4f6,36,7.59,3
MCTS,pos_29,opening,17,633224,508.67,1246503,485.00,b5c4,23,0.00,0
Classic MCTS,pos_29,opening,13,13076,500.76,26152,500.01,a2a4,18,0.00,0
Pure Alpha-Beta,pos_30,opening,6,1962131,500.38,3924262,0.14,c1f4,10,6.90,0
Full Alpha-Beta,pos_30,opening,12,1130713,501.41,2256912,0.09,d1a4,-10,3.22,1
MTD(f),pos_30,opening,6,1417312,500.81,2834624,0.10,c1f4,10,12.80,0
NegaScout,pos_30,opening,6,1904742,500.66,3809484,0.18,c1f4,10,6.07,0
MCTS,pos_30,opening,17,666973,507.78,1315528,485.00,f1b5,46,0.00,0
Classic MCTS,pos_30,opening,13,13873,501.30,27690,500.01,b1a3,20,0.00,0
Pure Alpha-Beta,pos_31,opening,6,1712256,501.01,3417676,0.03,g1h3,40,10.83,2
Full Alpha-Beta,pos_31,opening,14,1200528,501.15,2396263,0.07,g1h3,20,2.61,3
MTD(f),pos_31,opening,6,1224744,500.60,2449488,0.64,g1h3,40,7.17,2
NegaScout,pos_31,opening,6,1904734,500.16,3809468,0.05,g1h3,40,9.58,2
MCTS,pos_31,opening,17,654002,510.20,1282356,485.00,d3g3,77,0.00,0
Classic MCTS,pos_31,opening,13,12965,501.56,25878,500.01,h2h3,13,0.00,0
Pure Alpha-Beta,pos_32,opening,6,1773636,500.37,3547272,0.09,d4d5,20,14.11,3
Full Alpha-Beta,pos_32,opening,14,1368212,500.32,2736424,0.10,d4d5,20,2.82,1
MTD(f),pos_32,opening,6,1196083,500.76,2392166,0.06,d4d5,20,7.72,1
NegaScout,pos_32,opening,6,1867890,500.40,3735780,0.17,d4d5,20,9.51,3
MCTS,pos_32,opening,17,689745,511.34,1349794,485.00,d4d5,-6,0.00,0
Classic MCTS,pos_32,opening,13,12791,501.11,25530,500.01,h2h4,29,0.00,0
Pure Alpha-Beta,pos_33,opening,5,1720443,500.27,3440886,0.03,d1d3,110,15.50,0
Full Alpha-Beta,pos_33,opening,11,1175742,501.62,2346790,0.03,a1b1,89,4.26,4
MTD(f),pos_33,opening,6,1052722,502.21,2097055,0.51,d1d3,120,19.45,0
NegaScout,pos_33,opening,5,1384554,501.93,2763580,0.04,d1d3,110,12.75,0
MCTS,pos_33,opening,17,665046,506.26,1314320,485.00,d1d3,97,0.00,0
Classic MCTS,pos_33,opening,13,13534,500.88,27068,500.01,e3d2,19,0.00,0
Pure Alpha-Beta,pos_34,opening,6,1462372,500.26,2924744,0.05,d1b1,105,10.73,2
Full Alpha-Beta,pos_34,opening,13,1331411,500.78,2662822,0.05,d1b1,75,2.67,2
MTD(f),pos_34,opening,6,1077294,500.02,2154588,0.69,d1b1,105,4.68,2
NegaScout,pos_34,opening,6,1970255,500.74,3940510,0.05,d1b1,105,9.58,2
MCTS,pos_34,opening,17,601709,510.34,1179821,485.00,e1g1,37,0.00,0
Classic MCTS,pos_34,opening,13,14410,500.75,28820,500.01,f3h4,20,0.00,0
Pure Alpha-Beta,pos_35,opening,7,2179228,500.87,4358456,0.05,f1a6,48,6.36,4
Full Alpha-Beta,pos_35,opening,14,1409126,500.65,2818252,0.07,f1a6,51,2.75,3
MTD(f),pos_35,opening,6,1196091,500.20,2392182,0.31,f1a6,84,12.95,4
NegaScout,pos_35,opening,7,2658390,500.62,5316780,0.06,f1a6,48,5.11,4
MCTS,pos_35,opening,17,663219,511.12,1297884,485.00,g1f3,38,0.00,0
Classic MCTS,pos_35,opening,13,14700,501.20,29341,500.00,d1e2,17,0.00,0
Pure Alpha-Beta,pos_36,opening,6,2555993,500.68,5111986,0.01,b1c3,25,10.44,0
Full Alpha-Beta,pos_36,opening,14,1384576,500.79,2769152,0.02,b1c3,25,2.77,0
MTD(f),pos_36,opening,6,1224737,501.36,2444584,0.09,b1c3,25,15.85,0
NegaScout,pos_36,opening,7,2551947,500.43,5103894,0.01,b1c3,15,8.42,0
MCTS,pos_36,opening,18,656983,518.79,1268306,485.00,b1c3,6,0.00,0
Classic MCTS,pos_36,opening,13,14029,501.13,28001,500.01,b2c3,11,0.00,0
Pure Alpha-Beta,pos_37,opening,6,2035794,501.17,4063461,0.04,c3d4,-60,7.42,2
Full Alpha-Beta,pos_37,opening,13,999551,502.06,1991137,0.04,c3d4,-70,2.73,2
MTD(f),pos_37,opening,6,1548333,501.05,3090485,1.59,c3d4,-60,8.68,2
NegaScout,pos_37,opening,6,1740854,500.53,3481708,0.03,c3d4,-60,7.15,2
MCTS,pos_37,opening,18,713929,515.44,1386269,485.00,f3d4,-61,0.00,0
Classic MCTS,pos_37,opening,13,13729,501.25,27403,500.00,b3c4,16,0.00,0
Pure Alpha-Beta,pos_38,opening,6,1999058,500.58,3998116,0.02,c2c4,50,13.30,1
Full Alpha-Beta,pos_38,opening,13,1237165,500.69,2474330,0.06,c2c4,31,2.68,1
MTD(f),pos_38,opening,6,1642576,501.24,3278594,0.11,c2c4,50,18.29,1
NegaScout,pos_38,opening,6,2097260,500.83,4194520,0.02,c2c4,50,12.43,1
MCTS,pos_38,opening,17,592833,551.44,1075921,494.50,c2c4,9,0.00,0
Classic MCTS,pos_38,opening,13,12380,501.06,24710,500.00,g2h3,32,0.00,0
Pure Alpha-Beta,pos_39,opening,7,2007243,500.97,4014486,0.01,f1c4,41,7.13,0
Full Alpha-Beta,pos_39,opening,12,1130559,501.30,2256604,0.02,f1c4,44,2.65,0
MTD(f),pos_39,opening,6,1163301,500.40,2326602,0.40,f1c4,51,6.39,0
NegaScout,pos_39,opening,7,2097372,500.15,4194744,0.02,f1c4,41,6.43,0
MCTS,pos_39,opening,17,679189,505.53,1344928,485.04,f1c4,25,0.00,0
Classic MCTS,pos_39,opening,13,13881,501.13,27706,500.00,h2h3,12,0.00,0
Pure Alpha-Beta,pos_40,opening,6,1904752,500.35,3809504,0.06,d1d3,135,8.41,1
Full Alpha-Beta,pos_40,opening,12,1298539,500.95,2597078,0.04,e1g1,100,4.19,2
MTD(f),pos_40,opening,6,1544292,500.65,3088584,0.65,e1g1,135,21.69,0
NegaScout,pos_40,opening,6,1957987,500.29,3915974,0.06,d1d3,135,9.49,1
MCTS,pos_40,opening,18,760449,507.47,1499899,485.00,e1g1,94,0.00,0
Classic MCTS,pos_40,opening,13,13420,500.66,26840,500.01,d1e2,16,0.00,0
Pure Alpha-Beta,pos_41,opening,6,1757227,500.08,3514454,0.25,d4d5,102,4.54,1
Full Alpha-Beta,pos_41,opening,13,1159263,501.06,2313898,0.27,d4d5,62,2.18,1
MTD(f),pos_41,opening,6,1265704,501.13,2526355,3.67,d4d5,102,5.03,1
NegaScout,pos_41,opening,7,2314342,501.40,4619445,0.75,d4d5,82,4.65,1
MCTS,pos_41,opening,18,690031,505.79,1366398,485.00,b1d2,84,0.00,0
Classic MCTS,pos_41,opening,13,12921,500.67,25842,500.00,e4f5,16,0.00,0
Pure Alpha-Beta,pos_42,opening,6,2068544,500.18,4137088,0.31,e4d5,115,8.38,2
Full Alpha-Beta,pos_42,opening,11,1220792,500.45,2441584,0.64,d1d3,94,2.24,5
MTD(f),pos_42,opening,6,1081402,501.58,2158487,2.89,e4d5,115,2.39,2
NegaScout,pos_42,opening,6,2265157,500.50,4530314,0.43,e4d5,115,5.45,2
MCTS,pos_42,opening,17,635075,506.79,1255088,485.00,e4d5,55,0.00,0
Classic MCTS,pos_42,opening,13,12956,500.70,25912,500.01,c1g5,23,0.00,0
Pure Alpha-Beta,pos_43,opening,6,2580543,500.41,5161086,0.01,c2c4,70,11.22,2
Full Alpha-Beta,pos_43,opening,12,1196200,500.09,2392400,0.01,c2c4,55,3.55,6
MTD(f),pos_43,opening,6,1044530,500.38,2089060,0.11,c2c4,70,8.48,2
NegaScout,pos_43,opening,6,2666554,500.28,5333108,0.01,c2c4,70,10.67,2
MCTS,pos_43,opening,18,657852,509.70,1292440,485.00,d1d3,50,0.00,0
Classic MCTS,pos_43,opening,13,13906,501.50,27756,500.01,h2h3,18,0.00,0
Pure Alpha-Beta,pos_44,opening,6,1527984,501.07,3049868,0.33,c1e3,102,5.51,2
Full Alpha-Beta,pos_44,opening,12,1040577,500.70,2081154,0.21,c1e3,105,2.47,4
MTD(f),pos_44,opening,6,1359953,500.55,2719906,0.78,c1e3,102,11.67,2
NegaScout,pos_44,opening,6,1634395,500.12,3268790,0.36,c1e3,102,5.21,2
MCTS,pos_44,opening,17,628941,508.98,1238072,485.00,d4d5,84,0.00,0
Classic MCTS,pos_44,opening,13,13834,501.34,27612,500.01,d4e5,21,0.00,0
Pure Alpha-Beta,pos_45,opening,6,1753191,500.93,3506382,0.09,f1d3,10,8.05,2
Full Alpha-Beta,pos_45,opening,13,1192096,500.77,2384192,0.09,f1g2,2,2.44,4
MTD(f),pos_45,opening,6,1277992,500.30,2555984,0.30,f1d3,10,14.69,2
NegaScout,pos_45,opening,7,1912979,500.79,3825958,0.13,d4e5,-20,5.65,3
MCTS,pos_45,opening,17,613897,510.19,1203719,485.00,d4e5,-9,0.00,0
Classic MCTS,pos_45,opening,13,10914,500.98,21828,500.01,c2d3,25,0.00,0
Pure Alpha-Beta,pos_46,opening,7,1769625,500.02,3539250,0.03,c1g5,30,11.05,4
Full Alpha-Beta,pos_46,opening,14,1310974,501.37,2616714,0.04,d4e5,45,2.27,4
MTD(f),pos_46,opening,6,1265748,500.52,2531496,0.30,d4e5,55,7.45,1
NegaScout,pos_46,opening,7,2031776,501.25,4055441,0.04,c1g5,30,7.31,4
MCTS,pos_46,opening,18,684107,513.06,1333541,485.00,d4e5,14,0.00,0
Classic MCTS,pos_46,opening,13,13404,500.62,26808,500.01,g3g4,15,0.00,0
Pure Alpha-Beta,pos_47,opening,6,2175087,500.34,4350174,0.05,e1c1,40,10.36,3
Full Alpha-Beta,pos_47,opening,13,1323147,501.95,2641011,0.07,f1d3,21,2.41,3
MTD(f),pos_47,opening,6,1196086,501.40,2387397,0.30,g1e2,40,13.29,2
NegaScout,pos_47,opening,6,2154614,500.89,4309228,0.06,e1c1,40,8.58,3
MCTS,pos_47,opening,18,721178,509.71,1416852,485.00,g1e2,1,0.00,0
Classic MCTS,pos_47,opening,13,13338,500.89,26676,500.01,f1a6,19,0.00,0
Pure Alpha-Beta,pos_48,opening,6,2375749,500.06,4751498,0.02,h1g1,131,10.93,1
Full Alpha-Beta,pos_48,opening,12,1347701,500.71,2695402,0.08,h1g1,113,3.00,3
MTD(f),pos_48,opening,6,1470507,500.25,2941014,0.24,h1g1,131,14.20,1
NegaScout,pos_48,opening,6,2408550,500.76,4817100,0.02,h1g1,131,9.98,1
MCTS,pos_48,opening,18,667723,516.82,1294036,485.00,h1g1,139,0.00,0
Classic MCTS,pos_48,opening,13,15039,501.11,30017,500.01,f1d3,20,0.00,0
Pure Alpha-Beta,pos_49,opening,6,1851482,500.21,3702964,0.01,d1d3,0,8.59,3
Full Alpha-Beta,pos_49,opening,12,1228845,500.87,2457690,0.01,d1d3,-7,3.39,2
MTD(f),pos_49,opening,7,1245245,501.22,2485518,0.02,d1d3,-7,11.18,3
NegaScout,pos_49,opening,7,2256973,500.07,4513946,0.01,d1d3,-7,7.10,3
MCTS,pos_49,opening,18,769126,513.92,1499270,485.00,b1d2,-11,0.00,0
Classic MCTS,pos_49,opening,13,14923,501.34,29786,500.01,f3e1,13,0.00,0
Pure Alpha-Beta,pos_50,opening,6,2158679,501.18,4308740,0.02,e1g1,50,14.34,0
Full Alpha-Beta,pos_50,opening,13,1286324,500.32,2572648,0.09,e1g1,35,2.35,0
MTD(f),pos_50,opening,6,1396804,500.09,2793608,0.28,e1g1,50,13.07,0
