algorithm,position_id,phase,depth,nodes,time_ms,nps,ttfm_ms,best_move,score,branching_factor,stability
Pure Alpha-Beta,pos_21,middlegame,6,2383933,500.37,4767866,0.04,e2f3,-34,10.69,0
Full Alpha-Beta,pos_21,middlegame,12,1368187,501.27,2730912,0.12,e2f3,-28,2.60,0
MTD(f),pos_21,middlegame,9,2019434,501.12,4030806,0.38,e2f3,-33,3.95,0
NegaScout,pos_21,middlegame,6,2584683,500.12,5169366,0.05,e2f3,-34,8.60,0
MCTS,pos_21,middlegame,18,1046985,506.15,2069140,485.00,e2f3,89,0.00,0
Classic MCTS,pos_21,middlegame,13,33856,501.68,67576,500.01,e2f3,7,0.00,0
Pure Alpha-Beta,pos_22,endgame,8,2789461,500.57,5578922,0.01,e5d4,200,6.47,0
Full Alpha-Beta,pos_22,endgame,14,1433681,500.45,2867362,0.02,e5d4,210,2.47,0
MTD(f),pos_22,endgame,8,2187344,500.70,4374688,0.33,e5d4,200,3.35,0
NegaScout,pos_22,endgame,8,2498664,500.56,4997328,0.02,e5d4,200,6.46,0
MCTS,pos_22,endgame,17,926877,505.34,1835400,485.00,e5d4,160,0.00,0
Classic MCTS,pos_22,endgame,13,19973,500.94,39946,500.04,g5g4,11,0.00,0
Pure Alpha-Beta,pos_23,endgame,7,2814035,500.28,5628070,0.02,d1d5,-10,8.65,1
Full Alpha-Beta,pos_23,endgame,15,1450150,500.23,2900300,0.03,d1d5,26,2.62,1
MTD(f),pos_23,endgame,8,1830991,500.09,3661982,0.29,d1d5,-10,5.59,1
NegaScout,pos_23,endgame,7,2768948,500.26,5537896,0.02,d1d5,-10,8.31,1
MCTS,pos_23,endgame,18,869728,509.18,1708699,485.00,d1d5,28,0.00,0
Classic MCTS,pos_23,endgame,13,20078,501.80,40075,500.00,d1d3,4,0.00,0
Pure Alpha-Beta,pos_24,endgame,7,2764857,500.64,5529714,0.07,c8c7,-21,5.97,1
Full Alpha-Beta,pos_24,endgame,14,1499184,500.25,2998368,0.14,c8f8,-31,1.92,0
MTD(f),pos_24,endgame,8,2240573,500.03,4481146,0.35,c8c7,-20,3.08,1
NegaScout,pos_24,endgame,7,3043380,560.78,5434607,0.07,c8c7,-21,5.14,1
MCTS,pos_24,endgame,17,814467,508.01,1603281,485.00,c8c7,-52,0.00,0
Classic MCTS,pos_24,endgame,13,21087,508.25,41509,500.01,b6b7,6,0.00,0
Pure Alpha-Beta,pos_25,middlegame,9,3051569,500.66,6103138,0.01,b8b2,-28,4.03,0
Full Alpha-Beta,pos_25,middlegame,15,1527934,502.17,3043693,0.02,b8b2,19,2.47,0
MTD(f),pos_25,middlegame,10,1966125,500.78,3932250,0.22,b8b2,-31,2.76,0
NegaScout,pos_25,middlegame,9,2842710,500.06,5685420,0.01,b8b2,-28,3.93,0
MCTS,pos_25,middlegame,18,1052353,507.95,2075646,485.00,b8b2,-43,0.00,0
Classic MCTS,pos_25,middlegame,13,23904,501.04,47712,500.00,h7h6,-32,0.00,0
Pure Alpha-Beta,pos_26,endgame,9,3694641,500.52,7389282,0.01,d5e4,2,5.76,0
Full Alpha-Beta,pos_26,endgame,15,1552469,500.34,3104938,0.01,d5e4,45,3.35,0
MTD(f),pos_26,endgame,8,2002983,500.03,4005966,0.05,d5e4,85,3.66,0
NegaScout,pos_26,endgame,9,3563561,500.29,7127122,0.01,d5e4,2,5.94,0
MCTS,pos_26,endgame,18,1010847,509.58,1985946,485.00,d5e4,82,0.00,0
Classic MCTS,pos_26,endgame,13,28596,501.08,57077,500.01,d5e4,1,0.00,0
Pure Alpha-Beta,pos_27,endgame,6,2662438,500.39,5324876,0.01,h7g7,-28,12.87,0
Full Alpha-Beta,pos_27,endgame,15,1560739,500.90,3121478,0.01,h7g7,-23,2.73,0
MTD(f),pos_27,endgame,8,2064433,500.47,4128866,0.01,h7g7,-24,7.65,0
NegaScout,pos_27,endgame,6,2555938,500.51,5111876,0.01,h7g7,-28,11.59,0
MCTS,pos_27,endgame,18,898015,507.99,1771232,485.00,h7g7,-69,0.00,0
Classic MCTS,pos_27,endgame,13,23003,501.08,45914,500.00,b2a4,3,0.00,0
Pure Alpha-Beta,pos_28,endgame,9,3203185,500.35,6406370,0.01,c2c3,-159,4.90,0
Full Alpha-Beta,pos_28,endgame,14,1499267,540.90,2776420,0.01,c2c3,-185,2.41,0
MTD(f),pos_28,endgame,9,1814564,500.29,3629128,0.27,c2c3,-159,6.47,0
NegaScout,pos_28,endgame,9,3477591,500.45,6955182,0.01,c2c3,-159,4.63,0
MCTS,pos_28,endgame,18,994594,507.76,1961723,485.02,c2c3,-96,0.00,0
Classic MCTS,pos_28,endgame,13,24361,501.15,48624,500.00,c2c3,0,0.00,0
Pure Alpha-Beta,pos_29,endgame,7,1896502,500.86,3793004,0.01,c2c3,56,6.08,0
Full Alpha-Beta,pos_29,endgame,15,1441961,500.86,2883922,0.03,c2c3,75,2.22,0
MTD(f),pos_29,endgame,8,1830949,500.84,3661898,0.09,c2c3,76,5.33,0
NegaScout,pos_29,endgame,8,2564164,500.72,5128328,0.02,c2c3,76,5.21,0
MCTS,pos_29,endgame,18,958778,506.53,1894818,485.02,c2c3,34,0.00,0
Classic MCTS,pos_29,endgame,13,20618,500.90,41236,500.00,c2f2,5,0.00,0
Pure Alpha-Beta,pos_30,endgame,8,3399706,500.17,6799412,0.01,h3g3,227,7.26,0
Full Alpha-Beta,pos_30,endgame,15,1581089,500.41,3162178,0.02,h3g3,254,2.91,0
MTD(f),pos_30,endgame,10,2052128,500.45,4104256,0.37,h3g3,243,5.49,0
NegaScout,pos_30,endgame,8,3289119,500.41,6578238,0.01,h3g3,227,7.02,0
MCTS,pos_30,endgame,17,717186,504.57,1422988,485.08,h3g3,201,0.00,0
Classic MCTS,pos_30,endgame,13,32014,501.11,63900,500.00,f2g3,3,0.00,0
Pure Alpha-Beta,pos_31,endgame,8,2474037,500.42,4948074,0.01,h4g3,-115,5.52,1
Full Alpha-Beta,pos_31,endgame,14,1466461,501.05,2927067,0.02,h4g3,-56,2.59,1
MTD(f),pos_31,endgame,7,1507358,500.47,3014716,0.01,h4g3,-139,48.79,1
NegaScout,pos_31,endgame,8,2658441,500.59,5316882,0.01,h4g3,-115,4.87,1
MCTS,pos_31,endgame,17,923637,503.15,1836256,485.00,h4g3,-100,0.00,0
Classic MCTS,pos_31,endgame,13,18605,500.81,37210,500.01,h4g3,6,0.00,0
Pure Alpha-Beta,pos_32,endgame,6,2875501,500.45,5751002,0.02,f4c1,-118,8.97,4
Full Alpha-Beta,pos_32,endgame,13,1630320,500.41,3260640,0.06,f4d6,-122,2.52,3
MTD(f),pos_32,endgame,8,2109495,500.96,4218990,0.41,f4d6,-125,3.24,5
NegaScout,pos_32,endgame,7,2601020,500.48,5202040,0.02,f4d6,-123,6.75,5
MCTS,pos_32,endgame,18,788672,509.73,1549453,485.09,f4d6,-95,0.00,0
Classic MCTS,pos_32,endgame,13,19478,500.93,38956,500.00,b5b4,10,0.00,0
Pure Alpha-Beta,pos_33,endgame,7,2539581,500.26,5079162,0.13,a6b5,-173,4.96,2
Full Alpha-Beta,pos_33,endgame,12,1359947,500.35,2719894,0.14,a6b5,-142,2.56,2
MTD(f),pos_33,endgame,6,2068525,500.37,4137050,5.60,a6b5,-148,5.18,2
NegaScout,pos_33,endgame,7,2719801,500.10,5439602,0.10,a6b5,-173,5.26,2
MCTS,pos_33,endgame,18,778666,508.03,1532807,485.00,c6b5,-258,0.00,0
Classic MCTS,pos_33,endgame,13,21327,500.98,42654,500.00,e2b2,4,0.00,0
Pure Alpha-Beta,pos_34,endgame,7,3018877,500.31,6037754,0.01,e8d7,-95,6.98,4
Full Alpha-Beta,pos_34,endgame,14,1597508,501.11,3188638,0.02,c4d2,-88,3.13,3
MTD(f),pos_34,endgame,7,1499180,500.99,2998360,0.25,e8d7,-95,18.56,2
NegaScout,pos_34,endgame,8,3522652,500.68,7045304,0.01,c4d2,-78,6.18,5
MCTS,pos_34,endgame,18,718693,512.68,1403697,485.00,g3e5,-44,0.00,0
Classic MCTS,pos_34,endgame,13,20613,501.15,41143,500.01,c4d6,5,0.00,0
Pure Alpha-Beta,pos_35,endgame,7,2850883,500.39,5701766,0.03,f3f8,0,6.14,3
Full Alpha-Beta,pos_35,endgame,16,1503400,500.56,3006800,0.04,f3f8,-4,2.10,1
MTD(f),pos_35,endgame,9,1826909,500.65,3653818,0.05,f3f8,-8,5.97,2
NegaScout,pos_35,endgame,7,2854992,500.49,5709984,0.02,f3f8,0,7.16,3
MCTS,pos_35,endgame,18,903611,512.54,1764865,485.00,f3f2,-6,0.00,0
Classic MCTS,pos_35,endgame,13,21478,500.90,42956,500.00,f3f2,5,0.00,0
Pure Alpha-Beta,pos_36,endgame,7,2658379,500.42,5316758,0.02,c7c5,-113,6.99,2
Full Alpha-Beta,pos_36,endgame,16,1532025,500.37,3064050,0.05,c7c5,-108,2.58,2
MTD(f),pos_36,endgame,8,1564757,500.09,3129514,0.28,c7c5,-106,4.73,2
NegaScout,pos_36,endgame,7,2732097,500.27,5464194,0.02,c7c5,-113,6.79,2
MCTS,pos_36,endgame,18,785768,512.39,1534703,485.00,b8c8,-107,0.00,0
Classic MCTS,pos_36,endgame,13,18531,501.22,36988,500.00,e6f7,7,0.00,0
Pure Alpha-Beta,pos_37,endgame,6,2269270,500.33,4538540,0.04,g6f8,25,10.98,0
Full Alpha-Beta,pos_37,endgame,15,1605760,500.38,3211520,0.10,g6f8,87,2.54,0
MTD(f),pos_37,endgame,9,1900657,500.40,3801314,0.09,g6f8,42,4.71,0
NegaScout,pos_37,endgame,6,2420805,500.38,4841610,0.05,g6f8,25,8.66,0
MCTS,pos_37,endgame,18,1103471,507.93,2176471,485.00,g6f8,11,0.00,0
Classic MCTS,pos_37,endgame,13,19843,500.85,39686,500.01,d2c1,2,0.00,0
Pure Alpha-Beta,pos_38,middlegame,7,2998333,500.05,5996666,0.01,c6c5,-60,7.40,0
Full Alpha-Beta,pos_38,middlegame,11,1359962,500.61,2719924,0.03,c6c5,-60,2.85,0
MTD(f),pos_38,middlegame,9,1970249,500.07,3940498,0.04,c6c5,-68,16.71,0
NegaScout,pos_38,middlegame,7,3387432,500.59,6774864,0.01,c6c5,-60,7.16,0
MCTS,pos_38,middlegame,17,780295,507.44,1539043,485.00,c6c5,9,0.00,0
Classic MCTS,pos_38,middlegame,13,23733,501.03,47371,500.01,c6c8,8,0.00,0
Pure Alpha-Beta,pos_39,endgame,8,2707496,500.24,5414992,0.01,e1c3,65,5.07,0
Full Alpha-Beta,pos_39,endgame,17,1327180,500.58,2654360,0.01,e1c3,19,2.15,0
MTD(f),pos_39,endgame,8,1683502,500.69,3367004,0.06,e1c3,65,20.29,0
NegaScout,pos_39,endgame,9,3117184,500.46,6234368,0.01,e1c3,48,4.77,0
MCTS,pos_39,endgame,18,1015920,509.78,1995913,485.00,e1c3,70,0.00,0
Classic MCTS,pos_39,endgame,13,21790,502.86,43406,500.00,c6c5,4,0.00,0
Pure Alpha-Beta,pos_40,endgame,7,2756664,500.35,5513328,6.40,b1b2,74,7.43,2
Full Alpha-Beta,pos_40,endgame,14,1519701,500.93,3039402,0.05,b1b2,97,2.29,3
MTD(f),pos_40,endgame,8,1597470,500.09,3194940,0.18,b1b2,90,3.87,2
NegaScout,pos_40,endgame,7,2900033,500.27,5800066,0.03,b1b2,74,6.44,2
MCTS,pos_40,endgame,18,968492,512.20,1891585,485.00,a4a5,91,0.00,0
Classic MCTS,pos_40,endgame,13,20991,501.92,41898,500.01,c2c3,10,0.00,0
Pure Alpha-Beta,pos_41,endgame,6,2236493,500.87,4472986,0.02,d6b6,-69,8.59,2
Full Alpha-Beta,pos_41,endgame,14,1458257,500.27,2916514,0.05,d6b6,-39,2.78,3
MTD(f),pos_41,endgame,7,1544252,500.78,3088504,0.36,d6b6,-87,5.13,2
NegaScout,pos_41,endgame,7,2457630,500.84,4915260,0.02,d6b6,-87,7.51,2
MCTS,pos_41,endgame,18,884269,511.40,1730467,485.00,g6f5,-64,0.00,0
Classic MCTS,pos_41,endgame,13,19777,502.33,39396,500.01,f6g7,8,0.00,0
Pure Alpha-Beta,pos_42,endgame,8,3354655,500.70,6709310,0.01,d5e4,21,5.14,0
Full Alpha-Beta,pos_42,endgame,15,1601672,501.04,3196950,0.02,d5e4,-32,2.74,0
MTD(f),pos_42,endgame,9,1814592,500.03,3629184,0.01,d5e4,15,24.24,0
NegaScout,pos_42,endgame,9,3354716,500.52,6709432,0.01,d5e4,15,4.97,0
MCTS,pos_42,endgame,18,1046928,513.22,2040795,485.00,d5e4,35,0.00,0
Classic MCTS,pos_42,endgame,13,21813,503.62,43365,500.00,f6d7,-3,0.00,0
Pure Alpha-Beta,pos_43,endgame,8,3067967,500.24,6135934,0.03,b1b5,-173,5.31,3
Full Alpha-Beta,pos_43,endgame,13,1466532,500.72,2933064,0.08,e2b5,-206,2.55,3
MTD(f),pos_43,endgame,8,1859654,500.07,3719308,0.42,b1b5,-173,4.28,1
NegaScout,pos_43,endgame,8,3170379,500.43,6340758,0.03,b1b5,-173,4.82,3
MCTS,pos_43,endgame,18,811052,514.63,1577922,485.12,e2c4,-125,0.00,0
Classic MCTS,pos_43,endgame,13,19306,501.39,38534,500.02,h4h5,17,0.00,0
Pure Alpha-Beta,pos_44,endgame,8,2187337,500.34,4374674,0.01,f2f4,-11,5.48,0
Full Alpha-Beta,pos_44,endgame,16,1273927,500.04,2547854,0.02,f2f4,-3,2.52,0
MTD(f),pos_44,endgame,8,1241120,501.33,2477285,0.10,f2f4,-11,11.15,0
NegaScout,pos_44,endgame,8,2113589,500.12,4227178,0.01,f2f4,-11,5.35,0
MCTS,pos_44,endgame,17,827910,520.39,1592134,485.00,f2f4,-6,0.00,0
Classic MCTS,pos_44,endgame,13,18552,500.84,37104,500.00,f2f1,6,0.00,0
Pure Alpha-Beta,pos_45,endgame,7,2056305,500.67,4112610,0.01,b4c5,104,6.26,0
Full Alpha-Beta,pos_45,endgame,14,1380485,501.38,2755459,0.02,b4c5,81,2.28,0
MTD(f),pos_45,endgame,7,2400328,500.13,4800656,0.38,b4c5,104,3.43,0
NegaScout,pos_45,endgame,7,2445335,500.51,4890670,0.01,b4c5,104,6.33,0
MCTS,pos_45,endgame,17,906425,516.05,1756637,485.00,b4c5,93,0.00,0
Classic MCTS,pos_45,endgame,13,18697,501.31,37319,500.00,a1d1,8,0.00,0
Pure Alpha-Beta,pos_46,middlegame,8,2408484,500.44,4816968,0.01,c2f2,-156,5.44,0
Full Alpha-Beta,pos_46,middlegame,15,1564771,501.06,3123295,0.01,c2f2,-154,3.01,0
MTD(f),pos_46,middlegame,10,2203715,500.56,4407430,0.01,c2f2,-157,5.99,0
NegaScout,pos_46,middlegame,9,3276879,500.23,6553758,0.01,c2f2,-163,5.06,0
MCTS,pos_46,middlegame,18,978951,517.57,1893522,485.05,c2f2,-127,0.00,0
Classic MCTS,pos_46,middlegame,13,24396,501.79,48694,500.00,c2f2,1,0.00,0
Pure Alpha-Beta,pos_47,endgame,9,3629112,500.13,7258224,0.01,c2e2,81,4.80,0
Full Alpha-Beta,pos_47,endgame,14,1564793,500.79,3129586,0.01,c2e2,130,2.91,0
MTD(f),pos_47,endgame,8,2191408,500.49,4382816,0.08,c2e2,102,4.62,0
NegaScout,pos_47,endgame,9,3514459,500.43,7028918,0.01,c2e2,81,4.32,0
MCTS,pos_47,endgame,17,782118,511.59,1530563,485.06,c2e2,94,0.00,0
Classic MCTS,pos_47,endgame,14,26966,502.16,53717,500.01,c2e2,0,0.00,0
Pure Alpha-Beta,pos_48,endgame,7,2687110,500.59,5374220,0.03,h7g6,184,7.45,2
Full Alpha-Beta,pos_48,endgame,13,1523794,500.69,3047588,0.12,h7g6,169,2.20,1
MTD(f),pos_48,endgame,9,2252832,500.23,4505664,1.85,h7g6,184,9.61,2
NegaScout,pos_48,endgame,7,2973749,500.35,5947498,0.03,h7g6,184,6.86,2
MCTS,pos_48,endgame,18,1074867,511.50,2103457,485.00,h7g6,145,0.00,0
Classic MCTS,pos_48,endgame,13,26069,502.32,51930,500.01,h7g6,5,0.00,0
