algorithm,position_id,phase,depth,nodes,time_ms,nps,ttfm_ms,best_move,score,branching_factor,stability
Pure Alpha-Beta,pos_1,endgame,8,11104347,2000.02,5552173,0.07,f7g7,-24,7.10,0
Full Alpha-Beta,pos_1,endgame,17,6660160,2000.10,3330080,0.43,f7g7,23,2.21,0
MTD(f),pos_1,endgame,9,8327211,2000.54,4163605,0.09,f7g7,-3,9.76,0
NegaScout,pos_1,endgame,8,9773161,2000.05,4886580,0.03,f7g7,-24,6.51,0
MCTS,pos_1,endgame,19,3250436,8933.14,363868,1001.57,f7g7,10,0.93,0
Classic MCTS,pos_1,endgame,15,113309,2008.45,56428,1026.31,f7g7,1,1.00,0
Pure Alpha-Beta,pos_2,endgame,7,11956311,2000.38,5978155,0.02,b2c3,122,8.36,0
Full Alpha-Beta,pos_2,endgame,15,6111389,2000.07,3055694,0.03,f1d1,131,2.53,5
MTD(f),pos_2,endgame,8,6590538,2001.19,3293622,0.39,f1d1,144,6.72,1
NegaScout,pos_2,endgame,8,11485225,2000.37,5742612,0.03,f1d1,144,6.76,1
MCTS,pos_2,endgame,19,2162393,2079.56,1040112,1004.14,b2c3,132,0.53,0
Classic MCTS,pos_2,endgame,15,87175,2621.25,33260,1001.37,f1a1,7,0.78,1
Pure Alpha-Beta,pos_3,endgame,8,12353615,2000.75,6176807,0.08,c5f8,-15,5.09,4
Full Alpha-Beta,pos_3,endgame,17,6090838,2000.09,3045419,0.05,c5e7,-10,2.21,5
MTD(f),pos_3,endgame,10,6627400,2000.60,3313700,0.05,c5e7,-12,4.63,5
NegaScout,pos_3,endgame,8,10330185,2000.16,5165092,0.06,c5f8,-15,5.18,4
MCTS,pos_3,endgame,19,4552058,2267.91,2007965,1004.22,c5f8,-6,1.26,0
Classic MCTS,pos_3,endgame,15,120672,2005.92,60185,1021.47,f7f5,-12,1.10,0
Pure Alpha-Beta,pos_4,endgame,8,12374108,2000.12,6187054,0.02,a4d1,-260,7.72,3
Full Alpha-Beta,pos_4,endgame,15,6529127,2000.36,3264563,0.04,a1b1,-267,2.72,2
MTD(f),pos_4,endgame,8,7725105,2000.61,3862552,1.27,a1b1,-261,6.88,2
NegaScout,pos_4,endgame,8,11366471,2000.26,5683235,0.02,a4d1,-260,6.59,3
MCTS,pos_4,endgame,19,3046923,2238.73,1361449,1003.36,a4d1,-195,1.37,0
Classic MCTS,pos_4,endgame,15,99157,2005.64,49454,1036.20,e3e4,0,1.13,0
Pure Alpha-Beta,pos_5,endgame,7,9957468,2000.33,4978734,0.03,e2e5,17,7.46,0
Full Alpha-Beta,pos_5,endgame,14,5865548,2001.07,2931308,0.15,e2e5,3,2.26,0
MTD(f),pos_5,endgame,9,8872013,2000.59,4436006,0.87,e2e5,13,13.25,0
NegaScout,pos_5,endgame,8,11751507,2000.21,5875753,0.03,e2e5,6,6.17,0
MCTS,pos_5,endgame,19,3722686,2187.86,1702188,1001.62,e2e5,4,0.97,0
Classic MCTS,pos_5,endgame,15,108194,2005.62,53962,1027.27,e2e5,0,1.23,1
Pure Alpha-Beta,pos_6,endgame,8,9863226,2000.03,4931613,0.01,f5e7,20,10.71,0
Full Alpha-Beta,pos_6,endgame,12,5922965,2001.54,2960002,0.01,f5e7,16,3.62,0
MTD(f),pos_6,endgame,8,7295048,2000.14,3647524,0.01,f5e7,20,19.74,0
NegaScout,pos_6,endgame,8,10928156,2000.31,5464078,0.01,f5e7,20,10.16,0
MCTS,pos_6,endgame,19,3077386,2235.43,1376906,1003.17,f5e7,-25,1.10,0
Classic MCTS,pos_6,endgame,15,110648,2004.30,55213,1009.57,f8e8,0,1.07,1
Pure Alpha-Beta,pos_7,middlegame,8,9486428,2000.73,4743214,0.01,g1h2,3,9.09,2
Full Alpha-Beta,pos_7,middlegame,13,5431432,2000.21,2715716,0.03,g1h2,1,3.38,2
MTD(f),pos_7,middlegame,9,7368775,2000.07,3684387,0.03,g1h2,0,4.73,2
NegaScout,pos_7,middlegame,8,9146430,2000.62,4573215,0.01,g1h2,3,9.14,2
MCTS,pos_7,middlegame,19,3035908,2226.15,1363840,1000.54,e2f1,7,1.11,0
Classic MCTS,pos_7,middlegame,15,128740,2005.62,64209,1026.46,g1h2,3,1.00,1
Pure Alpha-Beta,pos_8,endgame,9,12697661,2000.48,6348830,0.01,h4h5,-50,5.88,3
Full Alpha-Beta,pos_8,endgame,16,4915311,2000.45,2457655,0.02,h4h5,-73,2.44,3
MTD(f),pos_8,endgame,9,9609295,2000.18,4804647,0.03,h4h5,-50,21.97,3
NegaScout,pos_8,endgame,9,11825205,2000.02,5912602,0.02,h4h5,-50,5.65,3
MCTS,pos_8,endgame,19,3901000,2171.81,1796867,1004.52,e3e5,-87,1.09,0
Classic MCTS,pos_8,endgame,15,106429,2005.36,53081,1005.95,e3e5,0,1.16,1
Pure Alpha-Beta,pos_9,endgame,8,12140665,2000.22,6070332,0.03,h2g3,12,5.83,3
Full Alpha-Beta,pos_9,endgame,16,6201477,2000.04,3100738,0.20,h2g3,-30,3.10,1
MTD(f),pos_9,endgame,9,7733300,2000.43,3866650,0.10,h2g3,-6,15.71,1
NegaScout,pos_9,endgame,8,11718775,2000.32,5859387,0.04,h2g3,12,5.39,3
MCTS,pos_9,endgame,19,3421639,2222.29,1539891,1003.74,h2g3,-18,1.04,0
Classic MCTS,pos_9,endgame,15,113986,2005.43,56850,1011.88,g2g3,5,1.13,0
Pure Alpha-Beta,pos_10,endgame,8,11042912,2000.80,5521456,0.04,e8f6,-91,5.94,0
Full Alpha-Beta,pos_10,endgame,20,6819988,2000.70,3409994,0.06,e8f6,-120,2.03,0
MTD(f),pos_10,endgame,10,6213722,2000.84,3106861,0.04,e8f6,-94,3.77,0
NegaScout,pos_10,endgame,8,11423833,2000.62,5711916,0.03,e8f6,-91,5.99,0
MCTS,pos_10,endgame,19,3496213,2176.53,1606715,1005.09,e8f6,-73,1.27,0
Classic MCTS,pos_10,endgame,15,108757,2009.47,54134,1025.55,g7f8,3,1.16,0
Pure Alpha-Beta,pos_11,endgame,9,13406305,2000.20,6703152,0.01,a7b6,-83,7.68,0
Full Alpha-Beta,pos_11,endgame,18,6582419,2000.59,3291209,0.01,a7b6,-46,3.72,0
MTD(f),pos_11,endgame,10,8089640,2000.66,4044820,0.01,a7b6,-78,17.14,0
NegaScout,pos_11,endgame,9,13406282,2000.31,6703141,0.01,a7b6,-83,7.65,0
MCTS,pos_11,endgame,19,3844068,2223.43,1729225,1003.39,a7b6,-82,0.95,0
Classic MCTS,pos_11,endgame,15,122987,2009.39,61218,1015.57,a7b6,-1,1.05,0
Pure Alpha-Beta,pos_12,endgame,7,11636756,2000.15,5818378,0.01,b8b4,13,9.74,4
Full Alpha-Beta,pos_12,endgame,16,5898313,2000.95,2949156,0.01,h7g6,-8,2.81,5
MTD(f),pos_12,endgame,9,7700574,2000.56,3850287,0.28,h7g6,-3,12.01,5
NegaScout,pos_12,endgame,8,12152939,2000.23,6076469,0.01,h7g6,5,8.39,5
MCTS,pos_12,endgame,19,3050554,2220.87,1374123,1007.09,b8b4,23,1.17,0
Classic MCTS,pos_12,endgame,15,108282,2015.01,53737,1009.39,b8b4,12,1.22,1
Pure Alpha-Beta,pos_13,endgame,8,10899582,2001.38,5447067,0.01,f3e3,30,9.34,2
Full Alpha-Beta,pos_13,endgame,18,5873845,2000.65,2936922,0.12,c4a2,5,2.54,3
MTD(f),pos_13,endgame,10,6987823,2001.18,3492165,0.28,f3e3,7,5.75,2
NegaScout,pos_13,endgame,8,11161688,2000.21,5580844,0.01,f3e3,30,9.80,2
MCTS,pos_13,endgame,19,3853680,2206.42,1746908,1003.56,f3e3,22,1.00,0
Classic MCTS,pos_13,endgame,15,98982,2017.85,49073,1022.54,e1a5,3,1.16,0
Pure Alpha-Beta,pos_14,endgame,10,16777270,2000.29,8388635,0.01,b4c3,-95,4.61,0
Full Alpha-Beta,pos_14,endgame,22,8261709,2000.37,4130854,0.02,b4c3,-118,2.09,0
MTD(f),pos_14,endgame,12,8441976,2000.69,4220988,0.24,b4c3,-98,2.70,0
NegaScout,pos_14,endgame,10,15708215,2000.52,7854107,0.01,b4c3,-95,4.42,0
MCTS,pos_14,endgame,19,3784119,2246.13,1684825,1003.74,b4c3,-74,0.90,0
Classic MCTS,pos_14,endgame,16,143016,2028.18,70520,1028.32,b4c3,-1,1.08,0
Pure Alpha-Beta,pos_15,endgame,10,12902499,2000.66,6451249,0.01,e2d1,-5,4.79,0
Full Alpha-Beta,pos_15,endgame,18,7123071,2000.39,3561535,0.01,e2d1,6,2.70,0
MTD(f),pos_15,endgame,11,6963224,2000.17,3481612,0.02,e2d1,-6,6.58,0
NegaScout,pos_15,endgame,10,12746810,2000.39,6373405,0.01,e2d1,-5,4.58,0
MCTS,pos_15,endgame,19,3500714,2222.61,1575478,1004.03,e2d1,-1,1.02,0
Classic MCTS,pos_15,endgame,15,105248,2033.89,51769,1007.00,a2a4,1,1.26,0
Pure Alpha-Beta,pos_16,endgame,9,15638612,2000.59,7819306,0.01,c4b5,144,5.27,3
Full Alpha-Beta,pos_16,endgame,19,6418566,2000.13,3209283,0.03,d1d6,159,2.22,2
MTD(f),pos_16,endgame,11,8212577,2000.49,4106288,0.17,d1d6,159,5.27,2
NegaScout,pos_16,endgame,9,13611103,2000.20,6805551,0.02,c4b5,144,4.71,3
MCTS,pos_16,endgame,19,4141858,2211.36,1873296,1005.32,c4b5,114,1.02,0
Classic MCTS,pos_16,endgame,15,101198,2043.27,49534,1010.37,c4b5,6,1.17,0
Pure Alpha-Beta,pos_17,endgame,7,13561889,2000.30,6780944,0.01,f7f6,112,10.18,0
Full Alpha-Beta,pos_17,endgame,17,7041072,2000.07,3520536,0.07,f7f6,161,2.35,0
MTD(f),pos_17,endgame,11,10190896,2000.55,5095448,0.13,f7f6,145,17.78,0
NegaScout,pos_17,endgame,7,12754998,2000.27,6377499,0.01,f7f6,112,9.72,0
MCTS,pos_17,endgame,19,4435780,2239.10,1981143,1003.89,f7f6,164,1.00,0
Classic MCTS,pos_17,endgame,16,160053,2039.50,78495,1029.40,f7f6,4,1.07,0
Pure Alpha-Beta,pos_18,endgame,7,12537950,2000.21,6268975,0.01,e3e5,-192,9.03,0
Full Alpha-Beta,pos_18,endgame,17,6512721,2001.38,3254733,0.02,e3e5,-126,2.30,2
MTD(f),pos_18,endgame,8,9924666,2000.38,4962333,0.32,e3e5,-176,8.86,0
NegaScout,pos_18,endgame,8,13213762,2000.54,6606881,0.01,e3e5,-176,6.92,0
MCTS,pos_18,endgame,19,3582275,2245.00,1596379,1000.53,e3e5,-72,1.04,0
Classic MCTS,pos_18,endgame,15,117117,2036.06,57523,1008.67,h5h4,0,1.22,0
Pure Alpha-Beta,pos_19,endgame,7,10977407,2000.68,5488703,0.02,g2f3,-68,7.91,4
Full Alpha-Beta,pos_19,endgame,14,4366385,2001.01,2182101,0.05,g2f3,-47,2.55,2
MTD(f),pos_19,endgame,8,6864940,2000.29,3432470,1.30,g2f3,-54,3.90,4
NegaScout,pos_19,endgame,7,10936388,2000.23,5468194,0.03,g2f3,-68,7.20,4
MCTS,pos_19,endgame,19,2802178,2235.20,1253770,1000.45,d1e1,-125,1.11,0
Classic MCTS,pos_19,endgame,15,81614,2029.75,40223,1016.08,h2h3,-6,1.00,1
Pure Alpha-Beta,pos_20,endgame,8,12394581,2000.48,6197290,0.01,b1b3,-29,6.31,2
Full Alpha-Beta,pos_20,endgame,15,5583079,2000.90,2791539,0.02,b1b3,4,2.69,1
MTD(f),pos_20,endgame,9,7544918,2001.13,3770573,0.03,b1b3,-30,16.55,2
NegaScout,pos_20,endgame,9,11092072,2000.11,5546036,0.01,b1b3,-30,5.70,2
MCTS,pos_20,endgame,19,3868391,2231.49,1733926,1006.00,b1b3,-15,0.96,0
Classic MCTS,pos_20,endgame,15,97043,2031.33,47780,1027.42,c3b3,9,1.18,1
Pure Alpha-Beta,pos_21,middlegame,7,9457820,2000.10,4728910,0.03,e2f3,-34,10.48,0
Full Alpha-Beta,pos_21,middlegame,14,5685403,2000.78,2842701,0.11,e2f3,-26,2.62,0
MTD(f),pos_21,middlegame,10,8294499,2000.70,4147249,0.38,e2f3,-33,3.71,0
NegaScout,pos_21,middlegame,7,9900175,2000.31,4950087,0.04,e2f3,-34,8.77,0
MCTS,pos_21,middlegame,19,4123265,2230.23,1848997,1005.02,e2f3,63,0.99,0
Classic MCTS,pos_21,middlegame,15,159623,2018.41,79099,1016.51,e2f3,5,1.11,0
Pure Alpha-Beta,pos_22,endgame,8,11165766,2000.04,5582883,0.01,e5d4,200,6.47,0
Full Alpha-Beta,pos_22,endgame,16,5951631,2000.56,2975815,0.02,e5d4,208,2.41,0
MTD(f),pos_22,endgame,9,8892459,2001.60,4444007,0.35,e5d4,212,4.51,0
NegaScout,pos_22,endgame,9,11690084,2000.57,5845042,0.01,e5d4,212,6.05,0
MCTS,pos_22,endgame,19,3983354,2271.90,1754008,1004.16,e5d4,156,0.97,0
Classic MCTS,pos_22,endgame,15,97827,2004.55,48815,1017.38,g5g4,13,1.21,0
Pure Alpha-Beta,pos_23,endgame,8,12107873,2000.48,6053936,0.02,d1d5,-10,7.84,1
Full Alpha-Beta,pos_23,endgame,17,5714090,2000.26,2857045,0.03,d1d5,17,3.17,1
MTD(f),pos_23,endgame,10,9101397,2000.89,4550698,0.29,d1d5,16,6.59,1
NegaScout,pos_23,endgame,8,11329616,2000.59,5664808,0.01,d1d5,-10,7.42,1
MCTS,pos_23,endgame,19,3528230,2329.99,1514911,1005.46,d1d5,-23,0.90,0
Classic MCTS,pos_23,endgame,15,97225,2004.87,48515,1033.56,e2c1,0,1.23,1
Pure Alpha-Beta,pos_24,endgame,8,12165189,2001.14,6079554,0.06,c8c7,-20,5.95,1
Full Alpha-Beta,pos_24,endgame,15,4923429,2001.21,2460484,0.13,c8c7,-35,2.56,1
MTD(f),pos_24,endgame,10,9085014,2000.25,4542507,0.38,c8c7,-28,3.94,1
NegaScout,pos_24,endgame,8,12238931,2000.19,6119465,0.07,c8c7,-20,5.17,1
MCTS,pos_24,endgame,19,4099192,2257.44,1816212,1003.50,c8c7,-59,0.89,0
Classic MCTS,pos_24,endgame,15,102358,2004.62,51076,1026.91,c8c7,3,1.21,1
Pure Alpha-Beta,pos_25,middlegame,10,12771432,2000.12,6385716,0.01,b8b2,-31,4.16,0
Full Alpha-Beta,pos_25,middlegame,18,6197341,2000.94,3098670,0.02,b8b2,0,2.39,0
MTD(f),pos_25,middlegame,11,8634401,2000.99,4317200,0.19,b8b2,-21,3.53,0
NegaScout,pos_25,middlegame,10,12468276,2000.47,6234138,0.01,b8b2,-31,4.05,0
MCTS,pos_25,middlegame,19,4067626,2224.04,1828968,1006.25,b8b2,-28,0.79,0
Classic MCTS,pos_25,middlegame,15,123753,2006.01,61691,1002.93,h7h6,-24,1.15,0
Pure Alpha-Beta,pos_26,endgame,10,13877309,2000.56,6938654,0.01,d5e4,32,5.97,0
Full Alpha-Beta,pos_26,endgame,18,6328425,2001.37,3162631,0.01,d5e4,35,3.12,0
MTD(f),pos_26,endgame,11,7364689,2001.24,3680504,0.05,d5e4,36,3.52,0
NegaScout,pos_26,endgame,10,13979704,2000.15,6989852,0.01,d5e4,32,5.99,0
MCTS,pos_26,endgame,19,4036577,2208.09,1828159,1000.39,d5e4,53,0.93,0
Classic MCTS,pos_26,endgame,15,128015,2005.17,63847,1031.18,d5e4,1,1.05,0
Pure Alpha-Beta,pos_27,endgame,7,10801232,2000.37,5400616,0.01,h7g7,-77,12.18,0
Full Alpha-Beta,pos_27,endgame,17,6111313,2000.73,3055656,0.01,h7g7,-3,2.62,0
MTD(f),pos_27,endgame,10,8020007,2000.90,4010003,0.01,h7g7,19,6.23,0
NegaScout,pos_27,endgame,7,12083268,2000.24,6041634,0.01,h7g7,-77,11.26,0
MCTS,pos_27,endgame,19,3569920,2216.89,1610974,1003.03,h7g7,-56,0.93,0
Classic MCTS,pos_27,endgame,15,111647,2005.01,55684,1003.24,h7h6,1,1.12,1
Pure Alpha-Beta,pos_28,endgame,10,14545056,2000.22,7272528,0.01,c2c3,-160,5.03,0
Full Alpha-Beta,pos_28,endgame,16,6754398,2000.72,3377199,0.01,c2c3,-189,2.21,0
MTD(f),pos_28,endgame,10,7106637,2000.33,3553318,0.25,c2c3,-160,5.75,0
NegaScout,pos_28,endgame,10,14172245,2000.60,7086122,0.01,c2c3,-160,4.69,0
MCTS,pos_28,endgame,19,3760371,2210.75,1701525,1005.48,c2c3,-107,0.93,0
Classic MCTS,pos_28,endgame,15,116724,2004.65,58245,1020.06,c2c3,0,1.11,0
Pure Alpha-Beta,pos_29,endgame,8,10723379,2000.54,5361689,0.02,c2c3,76,5.74,0
Full Alpha-Beta,pos_29,endgame,16,5939328,2000.54,2969664,0.02,c2c3,76,2.20,0
MTD(f),pos_29,endgame,10,7594024,2000.27,3797012,0.09,c2c3,77,4.67,0
NegaScout,pos_29,endgame,9,11034703,2000.56,5517351,0.02,c2c3,66,5.21,0
MCTS,pos_29,endgame,19,3977498,2180.12,1824540,1002.23,c2c3,28,1.00,0
Classic MCTS,pos_29,endgame,15,102254,2004.61,51024,1006.73,c2c3,2,1.17,0
Pure Alpha-Beta,pos_30,endgame,9,13541407,2000.20,6770703,0.01,h3g3,231,6.86,0
Full Alpha-Beta,pos_30,endgame,19,6676546,2000.46,3338273,0.02,h3g3,245,2.58,0
MTD(f),pos_30,endgame,12,8712249,2001.04,4353947,0.26,h3g3,238,4.64,0
NegaScout,pos_30,endgame,9,13709342,2000.71,6854671,0.01,h3g3,231,6.50,0
MCTS,pos_30,endgame,19,3973605,2217.68,1792334,1000.47,h3g3,191,1.10,0
Classic MCTS,pos_30,endgame,16,156712,2005.76,78160,1008.26,h3g3,4,1.07,0
Pure Alpha-Beta,pos_31,endgame,9,9781405,2000.52,4890702,0.01,h4g3,-123,5.45,1
Full Alpha-Beta,pos_31,endgame,16,5910610,2001.05,2953828,0.02,h4g3,-189,2.83,1
MTD(f),pos_31,endgame,9,6729833,2000.29,3364916,0.01,h4g3,-123,35.68,1
NegaScout,pos_31,endgame,9,10416228,2000.81,5208114,0.01,h4g3,-123,4.77,1
MCTS,pos_31,endgame,19,4207548,2175.41,1934504,1006.12,h4g3,-94,0.94,0
Classic MCTS,pos_31,endgame,15,89922,2004.80,44871,1002.10,g7h8,0,1.28,1
Pure Alpha-Beta,pos_32,endgame,7,12529723,2000.55,6264861,0.02,f4d6,-123,8.59,5
Full Alpha-Beta,pos_32,endgame,14,6430776,2000.34,3215388,0.04,f4d6,-135,2.79,3
MTD(f),pos_32,endgame,9,8114267,2001.04,4055105,0.45,h8a8,-129,3.64,6
NegaScout,pos_32,endgame,8,12197961,2000.50,6098980,0.02,f4d6,-125,6.61,5
MCTS,pos_32,endgame,19,3211999,2235.96,1437136,1005.76,f4c1,-96,0.99,0
Classic MCTS,pos_32,endgame,15,96820,2004.89,48313,1023.64,h8c8,4,1.19,1
Pure Alpha-Beta,pos_33,endgame,8,11214939,2000.37,5607469,0.13,a6b5,-143,4.91,2
Full Alpha-Beta,pos_33,endgame,13,5865576,2000.15,2932788,0.14,a6b5,-145,2.48,2
MTD(f),pos_33,endgame,8,8179804,2000.62,4089902,5.65,a6b5,-143,6.18,2
NegaScout,pos_33,endgame,8,11141206,2000.07,5570603,0.12,a6b5,-143,5.12,2
MCTS,pos_33,endgame,19,3468775,2210.12,1569581,1002.86,c6b5,-193,1.11,0
Classic MCTS,pos_33,endgame,15,100526,2005.63,50137,1020.46,h7h5,-2,1.10,1
Pure Alpha-Beta,pos_34,endgame,8,12955802,2000.45,6477901,0.01,c4d2,-78,6.71,5
Full Alpha-Beta,pos_34,endgame,15,6778999,2000.18,3389499,0.02,c4d2,-91,3.15,3
MTD(f),pos_34,endgame,8,6627388,2001.02,3312037,0.30,e8d7,-78,15.63,2
NegaScout,pos_34,endgame,8,11886674,2000.84,5943337,0.01,c4d2,-78,6.18,5
MCTS,pos_34,endgame,19,2771811,2207.98,1255917,1000.15,g3e5,-67,1.16,0
Classic MCTS,pos_34,endgame,15,95165,2004.71,47487,1014.43,g3f4,1,1.17,0
Pure Alpha-Beta,pos_35,endgame,8,14000212,2000.24,7000106,0.03,f3f2,-20,6.02,4
Full Alpha-Beta,pos_35,endgame,17,6529110,2000.65,3264555,0.04,f3f8,-54,2.40,1
MTD(f),pos_35,endgame,12,8294454,2000.86,4147227,0.05,f3f8,-15,4.78,2
NegaScout,pos_35,endgame,8,14557220,2000.19,7278610,0.02,f3f2,-20,6.45,4
MCTS,pos_35,endgame,19,3574054,2241.82,1594847,1005.81,f3f2,-36,1.15,0
Classic MCTS,pos_35,endgame,15,111784,2005.91,55752,1010.98,b3b4,5,1.13,0
Pure Alpha-Beta,pos_36,endgame,8,11604040,2000.54,5802020,0.02,c7c5,-106,6.80,2
Full Alpha-Beta,pos_36,endgame,18,6172831,2001.32,3084873,0.04,c7c5,-107,2.55,2
MTD(f),pos_36,endgame,9,6311959,2000.23,3155979,0.28,c7c5,-112,4.83,2
NegaScout,pos_36,endgame,8,11534396,2000.04,5767198,0.02,c7c5,-106,6.36,2
MCTS,pos_36,endgame,19,2866747,2225.22,1288425,1004.55,b8e8,-107,1.12,1
Classic MCTS,pos_36,endgame,15,88689,2004.67,44255,1011.12,e6a2,0,1.20,0
Pure Alpha-Beta,pos_37,endgame,6,9269333,2000.54,4634666,0.04,g6f8,25,10.98,0
Full Alpha-Beta,pos_37,endgame,17,6316160,2000.83,3158080,0.10,g6f8,107,2.49,0
MTD(f),pos_37,endgame,10,7409762,2000.34,3704881,0.10,g6f8,58,4.68,0
NegaScout,pos_37,endgame,7,10137656,2000.88,5068828,0.05,g6f8,40,7.85,0
MCTS,pos_37,endgame,19,4056174,2171.37,1868343,1001.58,g6f8,17,1.04,0
Classic MCTS,pos_37,endgame,15,92739,2004.86,46276,1012.23,d3e2,0,1.18,1
Pure Alpha-Beta,pos_38,middlegame,8,11579473,2000.43,5789736,0.01,c6c5,-67,7.49,0
Full Alpha-Beta,pos_38,middlegame,14,5451933,2001.14,2724604,0.03,c6c5,-86,2.95,0
MTD(f),pos_38,middlegame,10,7897181,2000.36,3948590,0.04,c6c5,-68,15.00,0
NegaScout,pos_38,middlegame,8,12886099,2000.06,6443049,0.01,c6c5,-67,7.30,0
MCTS,pos_38,middlegame,19,3457316,2190.10,1578683,1003.80,c6c5,-5,1.01,0
Classic MCTS,pos_38,middlegame,15,115896,2006.16,57774,1032.08,h4h3,4,1.18,0
Pure Alpha-Beta,pos_39,endgame,9,12398647,2000.09,6199323,0.01,e1c3,48,5.18,0
Full Alpha-Beta,pos_39,endgame,20,6352992,2000.64,3176496,0.01,e1c3,29,2.16,0
MTD(f),pos_39,endgame,10,7053362,2001.19,3524918,0.06,e1c3,63,18.21,0
NegaScout,pos_39,endgame,10,13172844,2000.48,6586422,0.01,e1c3,63,4.79,0
MCTS,pos_39,endgame,19,4275383,2185.98,1956697,1004.56,e1c3,89,0.99,0
Classic MCTS,pos_39,endgame,15,110168,2005.97,54946,1003.34,e1g3,2,1.16,0
Pure Alpha-Beta,pos_40,endgame,8,12517429,2000.86,6258714,0.02,b1b2,90,6.86,2
Full Alpha-Beta,pos_40,endgame,17,6250582,2000.17,3125291,0.05,b1b2,100,2.12,3
MTD(f),pos_40,endgame,9,6160441,2000.84,3080220,0.17,b1b2,86,3.54,2
NegaScout,pos_40,endgame,8,12468263,2000.19,6234131,0.03,b1b2,90,6.03,2
MCTS,pos_40,endgame,19,3804266,2213.69,1719053,1003.57,a4a5,86,0.95,0
Classic MCTS,pos_40,endgame,15,104579,2006.79,52133,1012.15,h5f3,6,1.25,1
Pure Alpha-Beta,pos_41,endgame,7,10182771,2000.08,5091385,0.02,d6b6,-87,9.19,2
Full Alpha-Beta,pos_41,endgame,17,5865635,2000.87,2932817,0.04,d6b6,-77,2.51,3
MTD(f),pos_41,endgame,9,7594036,2000.28,3797018,0.28,d6b6,-62,4.31,2
NegaScout,pos_41,endgame,8,10969214,2000.33,5484607,0.03,d6b6,-72,7.09,2
MCTS,pos_41,endgame,19,4204466,2182.45,1926886,1005.74,g6f5,-68,1.45,0
Classic MCTS,pos_41,endgame,15,99146,2006.33,49424,1035.92,d6d7,3,1.18,1
Pure Alpha-Beta,pos_42,endgame,9,13459536,2000.24,6729768,0.01,d5e4,15,5.31,0
Full Alpha-Beta,pos_42,endgame,19,6578298,2001.17,3287505,0.02,d5e4,-27,2.45,0
MTD(f),pos_42,endgame,10,6721588,2001.15,3359114,0.01,d5e4,35,21.84,0
NegaScout,pos_42,endgame,9,13721677,2000.06,6860838,0.01,d5e4,15,4.97,0
MCTS,pos_42,endgame,19,4154780,2198.51,1890254,1005.76,d5e4,50,1.06,0
Classic MCTS,pos_42,endgame,15,107053,2005.05,53393,1032.06,d5d4,-6,1.01,0
Pure Alpha-Beta,pos_43,endgame,8,12943459,2000.11,6471729,0.03,b1b5,-173,5.31,3
Full Alpha-Beta,pos_43,endgame,16,5890158,2000.90,2945079,0.08,e2b5,-206,2.34,3
MTD(f),pos_43,endgame,10,8388660,2000.77,4194330,0.44,b1b5,-185,3.77,1
NegaScout,pos_43,endgame,9,13004862,2000.45,6502431,0.05,b1b5,-186,4.96,3
MCTS,pos_43,endgame,19,3749347,2249.72,1667117,1003.68,b1b5,-140,1.15,1
Classic MCTS,pos_43,endgame,15,116902,2009.02,58189,1029.38,h4h5,25,1.18,0
Pure Alpha-Beta,pos_44,endgame,9,10526859,2000.36,5263429,0.01,f2f4,0,5.48,0
Full Alpha-Beta,pos_44,endgame,19,5333254,2001.41,2665294,0.02,f2f4,-1,2.47,0
MTD(f),pos_44,endgame,10,7847987,2000.54,3923993,0.09,f2f4,-7,9.94,0
NegaScout,pos_44,endgame,9,10518576,2000.49,5259288,0.01,f2f4,0,5.26,0
MCTS,pos_44,endgame,19,4497338,2161.23,2081137,1004.76,f2f4,0,1.07,0
Classic MCTS,pos_44,endgame,15,97817,2005.78,48786,1014.70,c4d2,3,1.27,1
Pure Alpha-Beta,pos_45,endgame,8,11202657,2000.50,5601328,0.01,b4c5,78,6.30,0
Full Alpha-Beta,pos_45,endgame,17,5931175,2001.03,2964105,0.07,b4c5,65,2.23,0
MTD(f),pos_45,endgame,9,9826327,2000.51,4913163,0.41,b4c5,85,4.07,0
NegaScout,pos_45,endgame,8,11653204,2000.46,5826602,0.01,b4c5,78,6.03,0
MCTS,pos_45,endgame,19,4199456,2207.65,1902789,1003.00,b4c5,88,1.02,0
Classic MCTS,pos_45,endgame,15,88806,2006.55,44270,1014.17,f2f4,3,1.25,1
Pure Alpha-Beta,pos_46,middlegame,9,12689461,2000.28,6344730,0.01,c2f2,-163,5.20,0
Full Alpha-Beta,pos_46,middlegame,18,6705255,2001.12,3350952,0.25,c2f2,-141,2.76,0
MTD(f),pos_46,middlegame,12,9289782,2000.10,4644891,0.01,c2f2,-154,5.30,0
NegaScout,pos_46,middlegame,10,13557874,2000.07,6778937,0.01,c2f2,-157,5.17,0
MCTS,pos_46,middlegame,19,4582584,2204.90,2079212,1004.24,c2f2,-121,1.02,0
Classic MCTS,pos_46,middlegame,16,129479,2009.07,64449,1014.39,c2f2,-2,1.14,0
Pure Alpha-Beta,pos_47,endgame,9,14676020,2000.26,7338010,0.01,c2e2,81,4.80,0
Full Alpha-Beta,pos_47,endgame,15,6881366,2001.05,3438963,0.01,c2e2,139,3.20,0
MTD(f),pos_47,endgame,10,9371683,2000.79,4685841,0.05,c2e2,129,4.89,0
NegaScout,pos_47,endgame,10,16224335,2000.30,8112167,0.01,c2e2,129,4.45,0
MCTS,pos_47,endgame,19,4089857,2236.06,1829095,1001.91,c2e2,103,1.07,0
